Area,mask,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,emis_t_diffmap,emis_t_pt,emis_t_inv_spatial,emis_t_inv_table,emis_t_spatial_scaled
uk,all,nox,inventory,2021,2024,sec01,A_PublicPower,1,PublicPower,annual,339.352059483516,128614.91057,128954.262629487,128395.02569751,128395.025697508
ie,all,nox,inventory,2021,2024,sec01,A_PublicPower,1,PublicPower,annual,5987.22882612608,,5987.22882612608,8525.41918859393,8525.41918859393
uk,all,nox,inventory,2021,2024,sec02,B_Industry,3,Industry,annual,41286.5142761008,51326.4153685244,92612.9296446256,85824.9223141018,85824.9223141023
ie,all,nox,inventory,2021,2024,sec02,B_Industry,3,Industry,annual,8737.74139097949,,8737.74139097949,8821.50057186485,8821.50057186487
uk,all,nox,inventory,2021,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,66935.2635382653,3735.83959646244,70671.1031347277,77170.9893343302,77170.9893343309
ie,all,nox,inventory,2021,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,7714.74270679612,,7714.74270679612,7963.82262704418,7963.82262704416
uk,all,nox,inventory,2021,2024,sec04,D_Fugitive,5,Fugitive,annual,10.9067704781664,,10.9067704781664,29.082172,29.082172
ie,all,nox,inventory,2021,2024,sec04,D_Fugitive,5,Fugitive,annual,,,,0,0
uk,all,nox,inventory,2021,2024,sec05,E_Solvents,6,Solvents,annual,58.1412468371401,,58.1412468371401,61.2467836298799,61.2467836298791
ie,all,nox,inventory,2021,2024,sec05,E_Solvents,6,Solvents,annual,6.42066557297926,,6.42066557297926,6.27861481966,6.27861481966002
uk,all,nox,inventory,2021,2024,sec06,F_RoadTransport,7,RoadTransport,annual,195328.708903425,,195328.708903425,200344.392127492,200344.392127491
ie,all,nox,inventory,2021,2024,sec06,F_RoadTransport,7,RoadTransport,annual,30407.1962246243,,30407.1962246243,25425.10496326,25425.1049632601
uk,all,nox,inventory,2021,2024,sec07,G_Shipping,8,Shipping,annual,,,,0,0
ie,all,nox,inventory,2021,2024,sec07,G_Shipping,8,Shipping,annual,6782.24829081887,,6782.24829081887,6328.73086990406,6328.73086990429
uk,all,nox,inventory,2021,2024,sec08,H_Aviation,8,Aviation,annual,,,,0,0
ie,all,nox,inventory,2021,2024,sec08,H_Aviation,8,Aviation,annual,1514.15906960775,,1514.15906960775,598.781217037,598.781217036998
uk,all,nox,inventory,2021,2024,sec09,I_Offroad,8,Offroad,annual,337424.163083444,,337424.163083444,335426.635449321,335426.635449321
ie,all,nox,inventory,2021,2024,sec09,I_Offroad,8,Offroad,annual,5032.94426463654,,5032.94426463654,5091.0543908723,5091.05439087316
uk,all,nox,inventory,2021,2024,sec10,J_Waste,9,Waste,annual,583.927979508827,445.32,1029.24797950883,3474.23562254129,3474.2356225413
ie,all,nox,inventory,2021,2024,sec10,J_Waste,9,Waste,annual,13.9153049627203,,13.9153049627203,16.899141846,16.899141846
uk,all,nox,inventory,2021,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,24435.9746735349,,24435.9746735349,26766.0539293323,26766.0539293318
ie,all,nox,inventory,2021,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,966.507004485497,,966.507004485497,958.336902792592,958.336902792586
uk,all,nox,inventory,2021,2024,sec12,L_AgriOther,10,AgriOther,annual,,,,0,0
ie,all,nox,inventory,2021,2024,sec12,L_AgriOther,10,AgriOther,annual,32764.1283564335,,32764.1283564335,34858.6232245991,34858.6232245992
uk,all,nox,inventory,2021,2024,sec13,M_Other,11,Other,annual,1813.74208614157,,1813.74208614157,1672.31627346056,1672.31627346064
ie,all,nox,inventory,2021,2024,sec13,M_Other,11,Other,annual,,,,0,0
