Area,iso_code,Pollutant,data_source,emis_y,inv_y,agg,time_res,sec_num,sec_name,emis_t_tot_ncoutput,t1,tsum,tot_tres_ratio
GB,27,co,NetCDF_output,2021,2024,allISO,annual,sec01,A_PublicPower,48476.1606573207,48476.1606573207,48476.1606573207,1
GB,27,co,NetCDF_output,2021,2024,allISO,annual,sec02,B_Industry,279939.588538521,279939.588538521,279939.588538521,1
GB,27,co,NetCDF_output,2021,2024,allISO,annual,sec03,C_OtherStationaryComb,249620.410402784,249620.410402784,249620.410402784,1
GB,27,co,NetCDF_output,2021,2024,allISO,annual,sec04,D_Fugitive,0,0,0,
GB,27,co,NetCDF_output,2021,2024,allISO,annual,sec05,E_Solvents,1869.83526872398,1869.83526872398,1869.83526872398,1
GB,27,co,NetCDF_output,2021,2024,allISO,annual,sec06,F_RoadTransport,216050.63360361,216050.63360361,216050.63360361,1
GB,27,co,NetCDF_output,2021,2024,allISO,annual,sec07,G_Shipping,0,0,0,
GB,27,co,NetCDF_output,2021,2024,allISO,annual,sec08,H_Aviation,0,0,0,
GB,27,co,NetCDF_output,2021,2024,allISO,annual,sec09,I_Offroad,436369.314336238,436369.314336238,436369.314336238,1
GB,27,co,NetCDF_output,2021,2024,allISO,annual,sec10,J_Waste,26613.7509337055,26613.7509337055,26613.7509337055,1
GB,27,co,NetCDF_output,2021,2024,allISO,annual,sec11,K_AgriLivestock,0,0,0,
GB,27,co,NetCDF_output,2021,2024,allISO,annual,sec12,L_AgriOther,0,0,0,
GB,27,co,NetCDF_output,2021,2024,allISO,annual,sec13,M_Other,49531.8422093519,49531.8422093519,49531.8422093519,1
IE,14,co,NetCDF_output,2021,2024,allISO,annual,sec01,A_PublicPower,12649.1845342591,12649.1845342591,12649.1845342591,1
IE,14,co,NetCDF_output,2021,2024,allISO,annual,sec02,B_Industry,8985.69701499838,8985.69701499838,8985.69701499838,1
IE,14,co,NetCDF_output,2021,2024,allISO,annual,sec03,C_OtherStationaryComb,81333.6942156464,81333.6942156464,81333.6942156464,1
IE,14,co,NetCDF_output,2021,2024,allISO,annual,sec04,D_Fugitive,0,0,0,
IE,14,co,NetCDF_output,2021,2024,allISO,annual,sec05,E_Solvents,192.181210021357,192.181210021357,192.181210021357,1
IE,14,co,NetCDF_output,2021,2024,allISO,annual,sec06,F_RoadTransport,15319.0336107421,15319.0336107421,15319.0336107421,1
IE,14,co,NetCDF_output,2021,2024,allISO,annual,sec07,G_Shipping,96.769396082915,96.769396082915,96.769396082915,1
IE,14,co,NetCDF_output,2021,2024,allISO,annual,sec08,H_Aviation,373.436738157288,373.436738157288,373.436738157288,1
IE,14,co,NetCDF_output,2021,2024,allISO,annual,sec09,I_Offroad,1498.55375490792,1498.55375490792,1498.55375490792,1
IE,14,co,NetCDF_output,2021,2024,allISO,annual,sec10,J_Waste,122.950207570148,122.950207570148,122.950207570148,1
IE,14,co,NetCDF_output,2021,2024,allISO,annual,sec11,K_AgriLivestock,0,0,0,
IE,14,co,NetCDF_output,2021,2024,allISO,annual,sec12,L_AgriOther,0,0,0,
IE,14,co,NetCDF_output,2021,2024,allISO,annual,sec13,M_Other,0,0,0,
SEA,171,co,NetCDF_output,2021,2024,allISO,annual,sec01,A_PublicPower,0.0191738559515215,0.0191738559515215,0.0191738559515215,1
SEA,171,co,NetCDF_output,2021,2024,allISO,annual,sec02,B_Industry,0.566587856352271,0.566587856352271,0.566587856352271,1
SEA,171,co,NetCDF_output,2021,2024,allISO,annual,sec03,C_OtherStationaryComb,2.38198766002097,2.38198766002097,2.38198766002097,1
SEA,171,co,NetCDF_output,2021,2024,allISO,annual,sec04,D_Fugitive,0,0,0,
SEA,171,co,NetCDF_output,2021,2024,allISO,annual,sec05,E_Solvents,0.00115645727419178,0.00115645727419178,0.00115645727419178,1
SEA,171,co,NetCDF_output,2021,2024,allISO,annual,sec06,F_RoadTransport,0.399347113794647,0.399347113794647,0.399347113794647,1
SEA,171,co,NetCDF_output,2021,2024,allISO,annual,sec07,G_Shipping,222.345046777957,222.345046777957,222.345046777957,1
SEA,171,co,NetCDF_output,2021,2024,allISO,annual,sec08,H_Aviation,0.0017746537252385,0.0017746537252385,0.0017746537252385,1
SEA,171,co,NetCDF_output,2021,2024,allISO,annual,sec09,I_Offroad,2062.04419952973,2062.04419952973,2062.04419952973,1
SEA,171,co,NetCDF_output,2021,2024,allISO,annual,sec10,J_Waste,0.356192646395357,0.356192646395357,0.356192646395357,1
SEA,171,co,NetCDF_output,2021,2024,allISO,annual,sec11,K_AgriLivestock,0,0,0,
SEA,171,co,NetCDF_output,2021,2024,allISO,annual,sec12,L_AgriOther,0,0,0,
SEA,171,co,NetCDF_output,2021,2024,allISO,annual,sec13,M_Other,0.443751940088987,0.443751940088987,0.443751940088987,1
