Area,iso_code,Pollutant,data_source,emis_y,inv_y,agg,time_res,layer_name,sec_num,sec_name,emis_t_tot_ncinput,emis_t_tot_array,t1,tsum,tot_tres_ratio
GB,27,pmco,NetCDF_input,2021,2024,allISO,annual,uk_pmco_sec01_annual,sec01,A_PublicPower,470.644559092259,470.644559092258,470.644559092259,470.644559092259,1
GB,27,pmco,NetCDF_input,2021,2024,allISO,annual,uk_pmco_sec02_annual,sec02,B_Industry,35857.6615988111,35857.6615988117,35857.6615988111,35857.6615988111,1
GB,27,pmco,NetCDF_input,2021,2024,allISO,annual,uk_pmco_sec03_annual,sec03,C_OtherStationaryComb,598.635297868091,598.635297868091,598.635297868091,598.635297868091,1
GB,27,pmco,NetCDF_input,2021,2024,allISO,annual,uk_pmco_sec04_annual,sec04,D_Fugitive,43.0712974929877,43.0712974929877,43.0712974929877,43.0712974929877,1
GB,27,pmco,NetCDF_input,2021,2024,allISO,annual,uk_pmco_sec05_annual,sec05,E_Solvents,731.51710066707,731.517100667059,731.51710066707,731.51710066707,1
GB,27,pmco,NetCDF_input,2021,2024,allISO,annual,uk_pmco_sec06_annual,sec06,F_RoadTransport,22304.7828849804,22304.7828849803,22304.7828849804,22304.7828849804,1
GB,27,pmco,NetCDF_input,2021,2024,allISO,annual,uk_pmco_sec07_annual,sec07,G_Shipping,0,0,0,0,
GB,27,pmco,NetCDF_input,2021,2024,allISO,annual,uk_pmco_sec08_annual,sec08,H_Aviation,0,0,0,0,
GB,27,pmco,NetCDF_input,2021,2024,allISO,annual,uk_pmco_sec09_annual,sec09,I_Offroad,107.857736593932,107.85773659393,107.857736593932,107.857736593932,1
GB,27,pmco,NetCDF_input,2021,2024,allISO,annual,uk_pmco_sec10_annual,sec10,J_Waste,377.395672941207,377.395672941206,377.395672941207,377.395672941207,1
GB,27,pmco,NetCDF_input,2021,2024,allISO,annual,uk_pmco_sec11_annual,sec11,K_AgriLivestock,13173.2974952034,13173.297495203,13173.2974952034,13173.2974952034,1
GB,27,pmco,NetCDF_input,2021,2024,allISO,annual,uk_pmco_sec12_annual,sec12,L_AgriOther,0,0,0,0,
GB,27,pmco,NetCDF_input,2021,2024,allISO,annual,uk_pmco_sec13_annual,sec13,M_Other,243.061243857499,243.0612438575,243.061243857499,243.061243857499,1
IE,14,pmco,NetCDF_input,2021,2024,allISO,annual,ie_pmco_sec01_annual,sec01,A_PublicPower,188.36291521844,188.36291521844,188.36291521844,188.36291521844,1
IE,14,pmco,NetCDF_input,2021,2024,allISO,annual,ie_pmco_sec02_annual,sec02,B_Industry,6869.2109264842,6869.21092648405,6869.2109264842,6869.2109264842,1
IE,14,pmco,NetCDF_input,2021,2024,allISO,annual,ie_pmco_sec03_annual,sec03,C_OtherStationaryComb,44.2709363129493,44.2709363129489,44.2709363129493,44.2709363129493,1
IE,14,pmco,NetCDF_input,2021,2024,allISO,annual,ie_pmco_sec04_annual,sec04,D_Fugitive,14.2447746767627,14.2447746767627,14.2447746767627,14.2447746767627,1
IE,14,pmco,NetCDF_input,2021,2024,allISO,annual,ie_pmco_sec05_annual,sec05,E_Solvents,16.5002733081794,16.50027330818,16.5002733081794,16.5002733081794,1
IE,14,pmco,NetCDF_input,2021,2024,allISO,annual,ie_pmco_sec06_annual,sec06,F_RoadTransport,803.035743365365,803.03574336538,803.035743365365,803.035743365365,1
IE,14,pmco,NetCDF_input,2021,2024,allISO,annual,ie_pmco_sec07_annual,sec07,G_Shipping,3.90267907158823,3.90267907158821,3.90267907158823,3.90267907158823,1
IE,14,pmco,NetCDF_input,2021,2024,allISO,annual,ie_pmco_sec08_annual,sec08,H_Aviation,0,0,0,0,
IE,14,pmco,NetCDF_input,2021,2024,allISO,annual,ie_pmco_sec09_annual,sec09,I_Offroad,1.76266585889313,1.76266585889315,1.76266585889313,1.76266585889313,1
IE,14,pmco,NetCDF_input,2021,2024,allISO,annual,ie_pmco_sec10_annual,sec10,J_Waste,0.103581113639992,0.10358111363999,0.103581113639992,0.103581113639992,1
IE,14,pmco,NetCDF_input,2021,2024,allISO,annual,ie_pmco_sec11_annual,sec11,K_AgriLivestock,1155.30476802254,1155.30476802256,1155.30476802254,1155.30476802254,1
IE,14,pmco,NetCDF_input,2021,2024,allISO,annual,ie_pmco_sec12_annual,sec12,L_AgriOther,1063.16011737258,1063.16011737259,1063.16011737258,1063.16011737258,1
IE,14,pmco,NetCDF_input,2021,2024,allISO,annual,ie_pmco_sec13_annual,sec13,M_Other,0,0,0,0,
SEA,171,pmco,NetCDF_input,2021,2024,allISO,annual,sea_pmco_sec01_annual,sec01,A_PublicPower,0.000348607405678249,0.000348607405678249,0.000348607405678249,0.000348607405678249,1
SEA,171,pmco,NetCDF_input,2021,2024,allISO,annual,sea_pmco_sec02_annual,sec02,B_Industry,9.15689007736522,9.15689007736522,9.15689007736522,9.15689007736522,1
SEA,171,pmco,NetCDF_input,2021,2024,allISO,annual,sea_pmco_sec03_annual,sec03,C_OtherStationaryComb,0.00509506547017751,0.00509506547017752,0.00509506547017751,0.00509506547017751,1
SEA,171,pmco,NetCDF_input,2021,2024,allISO,annual,sea_pmco_sec04_annual,sec04,D_Fugitive,0,0,0,0,
SEA,171,pmco,NetCDF_input,2021,2024,allISO,annual,sea_pmco_sec05_annual,sec05,E_Solvents,0.000428359301226072,0.000428359301226072,0.000428359301226072,0.000428359301226072,1
SEA,171,pmco,NetCDF_input,2021,2024,allISO,annual,sea_pmco_sec06_annual,sec06,F_RoadTransport,0.000384952617478417,0.000384952617478417,0.000384952617478417,0.000384952617478417,1
SEA,171,pmco,NetCDF_input,2021,2024,allISO,annual,sea_pmco_sec07_annual,sec07,G_Shipping,8.9670990337281,8.96709903372799,8.9670990337281,8.9670990337281,1
SEA,171,pmco,NetCDF_input,2021,2024,allISO,annual,sea_pmco_sec08_annual,sec08,H_Aviation,0,0,0,0,
SEA,171,pmco,NetCDF_input,2021,2024,allISO,annual,sea_pmco_sec09_annual,sec09,I_Offroad,29.0989362574914,29.0989362574914,29.0989362574914,29.0989362574914,1
SEA,171,pmco,NetCDF_input,2021,2024,allISO,annual,sea_pmco_sec10_annual,sec10,J_Waste,0.00405600097433541,0.00405600097433541,0.00405600097433541,0.00405600097433541,1
SEA,171,pmco,NetCDF_input,2021,2024,allISO,annual,sea_pmco_sec11_annual,sec11,K_AgriLivestock,0.123173783875687,0.123173783875687,0.123173783875687,0.123173783875687,1
SEA,171,pmco,NetCDF_input,2021,2024,allISO,annual,sea_pmco_sec12_annual,sec12,L_AgriOther,0.000232627407557987,0.000232627407557987,0.000232627407557987,0.000232627407557987,1
SEA,171,pmco,NetCDF_input,2021,2024,allISO,annual,sea_pmco_sec13_annual,sec13,M_Other,7.70381801818805e-05,7.70381801818805e-05,7.70381801818805e-05,7.70381801818805e-05,1
