Area,mask,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,emis_t_diffmap,emis_t_pt,emis_t_inv_spatial,emis_t_inv_table,emis_t_spatial_scaled
uk,all,voc,inventory,2021,2024,sec01,A_PublicPower,1,PublicPower,annual,588.980629605181,1282.44671874833,1871.42734835351,3854.76053068429,3854.7605306841
ie,all,voc,inventory,2021,2024,sec01,A_PublicPower,1,PublicPower,annual,287.192119037733,,287.192119037733,300.354735339881,300.354735339881
uk,all,voc,inventory,2021,2024,sec02,B_Industry,3,Industry,annual,38032.8171342447,121337.359456491,159370.176590734,155524.103842055,155524.103842068
ie,all,voc,inventory,2021,2024,sec02,B_Industry,3,Industry,annual,32305.9526782961,,32305.9526782961,33092.726504321,33092.7265043211
uk,all,voc,inventory,2021,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,26770.2320443879,681.16,27451.3920443879,29485.4457424751,29485.4457424743
ie,all,voc,inventory,2021,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,8277.58514654097,,8277.58514654097,10107.3017874882,10107.3017874882
uk,all,voc,inventory,2021,2024,sec04,D_Fugitive,5,Fugitive,annual,43050.2730483116,50638.0029315101,93688.2759798205,67780.0911941498,67780.0911941515
ie,all,voc,inventory,2021,2024,sec04,D_Fugitive,5,Fugitive,annual,3758.11697596312,,3758.11697596312,3510.56047362917,3510.56047362917
uk,all,voc,inventory,2021,2024,sec05,E_Solvents,6,Solvents,annual,273551.401717376,14532.7117208244,288084.1134382,315864.974261608,315864.974261608
ie,all,voc,inventory,2021,2024,sec05,E_Solvents,6,Solvents,annual,18928.5019540916,,18928.5019540916,17048.1190017513,17048.1190017512
uk,all,voc,inventory,2021,2024,sec06,F_RoadTransport,7,RoadTransport,annual,30259.4736121383,,30259.4736121383,30548.8567746435,30548.8567746438
ie,all,voc,inventory,2021,2024,sec06,F_RoadTransport,7,RoadTransport,annual,3501.31952589507,,3501.31952589507,3747.01050286197,3747.01050286196
uk,all,voc,inventory,2021,2024,sec07,G_Shipping,8,Shipping,annual,,,,0,0
ie,all,voc,inventory,2021,2024,sec07,G_Shipping,8,Shipping,annual,241.914593789587,,241.914593789587,197.729053254438,197.729053254442
uk,all,voc,inventory,2021,2024,sec08,H_Aviation,8,Aviation,annual,,,,0,0
ie,all,voc,inventory,2021,2024,sec08,H_Aviation,8,Aviation,annual,169.47589953826,,169.47589953826,45.7206710766,45.7206710766
uk,all,voc,inventory,2021,2024,sec09,I_Offroad,8,Offroad,annual,32292.2539058132,,32292.2539058132,32587.1314363309,32587.1314363316
ie,all,voc,inventory,2021,2024,sec09,I_Offroad,8,Offroad,annual,407.203144959228,,407.203144959228,357.465397977214,357.465397977187
uk,all,voc,inventory,2021,2024,sec10,J_Waste,9,Waste,annual,8681.14587723329,9.25054031572731,8690.39641754906,28413.4178453867,28413.4178453863
ie,all,voc,inventory,2021,2024,sec10,J_Waste,9,Waste,annual,501.413777623435,,501.413777623435,418.506268820499,418.506268820479
uk,all,voc,inventory,2021,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,132438.125161698,,132438.125161698,132352.749607074,132352.74960707
ie,all,voc,inventory,2021,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,40721.2308372838,,40721.2308372838,38821.3441367747,38821.3441367753
uk,all,voc,inventory,2021,2024,sec12,L_AgriOther,10,AgriOther,annual,,,,0,0
ie,all,voc,inventory,2021,2024,sec12,L_AgriOther,10,AgriOther,annual,4695.87581819708,,4695.87581819708,4516.08455433722,4516.08455433721
uk,all,voc,inventory,2021,2024,sec13,M_Other,11,Other,annual,92925.135292474,,92925.135292474,93960.7732198016,93960.7732197999
ie,all,voc,inventory,2021,2024,sec13,M_Other,11,Other,annual,,,,0,0
