Area,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,emis_t_tot_grouped,t1,tsum,tot_tres_ratio
uk,nox,grouped,2021,2024,sec01,A_PublicPower,1,PublicPower,annual,87015.9561934727,87015.9561934727,87015.9561934727,1
ie,nox,grouped,2021,2024,sec01,A_PublicPower,1,PublicPower,annual,8525.41918859393,8525.41918859393,8525.41918859393,1
sea,nox,grouped,2021,2024,sec01,A_PublicPower,1,PublicPower,annual,3.65693242992432e-05,3.65693242992432e-05,3.65693242992432e-05,1
ow,nox,grouped,2021,2024,sec01,A_PublicPower,1,PublicPower,annual,41379.0694674594,41379.0694674594,41379.0694674594,1
uk,nox,grouped,2021,2024,sec02,B_Industry,3,Industry,annual,85824.2879918602,85824.2879918602,85824.2879918602,1
ie,nox,grouped,2021,2024,sec02,B_Industry,3,Industry,annual,8821.41548026963,8821.41548026963,8821.41548026963,1
sea,nox,grouped,2021,2024,sec02,B_Industry,3,Industry,annual,0.719413837288458,0.719413837288458,0.719413837288458,1
ow,nox,grouped,2021,2024,sec02,B_Industry,3,Industry,annual,0,0,0,
uk,nox,grouped,2021,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,77170.4426942693,77170.4426942693,77170.4426942693,1
ie,nox,grouped,2021,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,7963.1384229923,7963.1384229923,7963.1384229923,1
sea,nox,grouped,2021,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,1.23084411341024,1.23084411341024,1.23084411341024,1
ow,nox,grouped,2021,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0,0,0,
uk,nox,grouped,2021,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
ie,nox,grouped,2021,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
sea,nox,grouped,2021,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
ow,nox,grouped,2021,2024,sec04,D_Fugitive,5,Fugitive,annual,29.082172,29.082172,29.082172,1
uk,nox,grouped,2021,2024,sec05,E_Solvents,6,Solvents,annual,61.2467457499414,61.2467457499414,61.2467457499414,1
ie,nox,grouped,2021,2024,sec05,E_Solvents,6,Solvents,annual,6.27861481966002,6.27861481966002,6.27861481966002,1
sea,nox,grouped,2021,2024,sec05,E_Solvents,6,Solvents,annual,3.78799377287884e-05,3.78799377287884e-05,3.78799377287884e-05,1
ow,nox,grouped,2021,2024,sec05,E_Solvents,6,Solvents,annual,0,0,0,
uk,nox,grouped,2021,2024,sec06,F_RoadTransport,7,RoadTransport,annual,200344.306794462,200344.306794462,200344.306794462,1
