Area,mask,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,emis_t_tot_masked,t1,tsum,tot_tres_ratio
uk,terrestrial,pmco,masked,2021,2024,sec01,A_PublicPower,1,PublicPower,annual,470.644559092238,470.644559092238,470.644559092238,1
uk,sea,pmco,masked,2021,2024,sec01,A_PublicPower,1,PublicPower,annual,0.000348607405678249,0.000348607405678249,0.000348607405678249,1
uk,outwith,pmco,masked,2021,2024,sec01,A_PublicPower,1,PublicPower,annual,24.3049034530069,24.3049034530069,24.3049034530069,1
ie,terrestrial,pmco,masked,2021,2024,sec01,A_PublicPower,1,PublicPower,annual,188.36291521844,188.36291521844,188.36291521844,1
ie,sea,pmco,masked,2021,2024,sec01,A_PublicPower,1,PublicPower,annual,0,0,0,
ie,outwith,pmco,masked,2021,2024,sec01,A_PublicPower,1,PublicPower,annual,0,0,0,
uk,terrestrial,pmco,masked,2021,2024,sec02,B_Industry,3,Industry,annual,35857.6615988123,35857.6615988123,35857.6615988123,1
uk,sea,pmco,masked,2021,2024,sec02,B_Industry,3,Industry,annual,9.15351599517268,9.15351599517268,9.15351599517268,1
uk,outwith,pmco,masked,2021,2024,sec02,B_Industry,3,Industry,annual,0,0,0,
ie,terrestrial,pmco,masked,2021,2024,sec02,B_Industry,3,Industry,annual,6869.21092648407,6869.21092648407,6869.21092648407,1
ie,sea,pmco,masked,2021,2024,sec02,B_Industry,3,Industry,annual,0.00337408219254729,0.00337408219254729,0.00337408219254729,1
ie,outwith,pmco,masked,2021,2024,sec02,B_Industry,3,Industry,annual,0.00202075173420648,0.00202075173420648,0.00202075173420648,1
uk,terrestrial,pmco,masked,2021,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,598.635297868114,598.635297868114,598.635297868114,1
uk,sea,pmco,masked,2021,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0.00153679420860698,0.00153679420860698,0.00153679420860698,1
uk,outwith,pmco,masked,2021,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0,0,0,
ie,terrestrial,pmco,masked,2021,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,44.2709363129491,44.2709363129491,44.2709363129491,1
ie,sea,pmco,masked,2021,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0.00355827126157054,0.00355827126157054,0.00355827126157054,1
ie,outwith,pmco,masked,2021,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0,0,0,
uk,terrestrial,pmco,masked,2021,2024,sec04,D_Fugitive,5,Fugitive,annual,43.0712974929877,43.0712974929877,43.0712974929877,1
uk,sea,pmco,masked,2021,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
uk,outwith,pmco,masked,2021,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
ie,terrestrial,pmco,masked,2021,2024,sec04,D_Fugitive,5,Fugitive,annual,14.2447746767627,14.2447746767627,14.2447746767627,1
ie,sea,pmco,masked,2021,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
ie,outwith,pmco,masked,2021,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
uk,terrestrial,pmco,masked,2021,2024,sec05,E_Solvents,6,Solvents,annual,731.51710066706,731.51710066706,731.51710066706,1
uk,sea,pmco,masked,2021,2024,sec05,E_Solvents,6,Solvents,annual,0.000428359301226072,0.000428359301226072,0.000428359301226072,1
uk,outwith,pmco,masked,2021,2024,sec05,E_Solvents,6,Solvents,annual,0,0,0,
ie,terrestrial,pmco,masked,2021,2024,sec05,E_Solvents,6,Solvents,annual,16.50027330818,16.50027330818,16.50027330818,1
ie,sea,pmco,masked,2021,2024,sec05,E_Solvents,6,Solvents,annual,0,0,0,
ie,outwith,pmco,masked,2021,2024,sec05,E_Solvents,6,Solvents,annual,0,0,0,
uk,terrestrial,pmco,masked,2021,2024,sec06,F_RoadTransport,7,RoadTransport,annual,22304.7828849802,22304.7828849802,22304.7828849802,1
uk,sea,pmco,masked,2021,2024,sec06,F_RoadTransport,7,RoadTransport,annual,0.000384952617478417,0.000384952617478417,0.000384952617478417,1
uk,outwith,pmco,masked,2021,2024,sec06,F_RoadTransport,7,RoadTransport,annual,0,0,0,
ie,terrestrial,pmco,masked,2021,2024,sec06,F_RoadTransport,7,RoadTransport,annual,803.035743365384,803.035743365384,803.035743365384,1
ie,sea,pmco,masked,2021,2024,sec06,F_RoadTransport,7,RoadTransport,annual,0,0,0,
ie,outwith,pmco,masked,2021,2024,sec06,F_RoadTransport,7,RoadTransport,annual,0,0,0,
uk,terrestrial,pmco,masked,2021,2024,sec07,G_Shipping,8,Shipping,annual,0,0,0,
uk,sea,pmco,masked,2021,2024,sec07,G_Shipping,8,Shipping,annual,0,0,0,
uk,outwith,pmco,masked,2021,2024,sec07,G_Shipping,8,Shipping,annual,0,0,0,
ie,terrestrial,pmco,masked,2021,2024,sec07,G_Shipping,8,Shipping,annual,3.90267907158826,3.90267907158826,3.90267907158826,1
ie,sea,pmco,masked,2021,2024,sec07,G_Shipping,8,Shipping,annual,8.9670990337278,8.9670990337278,8.9670990337278,1
ie,outwith,pmco,masked,2021,2024,sec07,G_Shipping,8,Shipping,annual,4.62821507445003,4.62821507445003,4.62821507445003,1
uk,terrestrial,pmco,masked,2021,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
uk,sea,pmco,masked,2021,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
uk,outwith,pmco,masked,2021,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
ie,terrestrial,pmco,masked,2021,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
ie,sea,pmco,masked,2021,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
ie,outwith,pmco,masked,2021,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
uk,terrestrial,pmco,masked,2021,2024,sec09,I_Offroad,8,Offroad,annual,107.85773659393,107.85773659393,107.85773659393,1
uk,sea,pmco,masked,2021,2024,sec09,I_Offroad,8,Offroad,annual,28.9919705216778,28.9919705216778,28.9919705216778,1
uk,outwith,pmco,masked,2021,2024,sec09,I_Offroad,8,Offroad,annual,168.325223158649,168.325223158649,168.325223158649,1
ie,terrestrial,pmco,masked,2021,2024,sec09,I_Offroad,8,Offroad,annual,1.76266585889315,1.76266585889315,1.76266585889315,1
ie,sea,pmco,masked,2021,2024,sec09,I_Offroad,8,Offroad,annual,0.106965735813236,0.106965735813236,0.106965735813236,1
ie,outwith,pmco,masked,2021,2024,sec09,I_Offroad,8,Offroad,annual,0.451585801743608,0.451585801743608,0.451585801743608,1
uk,terrestrial,pmco,masked,2021,2024,sec10,J_Waste,9,Waste,annual,377.395672941203,377.395672941203,377.395672941203,1
uk,sea,pmco,masked,2021,2024,sec10,J_Waste,9,Waste,annual,0.00405600097433541,0.00405600097433541,0.00405600097433541,1
uk,outwith,pmco,masked,2021,2024,sec10,J_Waste,9,Waste,annual,0,0,0,
ie,terrestrial,pmco,masked,2021,2024,sec10,J_Waste,9,Waste,annual,0.103581113639999,0.103581113639999,0.103581113639999,1
ie,sea,pmco,masked,2021,2024,sec10,J_Waste,9,Waste,annual,0,0,0,
ie,outwith,pmco,masked,2021,2024,sec10,J_Waste,9,Waste,annual,0,0,0,
uk,terrestrial,pmco,masked,2021,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,13173.2974952031,13173.2974952031,13173.2974952031,1
uk,sea,pmco,masked,2021,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,0.123173783875687,0.123173783875687,0.123173783875687,1
uk,outwith,pmco,masked,2021,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,0,0,0,
ie,terrestrial,pmco,masked,2021,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,1155.30476802254,1155.30476802254,1155.30476802254,1
ie,sea,pmco,masked,2021,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,0,0,0,
ie,outwith,pmco,masked,2021,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,0,0,0,
uk,terrestrial,pmco,masked,2021,2024,sec12,L_AgriOther,10,AgriOther,annual,0,0,0,
uk,sea,pmco,masked,2021,2024,sec12,L_AgriOther,10,AgriOther,annual,0,0,0,
uk,outwith,pmco,masked,2021,2024,sec12,L_AgriOther,10,AgriOther,annual,0,0,0,
ie,terrestrial,pmco,masked,2021,2024,sec12,L_AgriOther,10,AgriOther,annual,1063.1601173726,1063.1601173726,1063.1601173726,1
