Area,mask,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,emis_t_diffmap,emis_t_pt,emis_t_inv_spatial,emis_t_inv_table,emis_t_spatial_scaled
uk,all,co,inventory,2021,2024,sec01,A_PublicPower,1,PublicPower,annual,1034.52585832974,78464.1084000001,79498.6342583298,68089.7943529927,68089.7943529943
ie,all,co,inventory,2021,2024,sec01,A_PublicPower,1,PublicPower,annual,6101.01103292778,,6101.01103292778,12649.1845385745,12649.1845385745
uk,all,co,inventory,2021,2024,sec02,B_Industry,3,Industry,annual,41578.7474326799,239302.141950598,280880.889383278,279940.055438644,279940.055438644
ie,all,co,inventory,2021,2024,sec02,B_Industry,3,Industry,annual,8889.1732665101,,8889.1732665101,8985.79843702015,8985.79843702014
uk,all,co,inventory,2021,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,248731.579432397,1318.08769602615,250049.667128423,249620.711757551,249620.711757551
ie,all,co,inventory,2021,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,21182.4585234937,,21182.4585234937,81335.7748720524,81335.7748720507
uk,all,co,inventory,2021,2024,sec04,D_Fugitive,5,Fugitive,annual,56.4546034695741,,56.4546034695741,149.259627,149.259627
ie,all,co,inventory,2021,2024,sec04,D_Fugitive,5,Fugitive,annual,,,,0,0
uk,all,co,inventory,2021,2024,sec05,E_Solvents,6,Solvents,annual,1769.75964347338,,1769.75964347338,1869.83642538132,1869.83642538129
ie,all,co,inventory,2021,2024,sec05,E_Solvents,6,Solvents,annual,196.512973799559,,196.512973799559,192.18120980465,192.181209804651
uk,all,co,inventory,2021,2024,sec06,F_RoadTransport,7,RoadTransport,annual,207842.097289476,,207842.097289476,216051.032905598,216051.032905601
ie,all,co,inventory,2021,2024,sec06,F_RoadTransport,7,RoadTransport,annual,28065.5556553321,,28065.5556553321,15319.0336112621,15319.0336112623
uk,all,co,inventory,2021,2024,sec07,G_Shipping,8,Shipping,annual,,,,0,0
ie,all,co,inventory,2021,2024,sec07,G_Shipping,8,Shipping,annual,639.345700192911,,639.345700192911,433.874036855452,433.874036855458
uk,all,co,inventory,2021,2024,sec08,H_Aviation,8,Aviation,annual,,,,0,0
ie,all,co,inventory,2021,2024,sec08,H_Aviation,8,Aviation,annual,1437.77815610332,,1437.77815610332,373.43851244,373.43851244
uk,all,co,inventory,2021,2024,sec09,I_Offroad,8,Offroad,annual,467402.135201224,,467402.135201224,448971.881131728,448971.881131729
ie,all,co,inventory,2021,2024,sec09,I_Offroad,8,Offroad,annual,1599.01747498554,,1599.01747498554,1561.24085500499,1561.24085500477
uk,all,co,inventory,2021,2024,sec10,J_Waste,9,Waste,annual,20009.6389960723,77.3898392149227,20087.0288352873,26614.1071270484,26614.1071270485
ie,all,co,inventory,2021,2024,sec10,J_Waste,9,Waste,annual,89.8401293364996,,89.8401293364996,122.950306754402,122.9503067544
uk,all,co,inventory,2021,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,,,,0,0
ie,all,co,inventory,2021,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,,,,0,0
uk,all,co,inventory,2021,2024,sec12,L_AgriOther,10,AgriOther,annual,,,,0,0
ie,all,co,inventory,2021,2024,sec12,L_AgriOther,10,AgriOther,annual,,,,0,0
uk,all,co,inventory,2021,2024,sec13,M_Other,11,Other,annual,55764.0620110881,,55764.0620110881,49532.2860254512,49532.2860254511
ie,all,co,inventory,2021,2024,sec13,M_Other,11,Other,annual,,,,0,0
