Area,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,emis_t_tot_grouped,t1,tsum,tot_tres_ratio
uk,sox,grouped,2021,2024,sec01,A_PublicPower,1,PublicPower,annual,28985.1195849859,28985.1195849859,28985.1195849859,1
ie,sox,grouped,2021,2024,sec01,A_PublicPower,1,PublicPower,annual,3063.04065977412,3063.04065977412,3063.04065977412,1
sea,sox,grouped,2021,2024,sec01,A_PublicPower,1,PublicPower,annual,0,0,0,
ow,sox,grouped,2021,2024,sec01,A_PublicPower,1,PublicPower,annual,1540.72965805446,1540.72965805446,1540.72965805446,1
uk,sox,grouped,2021,2024,sec02,B_Industry,3,Industry,annual,44778.3617414429,44778.3617414429,44778.3617414429,1
ie,sox,grouped,2021,2024,sec02,B_Industry,3,Industry,annual,1985.50315352783,1985.50315352783,1985.50315352783,1
sea,sox,grouped,2021,2024,sec02,B_Industry,3,Industry,annual,0.0641610305163742,0.0641610305163742,0.0641610305163742,1
ow,sox,grouped,2021,2024,sec02,B_Industry,3,Industry,annual,0,0,0,
uk,sox,grouped,2021,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,33057.4889851834,33057.4889851834,33057.4889851834,1
ie,sox,grouped,2021,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,7668.77420907666,7668.77420907666,7668.77420907666,1
sea,sox,grouped,2021,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0.186017607526787,0.186017607526787,0.186017607526787,1
ow,sox,grouped,2021,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0,0,0,
uk,sox,grouped,2021,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
ie,sox,grouped,2021,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
sea,sox,grouped,2021,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
ow,sox,grouped,2021,2024,sec04,D_Fugitive,5,Fugitive,annual,0.15,0.15,0.15,1
uk,sox,grouped,2021,2024,sec05,E_Solvents,6,Solvents,annual,743.404024131574,743.404024131574,743.404024131574,1
ie,sox,grouped,2021,2024,sec05,E_Solvents,6,Solvents,annual,0.0528892328199996,0.0528892328199996,0.0528892328199996,1
sea,sox,grouped,2021,2024,sec05,E_Solvents,6,Solvents,annual,0.000459781142505974,0.000459781142505974,0.000459781142505974,1
ow,sox,grouped,2021,2024,sec05,E_Solvents,6,Solvents,annual,0,0,0,
uk,sox,grouped,2021,2024,sec06,F_RoadTransport,7,RoadTransport,annual,418.27641737198,418.27641737198,418.27641737198,1
ie,sox,grouped,2021,2024,sec06,F_RoadTransport,7,RoadTransport,annual,40.6750685782707,40.6750685782707,40.6750685782707,1
sea,sox,grouped,2021,2024,sec06,F_RoadTransport,7,RoadTransport,annual,5.49564344210277e-05,5.49564344210277e-05,5.49564344210277e-05,1
ow,sox,grouped,2021,2024,sec06,F_RoadTransport,7,RoadTransport,annual,0,0,0,
uk,sox,grouped,2021,2024,sec07,G_Shipping,8,Shipping,annual,0,0,0,
ie,sox,grouped,2021,2024,sec07,G_Shipping,8,Shipping,annual,31.4487907019398,31.4487907019398,31.4487907019398,1
sea,sox,grouped,2021,2024,sec07,G_Shipping,8,Shipping,annual,72.2592348773584,72.2592348773584,72.2592348773584,1
ow,sox,grouped,2021,2024,sec07,G_Shipping,8,Shipping,annual,37.2953686874524,37.2953686874524,37.2953686874524,1
uk,sox,grouped,2021,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
ie,sox,grouped,2021,2024,sec08,H_Aviation,8,Aviation,annual,34.5496017967588,34.5496017967588,34.5496017967588,1
sea,sox,grouped,2021,2024,sec08,H_Aviation,8,Aviation,annual,0.000167870241221685,0.000167870241221685,0.000167870241221685,1
ow,sox,grouped,2021,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
uk,sox,grouped,2021,2024,sec09,I_Offroad,8,Offroad,annual,4801.73860776899,4801.73860776899,4801.73860776899,1
ie,sox,grouped,2021,2024,sec09,I_Offroad,8,Offroad,annual,2.55846501884269,2.55846501884269,2.55846501884269,1
sea,sox,grouped,2021,2024,sec09,I_Offroad,8,Offroad,annual,3961.35723068929,3961.35723068929,3961.35723068929,1
ow,sox,grouped,2021,2024,sec09,I_Offroad,8,Offroad,annual,18146.2211581496,18146.2211581496,18146.2211581496,1
uk,sox,grouped,2021,2024,sec10,J_Waste,9,Waste,annual,816.112314406926,816.112314406926,816.112314406926,1
ie,sox,grouped,2021,2024,sec10,J_Waste,9,Waste,annual,1.5358698526,1.5358698526,1.5358698526,1
sea,sox,grouped,2021,2024,sec10,J_Waste,9,Waste,annual,0.0337670088941631,0.0337670088941631,0.0337670088941631,1
ow,sox,grouped,2021,2024,sec10,J_Waste,9,Waste,annual,0,0,0,
uk,sox,grouped,2021,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,0,0,0,
ie,sox,grouped,2021,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,0,0,0,
sea,sox,grouped,2021,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,0,0,0,
ow,sox,grouped,2021,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,0,0,0,
uk,sox,grouped,2021,2024,sec12,L_AgriOther,10,AgriOther,annual,0,0,0,
ie,sox,grouped,2021,2024,sec12,L_AgriOther,10,AgriOther,annual,0,0,0,
sea,sox,grouped,2021,2024,sec12,L_AgriOther,10,AgriOther,annual,0,0,0,
ow,sox,grouped,2021,2024,sec12,L_AgriOther,10,AgriOther,annual,0,0,0,
uk,sox,grouped,2021,2024,sec13,M_Other,11,Other,annual,0,0,0,
ie,sox,grouped,2021,2024,sec13,M_Other,11,Other,annual,0,0,0,
sea,sox,grouped,2021,2024,sec13,M_Other,11,Other,annual,0,0,0,
ow,sox,grouped,2021,2024,sec13,M_Other,11,Other,annual,0,0,0,
