Area,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,emis_t_tot_grouped,t1,tsum,tot_tres_ratio
uk,co,grouped,2021,2024,sec01,A_PublicPower,1,PublicPower,annual,48476.1601235805,48476.1601235805,48476.1601235805,1
ie,co,grouped,2021,2024,sec01,A_PublicPower,1,PublicPower,annual,12649.1845385745,12649.1845385745,12649.1845385745,1
sea,co,grouped,2021,2024,sec01,A_PublicPower,1,PublicPower,annual,0.0191738561672632,0.0191738561672632,0.0191738561672632,1
ow,co,grouped,2021,2024,sec01,A_PublicPower,1,PublicPower,annual,19613.6150555594,19613.6150555594,19613.6150555594,1
uk,co,grouped,2021,2024,sec02,B_Industry,3,Industry,annual,279939.590166787,279939.590166787,279939.590166787,1
ie,co,grouped,2021,2024,sec02,B_Industry,3,Industry,annual,8985.69712103249,8985.69712103249,8985.69712103249,1
sea,co,grouped,2021,2024,sec02,B_Industry,3,Industry,annual,0.566587844468667,0.566587844468667,0.566587844468667,1
ow,co,grouped,2021,2024,sec02,B_Industry,3,Industry,annual,0,0,0,
uk,co,grouped,2021,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,249620.410442663,249620.410442663,249620.410442663,1
ie,co,grouped,2021,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,81333.6941992628,81333.6941992628,81333.6941992628,1
sea,co,grouped,2021,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,2.38198767601884,2.38198767601884,2.38198767601884,1
ow,co,grouped,2021,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0,0,0,
uk,co,grouped,2021,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
ie,co,grouped,2021,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
sea,co,grouped,2021,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
ow,co,grouped,2021,2024,sec04,D_Fugitive,5,Fugitive,annual,149.259627,149.259627,149.259627,1
uk,co,grouped,2021,2024,sec05,E_Solvents,6,Solvents,annual,1869.83526892402,1869.83526892402,1869.83526892402,1
ie,co,grouped,2021,2024,sec05,E_Solvents,6,Solvents,annual,192.181209804651,192.181209804651,192.181209804651,1
sea,co,grouped,2021,2024,sec05,E_Solvents,6,Solvents,annual,0.00115645726687337,0.00115645726687337,0.00115645726687337,1
ow,co,grouped,2021,2024,sec05,E_Solvents,6,Solvents,annual,0,0,0,
uk,co,grouped,2021,2024,sec06,F_RoadTransport,7,RoadTransport,annual,216050.633558503,216050.633558503,216050.633558503,1
ie,co,grouped,2021,2024,sec06,F_RoadTransport,7,RoadTransport,annual,15319.0336112623,15319.0336112623,15319.0336112623,1
sea,co,grouped,2021,2024,sec06,F_RoadTransport,7,RoadTransport,annual,0.399347098187739,0.399347098187739,0.399347098187739,1
ow,co,grouped,2021,2024,sec06,F_RoadTransport,7,RoadTransport,annual,0,0,0,
uk,co,grouped,2021,2024,sec07,G_Shipping,8,Shipping,annual,0,0,0,
ie,co,grouped,2021,2024,sec07,G_Shipping,8,Shipping,annual,96.7693960364572,96.7693960364572,96.7693960364572,1
sea,co,grouped,2021,2024,sec07,G_Shipping,8,Shipping,annual,222.345046789978,222.345046789978,222.345046789978,1
ow,co,grouped,2021,2024,sec07,G_Shipping,8,Shipping,annual,114.759594029018,114.759594029018,114.759594029018,1
uk,co,grouped,2021,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
ie,co,grouped,2021,2024,sec08,H_Aviation,8,Aviation,annual,373.436737786273,373.436737786273,373.436737786273,1
sea,co,grouped,2021,2024,sec08,H_Aviation,8,Aviation,annual,0.00177465372711102,0.00177465372711102,0.00177465372711102,1
ow,co,grouped,2021,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
uk,co,grouped,2021,2024,sec09,I_Offroad,8,Offroad,annual,436369.314107326,436369.314107326,436369.314107326,1
ie,co,grouped,2021,2024,sec09,I_Offroad,8,Offroad,annual,1498.55375448921,1498.55375448921,1498.55375448921,1
sea,co,grouped,2021,2024,sec09,I_Offroad,8,Offroad,annual,2062.04420202236,2062.04420202236,2062.04420202236,1
ow,co,grouped,2021,2024,sec09,I_Offroad,8,Offroad,annual,10603.3761104732,10603.3761104732,10603.3761104732,1
uk,co,grouped,2021,2024,sec10,J_Waste,9,Waste,annual,26613.7509344037,26613.7509344037,26613.7509344037,1
ie,co,grouped,2021,2024,sec10,J_Waste,9,Waste,annual,122.95020683666,122.95020683666,122.95020683666,1
sea,co,grouped,2021,2024,sec10,J_Waste,9,Waste,annual,0.356192644735284,0.356192644735284,0.356192644735284,1
ow,co,grouped,2021,2024,sec10,J_Waste,9,Waste,annual,9.99177401871314e-05,9.99177401871314e-05,9.99177401871314e-05,1
uk,co,grouped,2021,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,0,0,0,
ie,co,grouped,2021,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,0,0,0,
sea,co,grouped,2021,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,0,0,0,
ow,co,grouped,2021,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,0,0,0,
uk,co,grouped,2021,2024,sec12,L_AgriOther,10,AgriOther,annual,0,0,0,
ie,co,grouped,2021,2024,sec12,L_AgriOther,10,AgriOther,annual,0,0,0,
sea,co,grouped,2021,2024,sec12,L_AgriOther,10,AgriOther,annual,0,0,0,
ow,co,grouped,2021,2024,sec12,L_AgriOther,10,AgriOther,annual,0,0,0,
uk,co,grouped,2021,2024,sec13,M_Other,11,Other,annual,49531.8422735125,49531.8422735125,49531.8422735125,1
ie,co,grouped,2021,2024,sec13,M_Other,11,Other,annual,0,0,0,
sea,co,grouped,2021,2024,sec13,M_Other,11,Other,annual,0.443751938582314,0.443751938582314,0.443751938582314,1
ow,co,grouped,2021,2024,sec13,M_Other,11,Other,annual,0,0,0,
