Area,mask,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,emis_t_diffmap,emis_t_pt,emis_t_inv_spatial,emis_t_inv_table,emis_t_spatial_scaled
uk,all,pm25,inventory,2021,2024,sec01,A_PublicPower,1,PublicPower,annual,621.523892684621,3308.82109959379,3930.34499227841,2366.9648168063,2366.96481680643
ie,all,pm25,inventory,2021,2024,sec01,A_PublicPower,1,PublicPower,annual,240.696674855659,,240.696674855659,535.163459385828,535.163459385828
uk,all,pm25,inventory,2021,2024,sec02,B_Industry,3,Industry,annual,9194.39764090239,6099.62537550896,15294.0230164113,15484.4764248828,15484.4764248828
ie,all,pm25,inventory,2021,2024,sec02,B_Industry,3,Industry,annual,1921.5939271654,,1921.5939271654,2392.76261028232,2392.76261028226
uk,all,pm25,inventory,2021,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,20580.0549246231,141.891067011493,20721.9459916345,21519.7079142972,21519.7079142968
ie,all,pm25,inventory,2021,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,6695.7070131136,,6695.7070131136,6684.51354882515,6684.5135488252
uk,all,pm25,inventory,2021,2024,sec04,D_Fugitive,5,Fugitive,annual,4.72382468730211,,4.72382468730211,7.66907500701226,7.66907500701226
ie,all,pm25,inventory,2021,2024,sec04,D_Fugitive,5,Fugitive,annual,12.8610413819551,,12.8610413819551,1.58275274186252,1.58275274186252
uk,all,pm25,inventory,2021,2024,sec05,E_Solvents,6,Solvents,annual,1651.26590680525,,1651.26590680525,1505.91880270262,1505.9188027026
ie,all,pm25,inventory,2021,2024,sec05,E_Solvents,6,Solvents,annual,121.167985194379,,121.167985194379,126.34054638254,126.34054638254
uk,all,pm25,inventory,2021,2024,sec06,F_RoadTransport,7,RoadTransport,annual,11589.4431675674,,11589.4431675674,17019.0068430549,17019.0068430554
ie,all,pm25,inventory,2021,2024,sec06,F_RoadTransport,7,RoadTransport,annual,1432.85420623711,,1432.85420623711,1209.92140260314,1209.92140260312
uk,all,pm25,inventory,2021,2024,sec07,G_Shipping,8,Shipping,annual,,,,0,0
ie,all,pm25,inventory,2021,2024,sec07,G_Shipping,8,Shipping,annual,120.957296894793,,120.957296894793,99.5817709445738,99.5817709445766
uk,all,pm25,inventory,2021,2024,sec08,H_Aviation,8,Aviation,annual,,,,0,0
ie,all,pm25,inventory,2021,2024,sec08,H_Aviation,8,Aviation,annual,7.47684564110996,,7.47684564110996,3.916832128,3.916832128
uk,all,pm25,inventory,2021,2024,sec09,I_Offroad,8,Offroad,annual,6329.05217737979,,6329.05217737979,6922.48183821435,6922.48183821423
ie,all,pm25,inventory,2021,2024,sec09,I_Offroad,8,Offroad,annual,148.685714073345,,148.685714073345,134.292472488702,134.29247248869
uk,all,pm25,inventory,2021,2024,sec10,J_Waste,9,Waste,annual,4727.22446584099,16.8271096127353,4744.05157545373,5240.13211531727,5240.13211531726
ie,all,pm25,inventory,2021,2024,sec10,J_Waste,9,Waste,annual,248.790694864201,,248.790694864201,217.87353577092,217.873535770921
uk,all,pm25,inventory,2021,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,2772.41112102375,,2772.41112102375,2796.08630378196,2796.08630378196
ie,all,pm25,inventory,2021,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,634.379510225732,,634.379510225732,786.608542933128,786.608542933123
uk,all,pm25,inventory,2021,2024,sec12,L_AgriOther,10,AgriOther,annual,,,,0,0
ie,all,pm25,inventory,2021,2024,sec12,L_AgriOther,10,AgriOther,annual,287.103626662048,,287.103626662048,51.98665,51.9866499999997
uk,all,pm25,inventory,2021,2024,sec13,M_Other,11,Other,annual,1703.36751432829,,1703.36751432829,2211.68472273547,2211.68472273552
ie,all,pm25,inventory,2021,2024,sec13,M_Other,11,Other,annual,,,,0,0
