Area,mask,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,emis_t_diffmap,emis_t_pt,emis_t_inv_spatial,emis_t_inv_table,emis_t_spatial_scaled
uk,all,pmco,inventory,2021,2024,sec01,A_PublicPower,1,PublicPower,annual,16.7844890903492,499.651514660938,516.436003751287,494.94981115267,494.949811152643
ie,all,pmco,inventory,2021,2024,sec01,A_PublicPower,1,PublicPower,annual,122.317906602984,,122.317906602984,188.36291521844,188.36291521844
uk,all,pmco,inventory,2021,2024,sec02,B_Industry,3,Industry,annual,34650.438734111,2851.47773807153,37501.9164721824,35866.8151148068,35866.8151148074
ie,all,pmco,inventory,2021,2024,sec02,B_Industry,3,Industry,annual,6905.55459202893,,6905.55459202893,6869.21632131798,6869.216321318
uk,all,pmco,inventory,2021,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,578.674782467697,171.433295354999,750.108077822696,598.636834662299,598.636834662323
ie,all,pmco,inventory,2021,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,146.369365970124,,146.369365970124,44.2744945842105,44.2744945842106
uk,all,pmco,inventory,2021,2024,sec04,D_Fugitive,5,Fugitive,annual,26.5822923369706,,26.5822923369706,43.0712974929877,43.0712974929877
ie,all,pmco,inventory,2021,2024,sec04,D_Fugitive,5,Fugitive,annual,115.749376773834,,115.749376773834,14.2447746767627,14.2447746767627
uk,all,pmco,inventory,2021,2024,sec05,E_Solvents,6,Solvents,annual,936.757731377156,,936.757731377156,731.51752902636,731.517529026361
ie,all,pmco,inventory,2021,2024,sec05,E_Solvents,6,Solvents,annual,13.3393741877499,,13.3393741877499,16.50027330818,16.50027330818
uk,all,pmco,inventory,2021,2024,sec06,F_RoadTransport,7,RoadTransport,annual,8700.75655089092,,8700.75655089092,22304.7832699329,22304.7832699328
ie,all,pmco,inventory,2021,2024,sec06,F_RoadTransport,7,RoadTransport,annual,740.229044531377,,740.229044531377,803.03574336538,803.035743365384
uk,all,pmco,inventory,2021,2024,sec07,G_Shipping,8,Shipping,annual,,,,0,0
ie,all,pmco,inventory,2021,2024,sec07,G_Shipping,8,Shipping,annual,8.63979818258935,,8.63979818258935,17.4979931797662,17.4979931797665
uk,all,pmco,inventory,2021,2024,sec08,H_Aviation,8,Aviation,annual,,,,0,0
ie,all,pmco,inventory,2021,2024,sec08,H_Aviation,8,Aviation,annual,,,,0,0
uk,all,pmco,inventory,2021,2024,sec09,I_Offroad,8,Offroad,annual,290.22847113769,,290.22847113769,305.17152963755,305.171529637557
ie,all,pmco,inventory,2021,2024,sec09,I_Offroad,8,Offroad,annual,3.62279275263977,,3.62279275263977,2.32121739645001,2.32121739645053
uk,all,pmco,inventory,2021,2024,sec10,J_Waste,9,Waste,annual,393.460321198013,0.00015820709823014,393.460479405111,377.39972894218,377.399728942178
ie,all,pmco,inventory,2021,2024,sec10,J_Waste,9,Waste,annual,0.10228126451193,,0.10228126451193,0.10358111363999,0.103581113639999
uk,all,pmco,inventory,2021,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,12835.8921931679,,12835.8921931679,13173.4206689869,13173.4206689869
ie,all,pmco,inventory,2021,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,999.425907509089,,999.425907509089,1155.30476802256,1155.30476802254
uk,all,pmco,inventory,2021,2024,sec12,L_AgriOther,10,AgriOther,annual,,,,0,0
ie,all,pmco,inventory,2021,2024,sec12,L_AgriOther,10,AgriOther,annual,6877.07000523955,,6877.07000523955,1063.16035,1063.16035000001
uk,all,pmco,inventory,2021,2024,sec13,M_Other,11,Other,annual,190.711090315535,,190.711090315535,243.06132089568,243.061320895679
ie,all,pmco,inventory,2021,2024,sec13,M_Other,11,Other,annual,,,,0,0
