Area,mask,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,emis_t_diffmap,emis_t_pt,emis_t_inv_spatial,emis_t_inv_table,emis_t_spatial_scaled
uk,all,sox,inventory,2021,2024,sec01,A_PublicPower,1,PublicPower,annual,0.00867915128765162,31729.6604738188,31729.6691529701,30525.8492430404,30525.8492430403
ie,all,sox,inventory,2021,2024,sec01,A_PublicPower,1,PublicPower,annual,2237.58610479941,,2237.58610479941,3063.04065977412,3063.04065977412
uk,all,sox,inventory,2021,2024,sec02,B_Industry,3,Industry,annual,22160.6950642615,23868.8157052186,46029.51076948,44778.4085307738,44778.4085307722
ie,all,sox,inventory,2021,2024,sec02,B_Industry,3,Industry,annual,1615.28537242062,,1615.28537242062,1985.52052522905,1985.52052522907
uk,all,sox,inventory,2021,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,38145.2262457539,290.564754781026,38435.7910005349,33057.507784431,33057.5077844313
ie,all,sox,inventory,2021,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,6769.21191364471,,6769.21191364471,7668.94142743623,7668.94142743625
uk,all,sox,inventory,2021,2024,sec04,D_Fugitive,5,Fugitive,annual,0.0579120542860494,,0.0579120542860494,0.15,0.15
ie,all,sox,inventory,2021,2024,sec04,D_Fugitive,5,Fugitive,annual,,,,0,0
uk,all,sox,inventory,2021,2024,sec05,E_Solvents,6,Solvents,annual,37.366661092018,,37.366661092018,743.404483912713,743.404483912716
ie,all,sox,inventory,2021,2024,sec05,E_Solvents,6,Solvents,annual,0.11474658106407,,0.11474658106407,0.05288923282,0.0528892328199996
uk,all,sox,inventory,2021,2024,sec06,F_RoadTransport,7,RoadTransport,annual,1188.59489118245,,1188.59489118245,418.276472328404,418.276472328415
ie,all,sox,inventory,2021,2024,sec06,F_RoadTransport,7,RoadTransport,annual,38.036991384582,,38.036991384582,40.6750685782711,40.6750685782707
uk,all,sox,inventory,2021,2024,sec07,G_Shipping,8,Shipping,annual,,,,0,0
ie,all,sox,inventory,2021,2024,sec07,G_Shipping,8,Shipping,annual,107.820449225822,,107.820449225822,141.003394266752,141.003394266753
uk,all,sox,inventory,2021,2024,sec08,H_Aviation,8,Aviation,annual,,,,0,0
ie,all,sox,inventory,2021,2024,sec08,H_Aviation,8,Aviation,annual,99.7754623514569,,99.7754623514569,34.549769667,34.549769667
uk,all,sox,inventory,2021,2024,sec09,I_Offroad,8,Offroad,annual,16993.7682560794,,16993.7682560794,26908.8319613491,26908.8319613503
ie,all,sox,inventory,2021,2024,sec09,I_Offroad,8,Offroad,annual,2.47785770125578,,2.47785770125578,2.66353144726056,2.66353144726061
uk,all,sox,inventory,2021,2024,sec10,J_Waste,9,Waste,annual,144.35000602223,57.7309993353254,202.081005357556,816.146081415787,816.14608141582
ie,all,sox,inventory,2021,2024,sec10,J_Waste,9,Waste,annual,1.23384301459737,,1.23384301459737,1.5358698526,1.5358698526
uk,all,sox,inventory,2021,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,,,,0,0
ie,all,sox,inventory,2021,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,,,,0,0
uk,all,sox,inventory,2021,2024,sec12,L_AgriOther,10,AgriOther,annual,,,,0,0
ie,all,sox,inventory,2021,2024,sec12,L_AgriOther,10,AgriOther,annual,,,,0,0
uk,all,sox,inventory,2021,2024,sec13,M_Other,11,Other,annual,,,,0,0
ie,all,sox,inventory,2021,2024,sec13,M_Other,11,Other,annual,,,,0,0
