Area,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,emis_t_tot_grouped,t1,tsum,tot_tres_ratio
uk,nh3,grouped,2021,2024,sec01,A_PublicPower,1,PublicPower,annual,362.98823639643,362.98823639643,362.98823639643,1
ie,nh3,grouped,2021,2024,sec01,A_PublicPower,1,PublicPower,annual,0,0,0,
sea,nh3,grouped,2021,2024,sec01,A_PublicPower,1,PublicPower,annual,0,0,0,
ow,nh3,grouped,2021,2024,sec01,A_PublicPower,1,PublicPower,annual,0,0,0,
uk,nh3,grouped,2021,2024,sec02,B_Industry,3,Industry,annual,3208.48026379612,3208.48026379612,3208.48026379612,1
ie,nh3,grouped,2021,2024,sec02,B_Industry,3,Industry,annual,113.99269188607,113.99269188607,113.99269188607,1
sea,nh3,grouped,2021,2024,sec02,B_Industry,3,Industry,annual,0.00389392879463336,0.00389392879463336,0.00389392879463336,1
ow,nh3,grouped,2021,2024,sec02,B_Industry,3,Industry,annual,0,0,0,
uk,nh3,grouped,2021,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,642.045674437082,642.045674437082,642.045674437082,1
ie,nh3,grouped,2021,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,102.603916730148,102.603916730148,102.603916730148,1
sea,nh3,grouped,2021,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0.00851718226858069,0.00851718226858069,0.00851718226858069,1
ow,nh3,grouped,2021,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0,0,0,
uk,nh3,grouped,2021,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
ie,nh3,grouped,2021,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
sea,nh3,grouped,2021,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
ow,nh3,grouped,2021,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
uk,nh3,grouped,2021,2024,sec05,E_Solvents,6,Solvents,annual,1347.05122269709,1347.05122269709,1347.05122269709,1
ie,nh3,grouped,2021,2024,sec05,E_Solvents,6,Solvents,annual,14.4651972134999,14.4651972134999,14.4651972134999,1
sea,nh3,grouped,2021,2024,sec05,E_Solvents,6,Solvents,annual,0.175226334062175,0.175226334062175,0.175226334062175,1
ow,nh3,grouped,2021,2024,sec05,E_Solvents,6,Solvents,annual,0,0,0,
uk,nh3,grouped,2021,2024,sec06,F_RoadTransport,7,RoadTransport,annual,4290.03593223424,4290.03593223424,4290.03593223424,1
ie,nh3,grouped,2021,2024,sec06,F_RoadTransport,7,RoadTransport,annual,453.517323312356,453.517323312356,453.517323312356,1
