Area,mask,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,emis_t_diffmap,emis_t_pt,emis_t_inv_spatial,emis_t_inv_table,emis_t_spatial_scaled
uk,all,nh3,inventory,2021,2024,sec01,A_PublicPower,1,PublicPower,annual,,155.98,155.98,362.98823639643,362.98823639643
ie,all,nh3,inventory,2021,2024,sec01,A_PublicPower,1,PublicPower,annual,,,,0,0
uk,all,nh3,inventory,2021,2024,sec02,B_Industry,3,Industry,annual,80.3635297492882,3113.89725637438,3194.26078612365,3208.48165108419,3208.48165108406
ie,all,nh3,inventory,2021,2024,sec02,B_Industry,3,Industry,annual,132.329824419772,,132.329824419772,113.995198526922,113.995198526923
uk,all,nh3,inventory,2021,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,614.300203425393,4.28723870468896,618.587442130083,642.046289058906,642.04628905891
ie,all,nh3,inventory,2021,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,78.7056407286231,,78.7056407286231,102.611819290587,102.611819290588
uk,all,nh3,inventory,2021,2024,sec04,D_Fugitive,5,Fugitive,annual,,,,0,0
ie,all,nh3,inventory,2021,2024,sec04,D_Fugitive,5,Fugitive,annual,,,,0,0
uk,all,nh3,inventory,2021,2024,sec05,E_Solvents,6,Solvents,annual,1336.58933326283,,1336.58933326283,1347.22644903112,1347.22644903115
ie,all,nh3,inventory,2021,2024,sec05,E_Solvents,6,Solvents,annual,14.7804249483049,,14.7804249483049,14.4651972135,14.4651972134999
uk,all,nh3,inventory,2021,2024,sec06,F_RoadTransport,7,RoadTransport,annual,4585.23889586327,,4585.23889586327,4290.03747369276,4290.03747369272
ie,all,nh3,inventory,2021,2024,sec06,F_RoadTransport,7,RoadTransport,annual,552.755764583273,,552.755764583273,453.517323312355,453.517323312356
uk,all,nh3,inventory,2021,2024,sec07,G_Shipping,8,Shipping,annual,,,,0,0
ie,all,nh3,inventory,2021,2024,sec07,G_Shipping,8,Shipping,annual,,,,0,0
uk,all,nh3,inventory,2021,2024,sec08,H_Aviation,8,Aviation,annual,,,,0,0
ie,all,nh3,inventory,2021,2024,sec08,H_Aviation,8,Aviation,annual,,,,0,0
uk,all,nh3,inventory,2021,2024,sec09,I_Offroad,8,Offroad,annual,78.6352513099634,,78.6352513099634,78.828567743878,78.8285677438816
ie,all,nh3,inventory,2021,2024,sec09,I_Offroad,8,Offroad,annual,1.48848268609901,,1.48848268609901,1.52358339836376,1.52358339836377
uk,all,nh3,inventory,2021,2024,sec10,J_Waste,9,Waste,annual,6163.84203754938,,6163.84203754938,7741.50224662293,7741.50224662304
ie,all,nh3,inventory,2021,2024,sec10,J_Waste,9,Waste,annual,37.8007934235529,,37.8007934235529,106.389359328867,106.38935932887
uk,all,nh3,inventory,2021,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,231119.43468951,,231119.43468951,231471.531679389,231471.531679384
ie,all,nh3,inventory,2021,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,59333.2788829757,,59333.2788829757,61445.0890472662,61445.0890472666
uk,all,nh3,inventory,2021,2024,sec12,L_AgriOther,10,AgriOther,annual,,,,0,0
ie,all,nh3,inventory,2021,2024,sec12,L_AgriOther,10,AgriOther,annual,65176.4421701571,,65176.4421701571,67871.3742341508,67871.374234151
uk,all,nh3,inventory,2021,2024,sec13,M_Other,11,Other,annual,21710.5093425846,,21710.5093425846,26499.4051854056,26499.4051854054
ie,all,nh3,inventory,2021,2024,sec13,M_Other,11,Other,annual,,,,0,0
