EMEP_iso,EMEP_code,Name,layer,Month,Pollutant,Year,GNFR,Sector,emis_kt
AL,1,Albania,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0
AT,2,Austria,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0.107076389437941
BE,3,Belgium,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0.020833208431125
BG,4,Bulgaria,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0.0223423414641502
DK,6,Denmark,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0.0226937356284273
FI,7,Finland,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0.0163565824110535
FR,8,France,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0.132076621987016
GR,11,Greece,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0.028366818010807
HU,12,Hungary,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0.021385244804108
IS,13,Iceland,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,1.90468941582367e-07
IE,14,Ireland,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0
IT,15,Italy,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0.0138885390609377
LU,16,Luxembourg,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0.00421026442352968
NL,17,Netherlands,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0.0068715641460858
NO,18,Norway,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0.179700242526114
PL,19,Poland,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0.313352632797971
PT,20,Portugal,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0.0366311038955803
RO,21,Romania,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0.122573755418392
ES,22,Spain,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0.222697987661729
SE,23,Sweden,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0.0566418566383412
CH,24,Switzerland,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0.00724682679415218
TR,25,Turkey,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,3.31416306028454
GB,27,United Kingdom,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0
BAS,30,Baltic Sea,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0.108554203097751
NOS,31,North Sea,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0.0882221435131321
ATL,32,Remaining North-East Atlantic Ocean,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0.134645312873355
MED,33,Mediterranean Sea,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,1.4964683258614
BLS,34,Black Sea,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0.402402464314597
BY,39,Belarus,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0.0949999600651954
UA,40,Ukraine,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0.629540113090329
MD,41,Republic of Moldova,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0.00643630146142095
EE,43,Estonia,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0.0348358583990484
LV,44,Latvia,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0.389332349225631
LT,45,Lithuania,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0.0737069890521011
CZ,46,Czech Republic,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0.109467551029304
SK,47,Slovakia,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0.0195931078681133
SI,48,Slovenia,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0.0212346769316455
HR,49,Croatia,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0.106806451429275
BA,50,Bosnia and Herzegovina,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0.553628822773695
MK,52,The former Yugoslav Republic of Macedonia,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0.0918485934734345
GE,54,Georgia,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0.000225296593044512
CY,55,Cyprus,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0
AM,56,Armenia,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0.00126739021179258
LI,59,Liechtenstein,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0.00020986626152353
DE,60,Germany,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0.41255589917278
RU,61,Russian Federation in the former official EMEP domain,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,3.7624130488682
NOA,63,North Africa,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,1.02131606177147
KG,68,Kyrgyzstan,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0.0967373980550037
AZ,69,Azerbaijan,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0.0260966430949022
RS,72,Serbia,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0.163145418683848
ME,73,Montenegro,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0
