Area,mask,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,emis_t_diffmap,emis_t_pt,emis_t_inv_spatial,emis_t_inv_table,emis_t_spatial_scaled
uk,all,voc,inventory,2022,2024,sec01,A_PublicPower,1,PublicPower,annual,588.980629605181,1181.61520795238,1770.59583755756,3641.86708316035,3641.8670831604
ie,all,voc,inventory,2022,2024,sec01,A_PublicPower,1,PublicPower,annual,287.192119037733,,287.192119037733,318.064098504807,318.064098504807
uk,all,voc,inventory,2022,2024,sec02,B_Industry,3,Industry,annual,38032.8171342447,121336.025188039,159368.842322282,154110.48363586,154110.483635856
ie,all,voc,inventory,2022,2024,sec02,B_Industry,3,Industry,annual,32305.9526782961,,32305.9526782961,34004.3240846439,34004.3240846436
uk,all,voc,inventory,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,26770.2320443879,668.45,27438.6820443878,27521.9144196466,27521.9144196467
ie,all,voc,inventory,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,8277.58514654097,,8277.58514654097,7994.7888868823,7994.78888688233
uk,all,voc,inventory,2022,2024,sec04,D_Fugitive,5,Fugitive,annual,43050.2730483116,45393.3907657332,88443.6638140442,66567.3382679083,66567.3382679093
ie,all,voc,inventory,2022,2024,sec04,D_Fugitive,5,Fugitive,annual,3758.11697596312,,3758.11697596312,3773.01512707288,3773.01512707288
uk,all,voc,inventory,2022,2024,sec05,E_Solvents,6,Solvents,annual,273551.401717376,14892.9516438307,288444.353361207,290212.662512647,290212.662512648
ie,all,voc,inventory,2022,2024,sec05,E_Solvents,6,Solvents,annual,18928.5019540916,,18928.5019540916,17086.8612861106,17086.8612861106
uk,all,voc,inventory,2022,2024,sec06,F_RoadTransport,7,RoadTransport,annual,30259.4736121383,,30259.4736121383,30265.6208921327,30265.6208921327
ie,all,voc,inventory,2022,2024,sec06,F_RoadTransport,7,RoadTransport,annual,3501.31952589507,,3501.31952589507,3823.68612208846,3823.68612208848
uk,all,voc,inventory,2022,2024,sec07,G_Shipping,8,Shipping,annual,,,,0,0
ie,all,voc,inventory,2022,2024,sec07,G_Shipping,8,Shipping,annual,241.914593789587,,241.914593789587,166.811050295858,166.811050295861
uk,all,voc,inventory,2022,2024,sec08,H_Aviation,8,Aviation,annual,,,,0,0
ie,all,voc,inventory,2022,2024,sec08,H_Aviation,8,Aviation,annual,169.47589953826,,169.47589953826,111.48710949805,111.48710949805
uk,all,voc,inventory,2022,2024,sec09,I_Offroad,8,Offroad,annual,32292.2539058132,,32292.2539058132,33196.541594005,33196.5415940048
ie,all,voc,inventory,2022,2024,sec09,I_Offroad,8,Offroad,annual,407.203144959228,,407.203144959228,413.172874436097,413.172874436103
uk,all,voc,inventory,2022,2024,sec10,J_Waste,9,Waste,annual,8681.14587723329,7.56599358186009,8688.71187081519,22362.0911600858,22362.0911600858
ie,all,voc,inventory,2022,2024,sec10,J_Waste,9,Waste,annual,501.413777623435,,501.413777623435,452.061827422513,452.06182742251
uk,all,voc,inventory,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,132438.125161698,,132438.125161698,131932.251363725,131932.251363722
ie,all,voc,inventory,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,40721.2308372838,,40721.2308372838,38438.164007926,38438.1640079261
uk,all,voc,inventory,2022,2024,sec12,L_AgriOther,10,AgriOther,annual,,,,0,0
ie,all,voc,inventory,2022,2024,sec12,L_AgriOther,10,AgriOther,annual,4695.87581819708,,4695.87581819708,4495.6372185032,4495.63721850322
uk,all,voc,inventory,2022,2024,sec13,M_Other,11,Other,annual,92925.135292474,,92925.135292474,93991.6344826489,93991.6344826481
ie,all,voc,inventory,2022,2024,sec13,M_Other,11,Other,annual,,,,0,0
