Area,mask,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,emis_t_tot_masked,t1,tsum,tot_tres_ratio
uk,terrestrial,co,masked,2022,2024,sec01,A_PublicPower,1,PublicPower,annual,40540.673471426,40540.673471426,40540.673471426,1
uk,sea,co,masked,2022,2024,sec01,A_PublicPower,1,PublicPower,annual,0.0189970576068943,0.0189970576068943,0.0189970576068943,1
uk,outwith,co,masked,2022,2024,sec01,A_PublicPower,1,PublicPower,annual,17216.72144319,17216.72144319,17216.72144319,1
ie,terrestrial,co,masked,2022,2024,sec01,A_PublicPower,1,PublicPower,annual,11632.404245428,11632.404245428,11632.404245428,1
ie,sea,co,masked,2022,2024,sec01,A_PublicPower,1,PublicPower,annual,0,0,0,
ie,outwith,co,masked,2022,2024,sec01,A_PublicPower,1,PublicPower,annual,0,0,0,
uk,terrestrial,co,masked,2022,2024,sec02,B_Industry,3,Industry,annual,225579.997715264,225579.997715264,225579.997715264,1
uk,sea,co,masked,2022,2024,sec02,B_Industry,3,Industry,annual,0.454035339568007,0.454035339568007,0.454035339568007,1
uk,outwith,co,masked,2022,2024,sec02,B_Industry,3,Industry,annual,0,0,0,
ie,terrestrial,co,masked,2022,2024,sec02,B_Industry,3,Industry,annual,8468.27233076237,8468.27233076237,8468.27233076237,1
ie,sea,co,masked,2022,2024,sec02,B_Industry,3,Industry,annual,0.095481893419374,0.095481893419374,0.095481893419374,1
ie,outwith,co,masked,2022,2024,sec02,B_Industry,3,Industry,annual,0,0,0,
uk,terrestrial,co,masked,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,250299.031780376,250299.031780376,250299.031780376,1
uk,sea,co,masked,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0.302217548754781,0.302217548754781,0.302217548754781,1
uk,outwith,co,masked,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0,0,0,
ie,terrestrial,co,masked,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,63824.779159426,63824.779159426,63824.779159426,1
ie,sea,co,masked,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,1.63276096703019,1.63276096703019,1.63276096703019,1
ie,outwith,co,masked,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0,0,0,
uk,terrestrial,co,masked,2022,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
uk,sea,co,masked,2022,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
uk,outwith,co,masked,2022,2024,sec04,D_Fugitive,5,Fugitive,annual,58.4899999999999,58.4899999999999,58.4899999999999,1
ie,terrestrial,co,masked,2022,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
ie,sea,co,masked,2022,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
ie,outwith,co,masked,2022,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
uk,terrestrial,co,masked,2022,2024,sec05,E_Solvents,6,Solvents,annual,1769.75860530882,1769.75860530882,1769.75860530882,1
