Area,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,emis_t_tot_grouped,t1,tsum,tot_tres_ratio
uk,co,grouped,2022,2024,sec01,A_PublicPower,1,PublicPower,annual,40540.673471426,40540.673471426,40540.673471426,1
ie,co,grouped,2022,2024,sec01,A_PublicPower,1,PublicPower,annual,11632.404245428,11632.404245428,11632.404245428,1
sea,co,grouped,2022,2024,sec01,A_PublicPower,1,PublicPower,annual,0.0189970576068943,0.0189970576068943,0.0189970576068943,1
ow,co,grouped,2022,2024,sec01,A_PublicPower,1,PublicPower,annual,17216.72144319,17216.72144319,17216.72144319,1
uk,co,grouped,2022,2024,sec02,B_Industry,3,Industry,annual,225579.997715264,225579.997715264,225579.997715264,1
ie,co,grouped,2022,2024,sec02,B_Industry,3,Industry,annual,8468.27233076237,8468.27233076237,8468.27233076237,1
sea,co,grouped,2022,2024,sec02,B_Industry,3,Industry,annual,0.549517232987381,0.549517232987381,0.549517232987381,1
ow,co,grouped,2022,2024,sec02,B_Industry,3,Industry,annual,0,0,0,
uk,co,grouped,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,250299.031780376,250299.031780376,250299.031780376,1
ie,co,grouped,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,63824.779159426,63824.779159426,63824.779159426,1
sea,co,grouped,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,1.93497851578498,1.93497851578498,1.93497851578498,1
ow,co,grouped,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0,0,0,
uk,co,grouped,2022,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
ie,co,grouped,2022,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
sea,co,grouped,2022,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
ow,co,grouped,2022,2024,sec04,D_Fugitive,5,Fugitive,annual,58.4899999999999,58.4899999999999,58.4899999999999,1
uk,co,grouped,2022,2024,sec05,E_Solvents,6,Solvents,annual,1769.75860530882,1769.75860530882,1769.75860530882,1
ie,co,grouped,2022,2024,sec05,E_Solvents,6,Solvents,annual,159.103794333049,159.103794333049,159.103794333049,1
sea,co,grouped,2022,2024,sec05,E_Solvents,6,Solvents,annual,0.00109456176901547,0.00109456176901547,0.00109456176901547,1
ow,co,grouped,2022,2024,sec05,E_Solvents,6,Solvents,annual,0,0,0,
uk,co,grouped,2022,2024,sec06,F_RoadTransport,7,RoadTransport,annual,207840.160277831,207840.160277831,207840.160277831,1
ie,co,grouped,2022,2024,sec06,F_RoadTransport,7,RoadTransport,annual,17325.0027156239,17325.0027156239,17325.0027156239,1
sea,co,grouped,2022,2024,sec06,F_RoadTransport,7,RoadTransport,annual,0.384170893307517,0.384170893307517,0.384170893307517,1
ow,co,grouped,2022,2024,sec06,F_RoadTransport,7,RoadTransport,annual,0,0,0,
uk,co,grouped,2022,2024,sec07,G_Shipping,8,Shipping,annual,0,0,0,
ie,co,grouped,2022,2024,sec07,G_Shipping,8,Shipping,annual,81.6380007067834,81.6380007067834,81.6380007067834,1
sea,co,grouped,2022,2024,sec07,G_Shipping,8,Shipping,annual,187.577951609323,187.577951609323,187.577951609323,1
ow,co,grouped,2022,2024,sec07,G_Shipping,8,Shipping,annual,96.8151523330956,96.8151523330956,96.8151523330956,1
uk,co,grouped,2022,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
ie,co,grouped,2022,2024,sec08,H_Aviation,8,Aviation,annual,971.309955088904,971.309955088904,971.309955088904,1
sea,co,grouped,2022,2024,sec08,H_Aviation,8,Aviation,annual,0.00461587909694386,0.00461587909694386,0.00461587909694386,1
ow,co,grouped,2022,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
uk,co,grouped,2022,2024,sec09,I_Offroad,8,Offroad,annual,453389.705972351,453389.705972351,453389.705972351,1
ie,co,grouped,2022,2024,sec09,I_Offroad,8,Offroad,annual,1927.62228574077,1927.62228574077,1927.62228574077,1
sea,co,grouped,2022,2024,sec09,I_Offroad,8,Offroad,annual,2145.44234851571,2145.44234851571,2145.44234851571,1
ow,co,grouped,2022,2024,sec09,I_Offroad,8,Offroad,annual,11029.4906724396,11029.4906724396,11029.4906724396,1
uk,co,grouped,2022,2024,sec10,J_Waste,9,Waste,annual,25874.2627452771,25874.2627452771,25874.2627452771,1
ie,co,grouped,2022,2024,sec10,J_Waste,9,Waste,annual,147.840969248913,147.840969248913,147.840969248913,1
sea,co,grouped,2022,2024,sec10,J_Waste,9,Waste,annual,0.346328024255842,0.346328024255842,0.346328024255842,1
ow,co,grouped,2022,2024,sec10,J_Waste,9,Waste,annual,0.000120145674696186,0.000120145674696186,0.000120145674696186,1
uk,co,grouped,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,0,0,0,
ie,co,grouped,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,0,0,0,
sea,co,grouped,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,0,0,0,
ow,co,grouped,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,0,0,0,
uk,co,grouped,2022,2024,sec12,L_AgriOther,10,AgriOther,annual,0,0,0,
ie,co,grouped,2022,2024,sec12,L_AgriOther,10,AgriOther,annual,0,0,0,
sea,co,grouped,2022,2024,sec12,L_AgriOther,10,AgriOther,annual,0,0,0,
ow,co,grouped,2022,2024,sec12,L_AgriOther,10,AgriOther,annual,0,0,0,
uk,co,grouped,2022,2024,sec13,M_Other,11,Other,annual,53114.5438633839,53114.5438633839,53114.5438633839,1
ie,co,grouped,2022,2024,sec13,M_Other,11,Other,annual,0,0,0,
sea,co,grouped,2022,2024,sec13,M_Other,11,Other,annual,0.475849084638156,0.475849084638156,0.475849084638156,1
ow,co,grouped,2022,2024,sec13,M_Other,11,Other,annual,0,0,0,
