Area,mask,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,emis_t_tot_masked,t1,tsum,tot_tres_ratio
uk,terrestrial,voc,masked,2022,2024,sec01,A_PublicPower,1,PublicPower,annual,3641.85514186023,3641.85514186023,3641.85514186023,1
uk,sea,voc,masked,2022,2024,sec01,A_PublicPower,1,PublicPower,annual,0.0119413001700837,0.0119413001700837,0.0119413001700837,1
uk,outwith,voc,masked,2022,2024,sec01,A_PublicPower,1,PublicPower,annual,0,0,0,
ie,terrestrial,voc,masked,2022,2024,sec01,A_PublicPower,1,PublicPower,annual,318.064098504807,318.064098504807,318.064098504807,1
ie,sea,voc,masked,2022,2024,sec01,A_PublicPower,1,PublicPower,annual,0,0,0,
ie,outwith,voc,masked,2022,2024,sec01,A_PublicPower,1,PublicPower,annual,0,0,0,
uk,terrestrial,voc,masked,2022,2024,sec02,B_Industry,3,Industry,annual,152990.673778724,152990.673778724,152990.673778724,1
uk,sea,voc,masked,2022,2024,sec02,B_Industry,3,Industry,annual,338.455516585621,338.455516585621,338.455516585621,1
uk,outwith,voc,masked,2022,2024,sec02,B_Industry,3,Industry,annual,781.354437681299,781.354437681299,781.354437681299,1
ie,terrestrial,voc,masked,2022,2024,sec02,B_Industry,3,Industry,annual,34004.1470100701,34004.1470100701,34004.1470100701,1
ie,sea,voc,masked,2022,2024,sec02,B_Industry,3,Industry,annual,0.177074573534882,0.177074573534882,0.177074573534882,1
ie,outwith,voc,masked,2022,2024,sec02,B_Industry,3,Industry,annual,0,0,0,
uk,terrestrial,voc,masked,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,27521.8580686411,27521.8580686411,27521.8580686411,1
uk,sea,voc,masked,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0.0563510056125656,0.0563510056125656,0.0563510056125656,1
uk,outwith,voc,masked,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0,0,0,
ie,terrestrial,voc,masked,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,7994.54254205155,7994.54254205155,7994.54254205155,1
ie,sea,voc,masked,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0.246344830776973,0.246344830776973,0.246344830776973,1
ie,outwith,voc,masked,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0,0,0,
uk,terrestrial,voc,masked,2022,2024,sec04,D_Fugitive,5,Fugitive,annual,43380.6155725542,43380.6155725542,43380.6155725542,1
uk,sea,voc,masked,2022,2024,sec04,D_Fugitive,5,Fugitive,annual,0.00218582443684965,0.00218582443684965,0.00218582443684965,1
uk,outwith,voc,masked,2022,2024,sec04,D_Fugitive,5,Fugitive,annual,23186.7205095304,23186.7205095304,23186.7205095304,1
ie,terrestrial,voc,masked,2022,2024,sec04,D_Fugitive,5,Fugitive,annual,3773.01512707288,3773.01512707288,3773.01512707288,1
ie,sea,voc,masked,2022,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
ie,outwith,voc,masked,2022,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
uk,terrestrial,voc,masked,2022,2024,sec05,E_Solvents,6,Solvents,annual,290210.857436047,290210.857436047,290210.857436047,1
uk,sea,voc,masked,2022,2024,sec05,E_Solvents,6,Solvents,annual,1.80507660106839,1.80507660106839,1.80507660106839,1
uk,outwith,voc,masked,2022,2024,sec05,E_Solvents,6,Solvents,annual,0,0,0,
ie,terrestrial,voc,masked,2022,2024,sec05,E_Solvents,6,Solvents,annual,17086.8129943692,17086.8129943692,17086.8129943692,1
ie,sea,voc,masked,2022,2024,sec05,E_Solvents,6,Solvents,annual,0.0482917413415679,0.0482917413415679,0.0482917413415679,1
ie,outwith,voc,masked,2022,2024,sec05,E_Solvents,6,Solvents,annual,0,0,0,
uk,terrestrial,voc,masked,2022,2024,sec06,F_RoadTransport,7,RoadTransport,annual,30265.5845821403,30265.5845821403,30265.5845821403,1
uk,sea,voc,masked,2022,2024,sec06,F_RoadTransport,7,RoadTransport,annual,0.0363099924109796,0.0363099924109796,0.0363099924109796,1
uk,outwith,voc,masked,2022,2024,sec06,F_RoadTransport,7,RoadTransport,annual,0,0,0,
ie,terrestrial,voc,masked,2022,2024,sec06,F_RoadTransport,7,RoadTransport,annual,3823.68612208848,3823.68612208848,3823.68612208848,1
ie,sea,voc,masked,2022,2024,sec06,F_RoadTransport,7,RoadTransport,annual,0,0,0,
ie,outwith,voc,masked,2022,2024,sec06,F_RoadTransport,7,RoadTransport,annual,0,0,0,
uk,terrestrial,voc,masked,2022,2024,sec07,G_Shipping,8,Shipping,annual,0,0,0,
uk,sea,voc,masked,2022,2024,sec07,G_Shipping,8,Shipping,annual,0,0,0,
uk,outwith,voc,masked,2022,2024,sec07,G_Shipping,8,Shipping,annual,0,0,0,
ie,terrestrial,voc,masked,2022,2024,sec07,G_Shipping,8,Shipping,annual,37.2048172270587,37.2048172270587,37.2048172270587,1
ie,sea,voc,masked,2022,2024,sec07,G_Shipping,8,Shipping,annual,85.4847441473022,85.4847441473022,85.4847441473022,1
ie,outwith,voc,masked,2022,2024,sec07,G_Shipping,8,Shipping,annual,44.121488921499,44.121488921499,44.121488921499,1
uk,terrestrial,voc,masked,2022,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
uk,sea,voc,masked,2022,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
uk,outwith,voc,masked,2022,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
ie,terrestrial,voc,masked,2022,2024,sec08,H_Aviation,8,Aviation,annual,111.486617371195,111.486617371195,111.486617371195,1
ie,sea,voc,masked,2022,2024,sec08,H_Aviation,8,Aviation,annual,0.000492126855245683,0.000492126855245683,0.000492126855245683,1
ie,outwith,voc,masked,2022,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
uk,terrestrial,voc,masked,2022,2024,sec09,I_Offroad,8,Offroad,annual,25692.4996366663,25692.4996366663,25692.4996366663,1
uk,sea,voc,masked,2022,2024,sec09,I_Offroad,8,Offroad,annual,1048.03144650423,1048.03144650423,1048.03144650423,1
uk,outwith,voc,masked,2022,2024,sec09,I_Offroad,8,Offroad,annual,6456.10412901157,6456.10412901157,6456.10412901157,1
ie,terrestrial,voc,masked,2022,2024,sec09,I_Offroad,8,Offroad,annual,388.519911901978,388.519911901978,388.519911901978,1
ie,sea,voc,masked,2022,2024,sec09,I_Offroad,8,Offroad,annual,4.72117983567884,4.72117983567884,4.72117983567884,1
ie,outwith,voc,masked,2022,2024,sec09,I_Offroad,8,Offroad,annual,19.9317826984433,19.9317826984433,19.9317826984433,1
uk,terrestrial,voc,masked,2022,2024,sec10,J_Waste,9,Waste,annual,22361.7377896019,22361.7377896019,22361.7377896019,1
uk,sea,voc,masked,2022,2024,sec10,J_Waste,9,Waste,annual,0.353370483910348,0.353370483910348,0.353370483910348,1
uk,outwith,voc,masked,2022,2024,sec10,J_Waste,9,Waste,annual,0,0,0,
ie,terrestrial,voc,masked,2022,2024,sec10,J_Waste,9,Waste,annual,452.061782248846,452.061782248846,452.061782248846,1
ie,sea,voc,masked,2022,2024,sec10,J_Waste,9,Waste,annual,0,0,0,
ie,outwith,voc,masked,2022,2024,sec10,J_Waste,9,Waste,annual,4.51736641851328e-05,4.51736641851328e-05,4.51736641851328e-05,1
uk,terrestrial,voc,masked,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,131930.11312203,131930.11312203,131930.11312203,1
uk,sea,voc,masked,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,2.13824169286172,2.13824169286172,2.13824169286172,1
uk,outwith,voc,masked,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,0,0,0,
ie,terrestrial,voc,masked,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,38438.1640079261,38438.1640079261,38438.1640079261,1
ie,sea,voc,masked,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,0,0,0,
ie,outwith,voc,masked,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,0,0,0,
uk,terrestrial,voc,masked,2022,2024,sec12,L_AgriOther,10,AgriOther,annual,0,0,0,
uk,sea,voc,masked,2022,2024,sec12,L_AgriOther,10,AgriOther,annual,0,0,0,
uk,outwith,voc,masked,2022,2024,sec12,L_AgriOther,10,AgriOther,annual,0,0,0,
ie,terrestrial,voc,masked,2022,2024,sec12,L_AgriOther,10,AgriOther,annual,4495.63721850322,4495.63721850322,4495.63721850322,1
ie,sea,voc,masked,2022,2024,sec12,L_AgriOther,10,AgriOther,annual,0,0,0,
ie,outwith,voc,masked,2022,2024,sec12,L_AgriOther,10,AgriOther,annual,0,0,0,
uk,terrestrial,voc,masked,2022,2024,sec13,M_Other,11,Other,annual,93989.2819459722,93989.2819459722,93989.2819459722,1
uk,sea,voc,masked,2022,2024,sec13,M_Other,11,Other,annual,2.35253667581437,2.35253667581437,2.35253667581437,1
uk,outwith,voc,masked,2022,2024,sec13,M_Other,11,Other,annual,0,0,0,
ie,terrestrial,voc,masked,2022,2024,sec13,M_Other,11,Other,annual,0,0,0,
ie,sea,voc,masked,2022,2024,sec13,M_Other,11,Other,annual,0,0,0,
ie,outwith,voc,masked,2022,2024,sec13,M_Other,11,Other,annual,0,0,0,
