Area,iso_code,Pollutant,data_source,emis_y,inv_y,agg,time_res,sec_num,sec_name,emis_t_tot_ncoutput,t1,tsum,tot_tres_ratio
GB,27,pm25,NetCDF_output,2022,2024,allISO,annual,sec01,A_PublicPower,1400.22130332656,1400.22130332656,1400.22130332656,1
GB,27,pm25,NetCDF_output,2022,2024,allISO,annual,sec02,B_Industry,15587.4121549618,15587.4121549618,15587.4121549618,1
GB,27,pm25,NetCDF_output,2022,2024,allISO,annual,sec03,C_OtherStationaryComb,20666.9076847143,20666.9076847143,20666.9076847143,1
GB,27,pm25,NetCDF_output,2022,2024,allISO,annual,sec04,D_Fugitive,4.72382507799193,4.72382507799193,4.72382507799193,1
GB,27,pm25,NetCDF_output,2022,2024,allISO,annual,sec05,E_Solvents,1761.68164305475,1761.68164305475,1761.68164305475,1
GB,27,pm25,NetCDF_output,2022,2024,allISO,annual,sec06,F_RoadTransport,17872.5115022476,17872.5115022476,17872.5115022476,1
GB,27,pm25,NetCDF_output,2022,2024,allISO,annual,sec07,G_Shipping,0,0,0,
GB,27,pm25,NetCDF_output,2022,2024,allISO,annual,sec08,H_Aviation,0,0,0,
GB,27,pm25,NetCDF_output,2022,2024,allISO,annual,sec09,I_Offroad,3192.27955672375,3192.27955672375,3192.27955672375,1
GB,27,pm25,NetCDF_output,2022,2024,allISO,annual,sec10,J_Waste,4822.62752139514,4822.62752139514,4822.62752139514,1
GB,27,pm25,NetCDF_output,2022,2024,allISO,annual,sec11,K_AgriLivestock,2745.03439814116,2745.03439814116,2745.03439814116,1
GB,27,pm25,NetCDF_output,2022,2024,allISO,annual,sec12,L_AgriOther,0,0,0,
GB,27,pm25,NetCDF_output,2022,2024,allISO,annual,sec13,M_Other,2240.92841534444,2240.92841534444,2240.92841534444,1
IE,14,pm25,NetCDF_output,2022,2024,allISO,annual,sec01,A_PublicPower,435.587148840772,435.587148840772,435.587148840772,1
IE,14,pm25,NetCDF_output,2022,2024,allISO,annual,sec02,B_Industry,2345.84873701673,2345.84873701673,2345.84873701673,1
IE,14,pm25,NetCDF_output,2022,2024,allISO,annual,sec03,C_OtherStationaryComb,5269.50516126967,5269.50516126967,5269.50516126967,1
IE,14,pm25,NetCDF_output,2022,2024,allISO,annual,sec04,D_Fugitive,1.53376147709787,1.53376147709787,1.53376147709787,1
IE,14,pm25,NetCDF_output,2022,2024,allISO,annual,sec05,E_Solvents,126.741923478179,126.741923478179,126.741923478179,1
IE,14,pm25,NetCDF_output,2022,2024,allISO,annual,sec06,F_RoadTransport,1262.51182626259,1262.51182626259,1262.51182626259,1
IE,14,pm25,NetCDF_output,2022,2024,allISO,annual,sec07,G_Shipping,18.4501378330485,18.4501378330485,18.4501378330485,1
IE,14,pm25,NetCDF_output,2022,2024,allISO,annual,sec08,H_Aviation,9.36972540129747,9.36972540129747,9.36972540129747,1
IE,14,pm25,NetCDF_output,2022,2024,allISO,annual,sec09,I_Offroad,142.782465269455,142.782465269455,142.782465269455,1
IE,14,pm25,NetCDF_output,2022,2024,allISO,annual,sec10,J_Waste,242.229470717794,242.229470717794,242.229470717794,1
IE,14,pm25,NetCDF_output,2022,2024,allISO,annual,sec11,K_AgriLivestock,788.734909747807,788.734909747807,788.734909747807,1
IE,14,pm25,NetCDF_output,2022,2024,allISO,annual,sec12,L_AgriOther,54.3051958395311,54.3051958395311,54.3051958395311,1
IE,14,pm25,NetCDF_output,2022,2024,allISO,annual,sec13,M_Other,0,0,0,
SEA,171,pm25,NetCDF_output,2022,2024,allISO,annual,sec01,A_PublicPower,0.00851509453787003,0.00851509453787003,0.00851509453787003,1
SEA,171,pm25,NetCDF_output,2022,2024,allISO,annual,sec02,B_Industry,1.83776301255097,1.83776301255097,1.83776301255097,1
SEA,171,pm25,NetCDF_output,2022,2024,allISO,annual,sec03,C_OtherStationaryComb,0.142903504535298,0.142903504535298,0.142903504535298,1
SEA,171,pm25,NetCDF_output,2022,2024,allISO,annual,sec04,D_Fugitive,0,0,0,
SEA,171,pm25,NetCDF_output,2022,2024,allISO,annual,sec05,E_Solvents,0.00107179050246486,0.00107179050246486,0.00107179050246486,1
SEA,171,pm25,NetCDF_output,2022,2024,allISO,annual,sec06,F_RoadTransport,0.00392999974019403,0.00392999974019403,0.00392999974019403,1
SEA,171,pm25,NetCDF_output,2022,2024,allISO,annual,sec07,G_Shipping,42.3925026733423,42.3925026733423,42.3925026733423,1
SEA,171,pm25,NetCDF_output,2022,2024,allISO,annual,sec08,H_Aviation,4.7743040789079e-05,4.7743040789079e-05,4.7743040789079e-05,1
SEA,171,pm25,NetCDF_output,2022,2024,allISO,annual,sec09,I_Offroad,528.432010196381,528.432010196381,528.432010196381,1
SEA,171,pm25,NetCDF_output,2022,2024,allISO,annual,sec10,J_Waste,0.0378057155101033,0.0378057155101033,0.0378057155101033,1
SEA,171,pm25,NetCDF_output,2022,2024,allISO,annual,sec11,K_AgriLivestock,0.0490846003798424,0.0490846003798424,0.0490846003798424,1
SEA,171,pm25,NetCDF_output,2022,2024,allISO,annual,sec12,L_AgriOther,5.41643986480267e-05,5.41643986480267e-05,5.41643986480267e-05,1
SEA,171,pm25,NetCDF_output,2022,2024,allISO,annual,sec13,M_Other,0.00104504643968539,0.00104504643968539,0.00104504643968539,1
