Area,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,emis_t_tot_grouped,t1,tsum,tot_tres_ratio
ow,sox,grouped,2022,2024,sec09,I_Offroad,8,Offroad,annual,18405.581281898,18405.581281898,18405.581281898,1
uk,sox,grouped,2022,2024,sec10,J_Waste,9,Waste,annual,773.330467232206,773.330467232206,773.330467232206,1
ie,sox,grouped,2022,2024,sec10,J_Waste,9,Waste,annual,1.642474944,1.642474944,1.642474944,1
sea,sox,grouped,2022,2024,sec10,J_Waste,9,Waste,annual,0.0319963968616289,0.0319963968616289,0.0319963968616289,1
ow,sox,grouped,2022,2024,sec10,J_Waste,9,Waste,annual,0,0,0,
uk,sox,grouped,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,0,0,0,
ie,sox,grouped,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,0,0,0,
sea,sox,grouped,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,0,0,0,
ow,sox,grouped,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,0,0,0,
uk,sox,grouped,2022,2024,sec12,L_AgriOther,10,AgriOther,annual,0,0,0,
ie,sox,grouped,2022,2024,sec12,L_AgriOther,10,AgriOther,annual,0,0,0,
sea,sox,grouped,2022,2024,sec12,L_AgriOther,10,AgriOther,annual,0,0,0,
ow,sox,grouped,2022,2024,sec12,L_AgriOther,10,AgriOther,annual,0,0,0,
uk,sox,grouped,2022,2024,sec13,M_Other,11,Other,annual,0,0,0,
ie,sox,grouped,2022,2024,sec13,M_Other,11,Other,annual,0,0,0,
sea,sox,grouped,2022,2024,sec13,M_Other,11,Other,annual,0,0,0,
ow,sox,grouped,2022,2024,sec13,M_Other,11,Other,annual,0,0,0,
