Area,iso_code,Pollutant,data_source,emis_y,inv_y,agg,time_res,layer_name,sec_num,sec_name,emis_t_tot_ncinput,emis_t_tot_array,t1,tsum,tot_tres_ratio
GB,27,sox,NetCDF_input,2022,2024,allISO,annual,uk_sox_sec01_annual,sec01,A_PublicPower,26166.9885271041,26166.9885271041,26166.9885271041,26166.9885271041,1
GB,27,sox,NetCDF_input,2022,2024,allISO,annual,uk_sox_sec02_annual,sec02,B_Industry,44512.5684506897,44512.5684506923,44512.5684506897,44512.5684506897,1
GB,27,sox,NetCDF_input,2022,2024,allISO,annual,uk_sox_sec03_annual,sec03,C_OtherStationaryComb,38421.2807462396,38421.2807462402,38421.2807462396,38421.2807462396,1
GB,27,sox,NetCDF_input,2022,2024,allISO,annual,uk_sox_sec04_annual,sec04,D_Fugitive,0,0,0,0,
GB,27,sox,NetCDF_input,2022,2024,allISO,annual,uk_sox_sec05_annual,sec05,E_Solvents,813.554229916315,813.554229916304,813.554229916315,813.554229916315,1
GB,27,sox,NetCDF_input,2022,2024,allISO,annual,uk_sox_sec06_annual,sec06,F_RoadTransport,412.689005104414,412.689005104408,412.689005104414,412.689005104414,1
GB,27,sox,NetCDF_input,2022,2024,allISO,annual,uk_sox_sec07_annual,sec07,G_Shipping,0,0,0,0,
GB,27,sox,NetCDF_input,2022,2024,allISO,annual,uk_sox_sec08_annual,sec08,H_Aviation,0,0,0,0,
GB,27,sox,NetCDF_input,2022,2024,allISO,annual,uk_sox_sec09_annual,sec09,I_Offroad,4870.36288038166,4870.3628803815,4870.36288038166,4870.36288038166,1
GB,27,sox,NetCDF_input,2022,2024,allISO,annual,uk_sox_sec10_annual,sec10,J_Waste,773.330467232182,773.330467232197,773.330467232182,773.330467232182,1
GB,27,sox,NetCDF_input,2022,2024,allISO,annual,uk_sox_sec11_annual,sec11,K_AgriLivestock,0,0,0,0,
GB,27,sox,NetCDF_input,2022,2024,allISO,annual,uk_sox_sec12_annual,sec12,L_AgriOther,0,0,0,0,
GB,27,sox,NetCDF_input,2022,2024,allISO,annual,uk_sox_sec13_annual,sec13,M_Other,0,0,0,0,
IE,14,sox,NetCDF_input,2022,2024,allISO,annual,ie_sox_sec01_annual,sec01,A_PublicPower,1855.66713665774,1855.66713665774,1855.66713665774,1855.66713665774,1
IE,14,sox,NetCDF_input,2022,2024,allISO,annual,ie_sox_sec02_annual,sec02,B_Industry,1772.08749287731,1772.08749287731,1772.08749287731,1772.08749287731,1
IE,14,sox,NetCDF_input,2022,2024,allISO,annual,ie_sox_sec03_annual,sec03,C_OtherStationaryComb,5578.69161460411,5578.69161460414,5578.69161460411,5578.69161460411,1
IE,14,sox,NetCDF_input,2022,2024,allISO,annual,ie_sox_sec04_annual,sec04,D_Fugitive,0,0,0,0,
IE,14,sox,NetCDF_input,2022,2024,allISO,annual,ie_sox_sec05_annual,sec05,E_Solvents,0.130820985139999,0.13082098514,0.130820985139999,0.130820985139999,1
IE,14,sox,NetCDF_input,2022,2024,allISO,annual,ie_sox_sec06_annual,sec06,F_RoadTransport,43.292533812608,43.2925338126076,43.292533812608,43.292533812608,1
IE,14,sox,NetCDF_input,2022,2024,allISO,annual,ie_sox_sec07_annual,sec07,G_Shipping,26.5312847109756,26.5312847109756,26.5312847109756,26.5312847109756,1
IE,14,sox,NetCDF_input,2022,2024,allISO,annual,ie_sox_sec08_annual,sec08,H_Aviation,81.7651108741742,81.7651108741741,81.7651108741742,81.7651108741742,1
IE,14,sox,NetCDF_input,2022,2024,allISO,annual,ie_sox_sec09_annual,sec09,I_Offroad,3.27428911400817,3.27428911400819,3.27428911400817,3.27428911400817,1
IE,14,sox,NetCDF_input,2022,2024,allISO,annual,ie_sox_sec10_annual,sec10,J_Waste,1.642474944,1.642474944,1.642474944,1.642474944,1
IE,14,sox,NetCDF_input,2022,2024,allISO,annual,ie_sox_sec11_annual,sec11,K_AgriLivestock,0,0,0,0,
IE,14,sox,NetCDF_input,2022,2024,allISO,annual,ie_sox_sec12_annual,sec12,L_AgriOther,0,0,0,0,
IE,14,sox,NetCDF_input,2022,2024,allISO,annual,ie_sox_sec13_annual,sec13,M_Other,0,0,0,0,
SEA,171,sox,NetCDF_input,2022,2024,allISO,annual,sea_sox_sec01_annual,sec01,A_PublicPower,0,0,0,0,
SEA,171,sox,NetCDF_input,2022,2024,allISO,annual,sea_sox_sec02_annual,sec02,B_Industry,0.0608747295610139,0.0608747295610139,0.0608747295610139,0.0608747295610139,1
