Area,mask,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,emis_t_tot_masked,t1,tsum,tot_tres_ratio
uk,terrestrial,pmco,masked,2022,2024,sec01,A_PublicPower,1,PublicPower,annual,351.194294976596,351.194294976596,351.194294976596,1
uk,sea,pmco,masked,2022,2024,sec01,A_PublicPower,1,PublicPower,annual,0.000346784755347516,0.000346784755347516,0.000346784755347516,1
uk,outwith,pmco,masked,2022,2024,sec01,A_PublicPower,1,PublicPower,annual,26.8091692319917,26.8091692319917,26.8091692319917,1
ie,terrestrial,pmco,masked,2022,2024,sec01,A_PublicPower,1,PublicPower,annual,149.07689836514,149.07689836514,149.07689836514,1
ie,sea,pmco,masked,2022,2024,sec01,A_PublicPower,1,PublicPower,annual,0,0,0,
ie,outwith,pmco,masked,2022,2024,sec01,A_PublicPower,1,PublicPower,annual,0,0,0,
uk,terrestrial,pmco,masked,2022,2024,sec02,B_Industry,3,Industry,annual,37518.9486855997,37518.9486855997,37518.9486855997,1
uk,sea,pmco,masked,2022,2024,sec02,B_Industry,3,Industry,annual,9.65220479707234,9.65220479707234,9.65220479707234,1
uk,outwith,pmco,masked,2022,2024,sec02,B_Industry,3,Industry,annual,0,0,0,
ie,terrestrial,pmco,masked,2022,2024,sec02,B_Industry,3,Industry,annual,6891.2244595116,6891.2244595116,6891.2244595116,1
ie,sea,pmco,masked,2022,2024,sec02,B_Industry,3,Industry,annual,0.00338489500213755,0.00338489500213755,0.00338489500213755,1
ie,outwith,pmco,masked,2022,2024,sec02,B_Industry,3,Industry,annual,0.00202722757044408,0.00202722757044408,0.00202722757044408,1
uk,terrestrial,pmco,masked,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,585.290733318399,585.290733318399,585.290733318399,1
uk,sea,pmco,masked,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0.00121573149533713,0.00121573149533713,0.00121573149533713,1
uk,outwith,pmco,masked,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0,0,0,
ie,terrestrial,pmco,masked,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,42.9314706853501,42.9314706853501,42.9314706853501,1
ie,sea,pmco,masked,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0.00345061187043285,0.00345061187043285,0.00345061187043285,1
ie,outwith,pmco,masked,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0,0,0,
uk,terrestrial,pmco,masked,2022,2024,sec04,D_Fugitive,5,Fugitive,annual,26.5822924957192,26.5822924957192,26.5822924957192,1
uk,sea,pmco,masked,2022,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
uk,outwith,pmco,masked,2022,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
ie,terrestrial,pmco,masked,2022,2024,sec04,D_Fugitive,5,Fugitive,annual,13.8038531126068,13.8038531126068,13.8038531126068,1
ie,sea,pmco,masked,2022,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
ie,outwith,pmco,masked,2022,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
uk,terrestrial,pmco,masked,2022,2024,sec05,E_Solvents,6,Solvents,annual,1032.26282266611,1032.26282266611,1032.26282266611,1
uk,sea,pmco,masked,2022,2024,sec05,E_Solvents,6,Solvents,annual,0.000604468960459963,0.000604468960459963,0.000604468960459963,1
uk,outwith,pmco,masked,2022,2024,sec05,E_Solvents,6,Solvents,annual,0,0,0,
ie,terrestrial,pmco,masked,2022,2024,sec05,E_Solvents,6,Solvents,annual,25.4184075718597,25.4184075718597,25.4184075718597,1
ie,sea,pmco,masked,2022,2024,sec05,E_Solvents,6,Solvents,annual,0,0,0,
ie,outwith,pmco,masked,2022,2024,sec05,E_Solvents,6,Solvents,annual,0,0,0,
uk,terrestrial,pmco,masked,2022,2024,sec06,F_RoadTransport,7,RoadTransport,annual,24076.0830699531,24076.0830699531,24076.0830699531,1
uk,sea,pmco,masked,2022,2024,sec06,F_RoadTransport,7,RoadTransport,annual,0.000415523040246538,0.000415523040246538,0.000415523040246538,1
uk,outwith,pmco,masked,2022,2024,sec06,F_RoadTransport,7,RoadTransport,annual,0,0,0,
ie,terrestrial,pmco,masked,2022,2024,sec06,F_RoadTransport,7,RoadTransport,annual,867.778885705757,867.778885705757,867.778885705757,1
ie,sea,pmco,masked,2022,2024,sec06,F_RoadTransport,7,RoadTransport,annual,0,0,0,
ie,outwith,pmco,masked,2022,2024,sec06,F_RoadTransport,7,RoadTransport,annual,0,0,0,
uk,terrestrial,pmco,masked,2022,2024,sec07,G_Shipping,8,Shipping,annual,0,0,0,
uk,sea,pmco,masked,2022,2024,sec07,G_Shipping,8,Shipping,annual,0,0,0,
uk,outwith,pmco,masked,2022,2024,sec07,G_Shipping,8,Shipping,annual,0,0,0,
ie,terrestrial,pmco,masked,2022,2024,sec07,G_Shipping,8,Shipping,annual,3.24178393231018,3.24178393231018,3.24178393231018,1
ie,sea,pmco,masked,2022,2024,sec07,G_Shipping,8,Shipping,annual,7.44857494909111,7.44857494909111,7.44857494909111,1
ie,outwith,pmco,masked,2022,2024,sec07,G_Shipping,8,Shipping,annual,3.84445479333814,3.84445479333814,3.84445479333814,1
uk,terrestrial,pmco,masked,2022,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
uk,sea,pmco,masked,2022,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
uk,outwith,pmco,masked,2022,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
ie,terrestrial,pmco,masked,2022,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
ie,sea,pmco,masked,2022,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
ie,outwith,pmco,masked,2022,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
