Area,iso_code,Pollutant,data_source,emis_y,inv_y,agg,time_res,sec_num,sec_name,emis_t_tot_ncoutput,t1,tsum,tot_tres_ratio
GB,27,co,NetCDF_output,2022,2024,allISO,annual,sec01,A_PublicPower,40540.6730667081,40540.6730667081,40540.6730667081,1
GB,27,co,NetCDF_output,2022,2024,allISO,annual,sec02,B_Industry,225579.997104648,225579.997104648,225579.997104648,1
GB,27,co,NetCDF_output,2022,2024,allISO,annual,sec03,C_OtherStationaryComb,250299.031847617,250299.031847617,250299.031847617,1
GB,27,co,NetCDF_output,2022,2024,allISO,annual,sec04,D_Fugitive,0,0,0,
GB,27,co,NetCDF_output,2022,2024,allISO,annual,sec05,E_Solvents,1769.75855938595,1769.75855938595,1769.75855938595,1
GB,27,co,NetCDF_output,2022,2024,allISO,annual,sec06,F_RoadTransport,207840.160261176,207840.160261176,207840.160261176,1
GB,27,co,NetCDF_output,2022,2024,allISO,annual,sec07,G_Shipping,0,0,0,
GB,27,co,NetCDF_output,2022,2024,allISO,annual,sec08,H_Aviation,0,0,0,
GB,27,co,NetCDF_output,2022,2024,allISO,annual,sec09,I_Offroad,453389.706101867,453389.706101867,453389.706101867,1
GB,27,co,NetCDF_output,2022,2024,allISO,annual,sec10,J_Waste,25874.2627385175,25874.2627385175,25874.2627385175,1
GB,27,co,NetCDF_output,2022,2024,allISO,annual,sec11,K_AgriLivestock,0,0,0,
GB,27,co,NetCDF_output,2022,2024,allISO,annual,sec12,L_AgriOther,0,0,0,
GB,27,co,NetCDF_output,2022,2024,allISO,annual,sec13,M_Other,53114.5437886735,53114.5437886735,53114.5437886735,1
IE,14,co,NetCDF_output,2022,2024,allISO,annual,sec01,A_PublicPower,11632.4040749669,11632.4040749669,11632.4040749669,1
IE,14,co,NetCDF_output,2022,2024,allISO,annual,sec02,B_Industry,8468.27230873822,8468.27230873822,8468.27230873822,1
IE,14,co,NetCDF_output,2022,2024,allISO,annual,sec03,C_OtherStationaryComb,63824.7791632618,63824.7791632618,63824.7791632618,1
IE,14,co,NetCDF_output,2022,2024,allISO,annual,sec04,D_Fugitive,0,0,0,
IE,14,co,NetCDF_output,2022,2024,allISO,annual,sec05,E_Solvents,159.10379435693,159.10379435693,159.10379435693,1
IE,14,co,NetCDF_output,2022,2024,allISO,annual,sec06,F_RoadTransport,17325.0027253571,17325.0027253571,17325.0027253571,1
IE,14,co,NetCDF_output,2022,2024,allISO,annual,sec07,G_Shipping,81.6380006467112,81.6380006467112,81.6380006467112,1
IE,14,co,NetCDF_output,2022,2024,allISO,annual,sec08,H_Aviation,971.309955805313,971.309955805313,971.309955805313,1
IE,14,co,NetCDF_output,2022,2024,allISO,annual,sec09,I_Offroad,1927.62228648551,1927.62228648551,1927.62228648551,1
IE,14,co,NetCDF_output,2022,2024,allISO,annual,sec10,J_Waste,147.84096892721,147.84096892721,147.84096892721,1
IE,14,co,NetCDF_output,2022,2024,allISO,annual,sec11,K_AgriLivestock,0,0,0,
IE,14,co,NetCDF_output,2022,2024,allISO,annual,sec12,L_AgriOther,0,0,0,
IE,14,co,NetCDF_output,2022,2024,allISO,annual,sec13,M_Other,0,0,0,
SEA,171,co,NetCDF_output,2022,2024,allISO,annual,sec01,A_PublicPower,0.0189970578067005,0.0189970578067005,0.0189970578067005,1
SEA,171,co,NetCDF_output,2022,2024,allISO,annual,sec02,B_Industry,0.549517229388584,0.549517229388584,0.549517229388584,1
SEA,171,co,NetCDF_output,2022,2024,allISO,annual,sec03,C_OtherStationaryComb,1.93497852397923,1.93497852397923,1.93497852397923,1
SEA,171,co,NetCDF_output,2022,2024,allISO,annual,sec04,D_Fugitive,0,0,0,
SEA,171,co,NetCDF_output,2022,2024,allISO,annual,sec05,E_Solvents,0.00109456174504885,0.00109456174504885,0.00109456174504885,1
SEA,171,co,NetCDF_output,2022,2024,allISO,annual,sec06,F_RoadTransport,0.384170888108201,0.384170888108201,0.384170888108201,1
SEA,171,co,NetCDF_output,2022,2024,allISO,annual,sec07,G_Shipping,187.577951546578,187.577951546578,187.577951546578,1
SEA,171,co,NetCDF_output,2022,2024,allISO,annual,sec08,H_Aviation,0.00461587915071005,0.00461587915071005,0.00461587915071005,1
SEA,171,co,NetCDF_output,2022,2024,allISO,annual,sec09,I_Offroad,2145.44234966933,2145.44234966933,2145.44234966933,1
SEA,171,co,NetCDF_output,2022,2024,allISO,annual,sec10,J_Waste,0.346328025734692,0.346328025734692,0.346328025734692,1
SEA,171,co,NetCDF_output,2022,2024,allISO,annual,sec11,K_AgriLivestock,0,0,0,
SEA,171,co,NetCDF_output,2022,2024,allISO,annual,sec12,L_AgriOther,0,0,0,
SEA,171,co,NetCDF_output,2022,2024,allISO,annual,sec13,M_Other,0.475849088747054,0.475849088747054,0.475849088747054,1
