Area,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,emis_t_tot_grouped,t1,tsum,tot_tres_ratio
uk,pmco,grouped,2022,2024,sec01,A_PublicPower,1,PublicPower,annual,351.194294976596,351.194294976596,351.194294976596,1
ie,pmco,grouped,2022,2024,sec01,A_PublicPower,1,PublicPower,annual,149.07689836514,149.07689836514,149.07689836514,1
sea,pmco,grouped,2022,2024,sec01,A_PublicPower,1,PublicPower,annual,0.000346784755347516,0.000346784755347516,0.000346784755347516,1
ow,pmco,grouped,2022,2024,sec01,A_PublicPower,1,PublicPower,annual,26.8091692319917,26.8091692319917,26.8091692319917,1
uk,pmco,grouped,2022,2024,sec02,B_Industry,3,Industry,annual,37518.9486855997,37518.9486855997,37518.9486855997,1
ie,pmco,grouped,2022,2024,sec02,B_Industry,3,Industry,annual,6891.2244595116,6891.2244595116,6891.2244595116,1
sea,pmco,grouped,2022,2024,sec02,B_Industry,3,Industry,annual,9.65558969207448,9.65558969207448,9.65558969207448,1
ow,pmco,grouped,2022,2024,sec02,B_Industry,3,Industry,annual,0.00202722757044408,0.00202722757044408,0.00202722757044408,1
uk,pmco,grouped,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,585.290733318399,585.290733318399,585.290733318399,1
ie,pmco,grouped,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,42.9314706853501,42.9314706853501,42.9314706853501,1
sea,pmco,grouped,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0.00466634336576998,0.00466634336576998,0.00466634336576998,1
ow,pmco,grouped,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0,0,0,
uk,pmco,grouped,2022,2024,sec04,D_Fugitive,5,Fugitive,annual,26.5822924957192,26.5822924957192,26.5822924957192,1
ie,pmco,grouped,2022,2024,sec04,D_Fugitive,5,Fugitive,annual,13.8038531126068,13.8038531126068,13.8038531126068,1
sea,pmco,grouped,2022,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
ow,pmco,grouped,2022,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
uk,pmco,grouped,2022,2024,sec05,E_Solvents,6,Solvents,annual,1032.26282266611,1032.26282266611,1032.26282266611,1
ie,pmco,grouped,2022,2024,sec05,E_Solvents,6,Solvents,annual,25.4184075718597,25.4184075718597,25.4184075718597,1
sea,pmco,grouped,2022,2024,sec05,E_Solvents,6,Solvents,annual,0.000604468960459963,0.000604468960459963,0.000604468960459963,1
ow,pmco,grouped,2022,2024,sec05,E_Solvents,6,Solvents,annual,0,0,0,
uk,pmco,grouped,2022,2024,sec06,F_RoadTransport,7,RoadTransport,annual,24076.0830699531,24076.0830699531,24076.0830699531,1
ie,pmco,grouped,2022,2024,sec06,F_RoadTransport,7,RoadTransport,annual,867.778885705757,867.778885705757,867.778885705757,1
sea,pmco,grouped,2022,2024,sec06,F_RoadTransport,7,RoadTransport,annual,0.000415523040246538,0.000415523040246538,0.000415523040246538,1
ow,pmco,grouped,2022,2024,sec06,F_RoadTransport,7,RoadTransport,annual,0,0,0,
uk,pmco,grouped,2022,2024,sec07,G_Shipping,8,Shipping,annual,0,0,0,
ie,pmco,grouped,2022,2024,sec07,G_Shipping,8,Shipping,annual,3.24178393231018,3.24178393231018,3.24178393231018,1
sea,pmco,grouped,2022,2024,sec07,G_Shipping,8,Shipping,annual,7.44857494909111,7.44857494909111,7.44857494909111,1
ow,pmco,grouped,2022,2024,sec07,G_Shipping,8,Shipping,annual,3.84445479333814,3.84445479333814,3.84445479333814,1
uk,pmco,grouped,2022,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
ie,pmco,grouped,2022,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
sea,pmco,grouped,2022,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
ow,pmco,grouped,2022,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
uk,pmco,grouped,2022,2024,sec09,I_Offroad,8,Offroad,annual,118.928868398861,118.928868398861,118.928868398861,1
ie,pmco,grouped,2022,2024,sec09,I_Offroad,8,Offroad,annual,1.97073781727673,1.97073781727673,1.97073781727673,1
sea,pmco,grouped,2022,2024,sec09,I_Offroad,8,Offroad,annual,32.0874637319333,32.0874637319333,32.0874637319333,1
ow,pmco,grouped,2022,2024,sec09,I_Offroad,8,Offroad,annual,186.107974602932,186.107974602932,186.107974602932,1
uk,pmco,grouped,2022,2024,sec10,J_Waste,9,Waste,annual,379.942723969897,379.942723969897,379.942723969897,1
ie,pmco,grouped,2022,2024,sec10,J_Waste,9,Waste,annual,0.127300243499981,0.127300243499981,0.127300243499981,1
sea,pmco,grouped,2022,2024,sec10,J_Waste,9,Waste,annual,0.00408274817342809,0.00408274817342809,0.00408274817342809,1
ow,pmco,grouped,2022,2024,sec10,J_Waste,9,Waste,annual,0,0,0,
uk,pmco,grouped,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,12820.1556306132,12820.1556306132,12820.1556306132,1
ie,pmco,grouped,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,1137.80574562875,1137.80574562875,1137.80574562875,1
sea,pmco,grouped,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,0.119871814894701,0.119871814894701,0.119871814894701,1
ow,pmco,grouped,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,0,0,0,
uk,pmco,grouped,2022,2024,sec12,L_AgriOther,10,AgriOther,annual,0,0,0,
ie,pmco,grouped,2022,2024,sec12,L_AgriOther,10,AgriOther,annual,1109.66600719678,1109.66600719678,1109.66600719678,1
sea,pmco,grouped,2022,2024,sec12,L_AgriOther,10,AgriOther,annual,0.000242803245053386,0.000242803245053386,0.000242803245053386,1
ow,pmco,grouped,2022,2024,sec12,L_AgriOther,10,AgriOther,annual,0,0,0,
uk,pmco,grouped,2022,2024,sec13,M_Other,11,Other,annual,245.294731538728,245.294731538728,245.294731538728,1
ie,pmco,grouped,2022,2024,sec13,M_Other,11,Other,annual,0,0,0,
sea,pmco,grouped,2022,2024,sec13,M_Other,11,Other,annual,7.77460833576003e-05,7.77460833576003e-05,7.77460833576003e-05,1
ow,pmco,grouped,2022,2024,sec13,M_Other,11,Other,annual,0,0,0,
