Area,iso_code,Pollutant,data_source,emis_y,inv_y,agg,time_res,layer_name,sec_num,sec_name,emis_t_tot_ncinput,emis_t_tot_array,t1,tsum,tot_tres_ratio
GB,27,co,NetCDF_input,2022,2024,allISO,annual,uk_co_sec01_annual,sec01,A_PublicPower,40540.6734714212,40540.6734714259,40540.6734714212,40540.6734714212,1
GB,27,co,NetCDF_input,2022,2024,allISO,annual,uk_co_sec02_annual,sec02,B_Industry,225579.997715264,225579.997715266,225579.997715264,225579.997715264,1
GB,27,co,NetCDF_input,2022,2024,allISO,annual,uk_co_sec03_annual,sec03,C_OtherStationaryComb,250299.031780381,250299.031780372,250299.031780381,250299.031780381,1
GB,27,co,NetCDF_input,2022,2024,allISO,annual,uk_co_sec04_annual,sec04,D_Fugitive,0,0,0,0,
GB,27,co,NetCDF_input,2022,2024,allISO,annual,uk_co_sec05_annual,sec05,E_Solvents,1769.75860530884,1769.7586053088,1769.75860530884,1769.75860530884,1
GB,27,co,NetCDF_input,2022,2024,allISO,annual,uk_co_sec06_annual,sec06,F_RoadTransport,207840.160277827,207840.160277825,207840.160277827,207840.160277827,1
GB,27,co,NetCDF_input,2022,2024,allISO,annual,uk_co_sec07_annual,sec07,G_Shipping,0,0,0,0,
GB,27,co,NetCDF_input,2022,2024,allISO,annual,uk_co_sec08_annual,sec08,H_Aviation,0,0,0,0,
GB,27,co,NetCDF_input,2022,2024,allISO,annual,uk_co_sec09_annual,sec09,I_Offroad,453389.705972361,453389.705972364,453389.705972361,453389.705972361,1
GB,27,co,NetCDF_input,2022,2024,allISO,annual,uk_co_sec10_annual,sec10,J_Waste,25874.2627452771,25874.2627452773,25874.2627452771,25874.2627452771,1
GB,27,co,NetCDF_input,2022,2024,allISO,annual,uk_co_sec11_annual,sec11,K_AgriLivestock,0,0,0,0,
GB,27,co,NetCDF_input,2022,2024,allISO,annual,uk_co_sec12_annual,sec12,L_AgriOther,0,0,0,0,
GB,27,co,NetCDF_input,2022,2024,allISO,annual,uk_co_sec13_annual,sec13,M_Other,53114.5438633839,53114.5438633852,53114.5438633839,53114.5438633839,1
IE,14,co,NetCDF_input,2022,2024,allISO,annual,ie_co_sec01_annual,sec01,A_PublicPower,11632.404245428,11632.404245428,11632.404245428,11632.404245428,1
IE,14,co,NetCDF_input,2022,2024,allISO,annual,ie_co_sec02_annual,sec02,B_Industry,8468.27233076236,8468.27233076237,8468.27233076236,8468.27233076236,1
IE,14,co,NetCDF_input,2022,2024,allISO,annual,ie_co_sec03_annual,sec03,C_OtherStationaryComb,63824.7791594268,63824.7791594266,63824.7791594268,63824.7791594268,1
IE,14,co,NetCDF_input,2022,2024,allISO,annual,ie_co_sec04_annual,sec04,D_Fugitive,0,0,0,0,
IE,14,co,NetCDF_input,2022,2024,allISO,annual,ie_co_sec05_annual,sec05,E_Solvents,159.103794333052,159.10379433305,159.103794333052,159.103794333052,1
IE,14,co,NetCDF_input,2022,2024,allISO,annual,ie_co_sec06_annual,sec06,F_RoadTransport,17325.0027156241,17325.002715624,17325.0027156241,17325.0027156241,1
IE,14,co,NetCDF_input,2022,2024,allISO,annual,ie_co_sec07_annual,sec07,G_Shipping,81.6380007067836,81.6380007067834,81.6380007067836,81.6380007067836,1
IE,14,co,NetCDF_input,2022,2024,allISO,annual,ie_co_sec08_annual,sec08,H_Aviation,971.309955088905,971.309955088903,971.309955088905,971.309955088905,1
IE,14,co,NetCDF_input,2022,2024,allISO,annual,ie_co_sec09_annual,sec09,I_Offroad,1927.62228574076,1927.62228574078,1927.62228574076,1927.62228574076,1
IE,14,co,NetCDF_input,2022,2024,allISO,annual,ie_co_sec10_annual,sec10,J_Waste,147.840969248917,147.84096924891,147.840969248917,147.840969248917,1
IE,14,co,NetCDF_input,2022,2024,allISO,annual,ie_co_sec11_annual,sec11,K_AgriLivestock,0,0,0,0,
IE,14,co,NetCDF_input,2022,2024,allISO,annual,ie_co_sec12_annual,sec12,L_AgriOther,0,0,0,0,
IE,14,co,NetCDF_input,2022,2024,allISO,annual,ie_co_sec13_annual,sec13,M_Other,0,0,0,0,
SEA,171,co,NetCDF_input,2022,2024,allISO,annual,sea_co_sec01_annual,sec01,A_PublicPower,0.0189970576068943,0.0189970576068943,0.0189970576068943,0.0189970576068943,1
SEA,171,co,NetCDF_input,2022,2024,allISO,annual,sea_co_sec02_annual,sec02,B_Industry,0.549517232987381,0.549517232987381,0.549517232987381,0.549517232987381,1
SEA,171,co,NetCDF_input,2022,2024,allISO,annual,sea_co_sec03_annual,sec03,C_OtherStationaryComb,1.93497851578498,1.93497851578498,1.93497851578498,1.93497851578498,1
SEA,171,co,NetCDF_input,2022,2024,allISO,annual,sea_co_sec04_annual,sec04,D_Fugitive,0,0,0,0,
SEA,171,co,NetCDF_input,2022,2024,allISO,annual,sea_co_sec05_annual,sec05,E_Solvents,0.00109456176901547,0.00109456176901547,0.00109456176901547,0.00109456176901547,1
SEA,171,co,NetCDF_input,2022,2024,allISO,annual,sea_co_sec06_annual,sec06,F_RoadTransport,0.384170893307517,0.384170893307517,0.384170893307517,0.384170893307517,1
SEA,171,co,NetCDF_input,2022,2024,allISO,annual,sea_co_sec07_annual,sec07,G_Shipping,187.577951609324,187.57795160932,187.577951609324,187.577951609324,1
SEA,171,co,NetCDF_input,2022,2024,allISO,annual,sea_co_sec08_annual,sec08,H_Aviation,0.00461587909694386,0.00461587909694386,0.00461587909694386,0.00461587909694386,1
SEA,171,co,NetCDF_input,2022,2024,allISO,annual,sea_co_sec09_annual,sec09,I_Offroad,2145.44234851563,2145.44234851569,2145.44234851563,2145.44234851563,1
SEA,171,co,NetCDF_input,2022,2024,allISO,annual,sea_co_sec10_annual,sec10,J_Waste,0.346328024255843,0.346328024255843,0.346328024255843,0.346328024255843,1
