Area,iso_code,Pollutant,data_source,emis_y,inv_y,agg,time_res,sec_num,sec_name,emis_t_tot_ncoutput,t1,tsum,tot_tres_ratio
GB,27,nh3,NetCDF_output,2022,2024,allISO,annual,sec01,A_PublicPower,339.230598881841,339.230598881841,339.230598881841,1
GB,27,nh3,NetCDF_output,2022,2024,allISO,annual,sec02,B_Industry,2431.63281361196,2431.63281361196,2431.63281361196,1
GB,27,nh3,NetCDF_output,2022,2024,allISO,annual,sec03,C_OtherStationaryComb,615.277131260394,615.277131260394,615.277131260394,1
GB,27,nh3,NetCDF_output,2022,2024,allISO,annual,sec04,D_Fugitive,0,0,0,
GB,27,nh3,NetCDF_output,2022,2024,allISO,annual,sec05,E_Solvents,1336.41537550702,1336.41537550702,1336.41537550702,1
GB,27,nh3,NetCDF_output,2022,2024,allISO,annual,sec06,F_RoadTransport,4586.34657992258,4586.34657992258,4586.34657992258,1
GB,27,nh3,NetCDF_output,2022,2024,allISO,annual,sec07,G_Shipping,0,0,0,
GB,27,nh3,NetCDF_output,2022,2024,allISO,annual,sec08,H_Aviation,0,0,0,
GB,27,nh3,NetCDF_output,2022,2024,allISO,annual,sec09,I_Offroad,36.9105845488297,36.9105845488297,36.9105845488297,1
GB,27,nh3,NetCDF_output,2022,2024,allISO,annual,sec10,J_Waste,6861.14389595585,6861.14389595585,6861.14389595585,1
GB,27,nh3,NetCDF_output,2022,2024,allISO,annual,sec11,K_AgriLivestock,226558.664396873,226558.664396873,226558.664396873,1
GB,27,nh3,NetCDF_output,2022,2024,allISO,annual,sec12,L_AgriOther,0,0,0,
GB,27,nh3,NetCDF_output,2022,2024,allISO,annual,sec13,M_Other,25287.7386099254,25287.7386099254,25287.7386099254,1
IE,14,nh3,NetCDF_output,2022,2024,allISO,annual,sec01,A_PublicPower,0,0,0,
IE,14,nh3,NetCDF_output,2022,2024,allISO,annual,sec02,B_Industry,107.977622741955,107.977622741955,107.977622741955,1
IE,14,nh3,NetCDF_output,2022,2024,allISO,annual,sec03,C_OtherStationaryComb,90.3821887996639,90.3821887996639,90.3821887996639,1
IE,14,nh3,NetCDF_output,2022,2024,allISO,annual,sec04,D_Fugitive,0,0,0,
IE,14,nh3,NetCDF_output,2022,2024,allISO,annual,sec05,E_Solvents,11.9599888923185,11.9599888923185,11.9599888923185,1
IE,14,nh3,NetCDF_output,2022,2024,allISO,annual,sec06,F_RoadTransport,508.339216894067,508.339216894067,508.339216894067,1
IE,14,nh3,NetCDF_output,2022,2024,allISO,annual,sec07,G_Shipping,0,0,0,
IE,14,nh3,NetCDF_output,2022,2024,allISO,annual,sec08,H_Aviation,0,0,0,
IE,14,nh3,NetCDF_output,2022,2024,allISO,annual,sec09,I_Offroad,2.05411908187212,2.05411908187212,2.05411908187212,1
IE,14,nh3,NetCDF_output,2022,2024,allISO,annual,sec10,J_Waste,117.960142018414,117.960142018414,117.960142018414,1
IE,14,nh3,NetCDF_output,2022,2024,allISO,annual,sec11,K_AgriLivestock,61379.758293273,61379.758293273,61379.758293273,1
IE,14,nh3,NetCDF_output,2022,2024,allISO,annual,sec12,L_AgriOther,66433.9977339431,66433.9977339431,66433.9977339431,1
IE,14,nh3,NetCDF_output,2022,2024,allISO,annual,sec13,M_Other,0,0,0,
SEA,171,nh3,NetCDF_output,2022,2024,allISO,annual,sec01,A_PublicPower,0,0,0,
SEA,171,nh3,NetCDF_output,2022,2024,allISO,annual,sec02,B_Industry,0.00375436598160528,0.00375436598160528,0.00375436598160528,1
SEA,171,nh3,NetCDF_output,2022,2024,allISO,annual,sec03,C_OtherStationaryComb,0.00755011005639972,0.00755011005639972,0.00755011005639972,1
SEA,171,nh3,NetCDF_output,2022,2024,allISO,annual,sec04,D_Fugitive,0,0,0,
SEA,171,nh3,NetCDF_output,2022,2024,allISO,annual,sec05,E_Solvents,0.173842807700347,0.173842807700347,0.173842807700347,1
SEA,171,nh3,NetCDF_output,2022,2024,allISO,annual,sec06,F_RoadTransport,0.00164792625537302,0.00164792625537302,0.00164792625537302,1
SEA,171,nh3,NetCDF_output,2022,2024,allISO,annual,sec07,G_Shipping,0,0,0,
SEA,171,nh3,NetCDF_output,2022,2024,allISO,annual,sec08,H_Aviation,0,0,0,
SEA,171,nh3,NetCDF_output,2022,2024,allISO,annual,sec09,I_Offroad,5.49644612193892,5.49644612193892,5.49644612193892,1
SEA,171,nh3,NetCDF_output,2022,2024,allISO,annual,sec10,J_Waste,0.307665325989831,0.307665325989831,0.307665325989831,1
SEA,171,nh3,NetCDF_output,2022,2024,allISO,annual,sec11,K_AgriLivestock,4.82311144012721,4.82311144012721,4.82311144012721,1
SEA,171,nh3,NetCDF_output,2022,2024,allISO,annual,sec12,L_AgriOther,0,0,0,
SEA,171,nh3,NetCDF_output,2022,2024,allISO,annual,sec13,M_Other,298.608669575671,298.608669575671,298.608669575671,1
