Area,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,emis_t_tot_grouped,t1,tsum,tot_tres_ratio
uk,voc,grouped,2022,2024,sec01,A_PublicPower,1,PublicPower,annual,3641.85514186023,3641.85514186023,3641.85514186023,1
ie,voc,grouped,2022,2024,sec01,A_PublicPower,1,PublicPower,annual,318.064098504807,318.064098504807,318.064098504807,1
sea,voc,grouped,2022,2024,sec01,A_PublicPower,1,PublicPower,annual,0.0119413001700837,0.0119413001700837,0.0119413001700837,1
ow,voc,grouped,2022,2024,sec01,A_PublicPower,1,PublicPower,annual,0,0,0,
uk,voc,grouped,2022,2024,sec02,B_Industry,3,Industry,annual,152990.673778724,152990.673778724,152990.673778724,1
ie,voc,grouped,2022,2024,sec02,B_Industry,3,Industry,annual,34004.1470100701,34004.1470100701,34004.1470100701,1
sea,voc,grouped,2022,2024,sec02,B_Industry,3,Industry,annual,338.632591159156,338.632591159156,338.632591159156,1
ow,voc,grouped,2022,2024,sec02,B_Industry,3,Industry,annual,781.354437681299,781.354437681299,781.354437681299,1
uk,voc,grouped,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,27521.8580686411,27521.8580686411,27521.8580686411,1
ie,voc,grouped,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,7994.54254205155,7994.54254205155,7994.54254205155,1
sea,voc,grouped,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0.302695836389538,0.302695836389538,0.302695836389538,1
ow,voc,grouped,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0,0,0,
uk,voc,grouped,2022,2024,sec04,D_Fugitive,5,Fugitive,annual,43380.6155725542,43380.6155725542,43380.6155725542,1
ie,voc,grouped,2022,2024,sec04,D_Fugitive,5,Fugitive,annual,3773.01512707288,3773.01512707288,3773.01512707288,1
sea,voc,grouped,2022,2024,sec04,D_Fugitive,5,Fugitive,annual,0.00218582443684965,0.00218582443684965,0.00218582443684965,1
ow,voc,grouped,2022,2024,sec04,D_Fugitive,5,Fugitive,annual,23186.7205095304,23186.7205095304,23186.7205095304,1
uk,voc,grouped,2022,2024,sec05,E_Solvents,6,Solvents,annual,290210.857436047,290210.857436047,290210.857436047,1
ie,voc,grouped,2022,2024,sec05,E_Solvents,6,Solvents,annual,17086.8129943692,17086.8129943692,17086.8129943692,1
sea,voc,grouped,2022,2024,sec05,E_Solvents,6,Solvents,annual,1.85336834240995,1.85336834240995,1.85336834240995,1
ow,voc,grouped,2022,2024,sec05,E_Solvents,6,Solvents,annual,0,0,0,
uk,voc,grouped,2022,2024,sec06,F_RoadTransport,7,RoadTransport,annual,30265.5845821403,30265.5845821403,30265.5845821403,1
ie,voc,grouped,2022,2024,sec06,F_RoadTransport,7,RoadTransport,annual,3823.68612208848,3823.68612208848,3823.68612208848,1
sea,voc,grouped,2022,2024,sec06,F_RoadTransport,7,RoadTransport,annual,0.0363099924109796,0.0363099924109796,0.0363099924109796,1
ow,voc,grouped,2022,2024,sec06,F_RoadTransport,7,RoadTransport,annual,0,0,0,
uk,voc,grouped,2022,2024,sec07,G_Shipping,8,Shipping,annual,0,0,0,
ie,voc,grouped,2022,2024,sec07,G_Shipping,8,Shipping,annual,37.2048172270587,37.2048172270587,37.2048172270587,1
sea,voc,grouped,2022,2024,sec07,G_Shipping,8,Shipping,annual,85.4847441473022,85.4847441473022,85.4847441473022,1
ow,voc,grouped,2022,2024,sec07,G_Shipping,8,Shipping,annual,44.121488921499,44.121488921499,44.121488921499,1
uk,voc,grouped,2022,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
ie,voc,grouped,2022,2024,sec08,H_Aviation,8,Aviation,annual,111.486617371195,111.486617371195,111.486617371195,1
sea,voc,grouped,2022,2024,sec08,H_Aviation,8,Aviation,annual,0.000492126855245683,0.000492126855245683,0.000492126855245683,1
ow,voc,grouped,2022,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
uk,voc,grouped,2022,2024,sec09,I_Offroad,8,Offroad,annual,25692.4996366663,25692.4996366663,25692.4996366663,1
