Area,mask,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,emis_t_tot_masked,t1,tsum,tot_tres_ratio
uk,terrestrial,nh3,masked,2022,2024,sec01,A_PublicPower,1,PublicPower,annual,339.230597978879,339.230597978879,339.230597978879,1
uk,sea,nh3,masked,2022,2024,sec01,A_PublicPower,1,PublicPower,annual,0,0,0,
uk,outwith,nh3,masked,2022,2024,sec01,A_PublicPower,1,PublicPower,annual,0,0,0,
ie,terrestrial,nh3,masked,2022,2024,sec01,A_PublicPower,1,PublicPower,annual,0,0,0,
ie,sea,nh3,masked,2022,2024,sec01,A_PublicPower,1,PublicPower,annual,0,0,0,
ie,outwith,nh3,masked,2022,2024,sec01,A_PublicPower,1,PublicPower,annual,0,0,0,
uk,terrestrial,nh3,masked,2022,2024,sec02,B_Industry,3,Industry,annual,2431.63278260862,2431.63278260862,2431.63278260862,1
uk,sea,nh3,masked,2022,2024,sec02,B_Industry,3,Industry,annual,0.00137999343572126,0.00137999343572126,0.00137999343572126,1
uk,outwith,nh3,masked,2022,2024,sec02,B_Industry,3,Industry,annual,0,0,0,
ie,terrestrial,nh3,masked,2022,2024,sec02,B_Industry,3,Industry,annual,107.977622712616,107.977622712616,107.977622712616,1
ie,sea,nh3,masked,2022,2024,sec02,B_Industry,3,Industry,annual,0.00237437256550273,0.00237437256550273,0.00237437256550273,1
ie,outwith,nh3,masked,2022,2024,sec02,B_Industry,3,Industry,annual,0,0,0,
uk,terrestrial,nh3,masked,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,615.277131238898,615.277131238898,615.277131238898,1
uk,sea,nh3,masked,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0.000588867918532945,0.000588867918532945,0.000588867918532945,1
uk,outwith,nh3,masked,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0,0,0,
ie,terrestrial,nh3,masked,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,90.3821889427574,90.3821889427574,90.3821889427574,1
ie,sea,nh3,masked,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0.00696124215941818,0.00696124215941818,0.00696124215941818,1
ie,outwith,nh3,masked,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0,0,0,
uk,terrestrial,nh3,masked,2022,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
uk,sea,nh3,masked,2022,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
uk,outwith,nh3,masked,2022,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
ie,terrestrial,nh3,masked,2022,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
ie,sea,nh3,masked,2022,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
ie,outwith,nh3,masked,2022,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
uk,terrestrial,nh3,masked,2022,2024,sec05,E_Solvents,6,Solvents,annual,1336.41540092763,1336.41540092763,1336.41540092763,1
uk,sea,nh3,masked,2022,2024,sec05,E_Solvents,6,Solvents,annual,0.173842811277743,0.173842811277743,0.173842811277743,1
uk,outwith,nh3,masked,2022,2024,sec05,E_Solvents,6,Solvents,annual,0,0,0,
ie,terrestrial,nh3,masked,2022,2024,sec05,E_Solvents,6,Solvents,annual,11.9599888745,11.9599888745,11.9599888745,1
ie,sea,nh3,masked,2022,2024,sec05,E_Solvents,6,Solvents,annual,0,0,0,
ie,outwith,nh3,masked,2022,2024,sec05,E_Solvents,6,Solvents,annual,0,0,0,
uk,terrestrial,nh3,masked,2022,2024,sec06,F_RoadTransport,7,RoadTransport,annual,4586.3465800675,4586.3465800675,4586.3465800675,1
uk,sea,nh3,masked,2022,2024,sec06,F_RoadTransport,7,RoadTransport,annual,0.00164792625931567,0.00164792625931567,0.00164792625931567,1
uk,outwith,nh3,masked,2022,2024,sec06,F_RoadTransport,7,RoadTransport,annual,0,0,0,
ie,terrestrial,nh3,masked,2022,2024,sec06,F_RoadTransport,7,RoadTransport,annual,508.339216519316,508.339216519316,508.339216519316,1
ie,sea,nh3,masked,2022,2024,sec06,F_RoadTransport,7,RoadTransport,annual,0,0,0,
ie,outwith,nh3,masked,2022,2024,sec06,F_RoadTransport,7,RoadTransport,annual,0,0,0,
uk,terrestrial,nh3,masked,2022,2024,sec07,G_Shipping,8,Shipping,annual,0,0,0,
uk,sea,nh3,masked,2022,2024,sec07,G_Shipping,8,Shipping,annual,0,0,0,
uk,outwith,nh3,masked,2022,2024,sec07,G_Shipping,8,Shipping,annual,0,0,0,
ie,terrestrial,nh3,masked,2022,2024,sec07,G_Shipping,8,Shipping,annual,0,0,0,
ie,sea,nh3,masked,2022,2024,sec07,G_Shipping,8,Shipping,annual,0,0,0,
ie,outwith,nh3,masked,2022,2024,sec07,G_Shipping,8,Shipping,annual,0,0,0,
uk,terrestrial,nh3,masked,2022,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
uk,sea,nh3,masked,2022,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
uk,outwith,nh3,masked,2022,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
ie,terrestrial,nh3,masked,2022,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
ie,sea,nh3,masked,2022,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
ie,outwith,nh3,masked,2022,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
uk,terrestrial,nh3,masked,2022,2024,sec09,I_Offroad,8,Offroad,annual,36.9105845511731,36.9105845511731,36.9105845511731,1
uk,sea,nh3,masked,2022,2024,sec09,I_Offroad,8,Offroad,annual,5.49644612189365,5.49644612189365,5.49644612189365,1
uk,outwith,nh3,masked,2022,2024,sec09,I_Offroad,8,Offroad,annual,33.4043811560923,33.4043811560923,33.4043811560923,1
ie,terrestrial,nh3,masked,2022,2024,sec09,I_Offroad,8,Offroad,annual,2.05411908210231,2.05411908210231,2.05411908210231,1
ie,sea,nh3,masked,2022,2024,sec09,I_Offroad,8,Offroad,annual,0,0,0,
ie,outwith,nh3,masked,2022,2024,sec09,I_Offroad,8,Offroad,annual,0,0,0,
uk,terrestrial,nh3,masked,2022,2024,sec10,J_Waste,9,Waste,annual,6861.1439119673,6861.1439119673,6861.1439119673,1
uk,sea,nh3,masked,2022,2024,sec10,J_Waste,9,Waste,annual,0.307665336306162,0.307665336306162,0.307665336306162,1
uk,outwith,nh3,masked,2022,2024,sec10,J_Waste,9,Waste,annual,0,0,0,
ie,terrestrial,nh3,masked,2022,2024,sec10,J_Waste,9,Waste,annual,117.960142305151,117.960142305151,117.960142305151,1
ie,sea,nh3,masked,2022,2024,sec10,J_Waste,9,Waste,annual,0,0,0,
ie,outwith,nh3,masked,2022,2024,sec10,J_Waste,9,Waste,annual,9.82360575963187e-05,9.82360575963187e-05,9.82360575963187e-05,1
uk,terrestrial,nh3,masked,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,226558.664433995,226558.664433995,226558.664433995,1
uk,sea,nh3,masked,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,4.82311140863502,4.82311140863502,4.82311140863502,1
uk,outwith,nh3,masked,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,0,0,0,
ie,terrestrial,nh3,masked,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,61379.7582939717,61379.7582939717,61379.7582939717,1
ie,sea,nh3,masked,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,0,0,0,
ie,outwith,nh3,masked,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,0,0,0,
uk,terrestrial,nh3,masked,2022,2024,sec12,L_AgriOther,10,AgriOther,annual,0,0,0,
uk,sea,nh3,masked,2022,2024,sec12,L_AgriOther,10,AgriOther,annual,0,0,0,
uk,outwith,nh3,masked,2022,2024,sec12,L_AgriOther,10,AgriOther,annual,0,0,0,
ie,terrestrial,nh3,masked,2022,2024,sec12,L_AgriOther,10,AgriOther,annual,66433.9977396042,66433.9977396042,66433.9977396042,1
ie,sea,nh3,masked,2022,2024,sec12,L_AgriOther,10,AgriOther,annual,0,0,0,
ie,outwith,nh3,masked,2022,2024,sec12,L_AgriOther,10,AgriOther,annual,0,0,0,
uk,terrestrial,nh3,masked,2022,2024,sec13,M_Other,11,Other,annual,25287.7386071361,25287.7386071361,25287.7386071361,1
uk,sea,nh3,masked,2022,2024,sec13,M_Other,11,Other,annual,298.608670717922,298.608670717922,298.608670717922,1
uk,outwith,nh3,masked,2022,2024,sec13,M_Other,11,Other,annual,0,0,0,
ie,terrestrial,nh3,masked,2022,2024,sec13,M_Other,11,Other,annual,0,0,0,
ie,sea,nh3,masked,2022,2024,sec13,M_Other,11,Other,annual,0,0,0,
ie,outwith,nh3,masked,2022,2024,sec13,M_Other,11,Other,annual,0,0,0,
