Year,Pollutant,Region,GNFR,SNAP,EMEP_Sector,sec_long,long_name,Data_source,ISO,layer_name,t1,ann_emis_kt
2022,nox,eu,A_PublicPower,1,1,sec01,PublicPower,EMEP_processed,AL,nox_AL_sector=1,0,0
2022,nox,eu,B_Industry,3,2,sec02,Industry,EMEP_processed,AL,nox_AL_sector=2,8131.17049033781,8.13117049033781
2022,nox,eu,C_OtherStationaryComb,2,3,sec03,OtherStationaryComb,EMEP_processed,AL,nox_AL_sector=3,849.257124943472,0.849257124943472
2022,nox,eu,D_Fugitive,5,4,sec04,Fugitive,EMEP_processed,AL,nox_AL_sector=4,69.9461901488993,0.0699461901488993
2022,nox,eu,E_Solvents,6,5,sec05,Solvents,EMEP_processed,AL,nox_AL_sector=5,0,0
2022,nox,eu,F_RoadTransport,7,6,sec06,RoadTransport,EMEP_processed,AL,nox_AL_sector=6,12252.3301018269,12.2523301018269
2022,nox,eu,G_Shipping,8,7,sec07,Shipping,EMEP_processed,AL,nox_AL_sector=7,1897.71585488332,1.89771585488332
2022,nox,eu,H_Aviation,8,8,sec08,Aviation,EMEP_processed,AL,nox_AL_sector=8,3.03324118096539,0.00303324118096539
2022,nox,eu,I_Offroad,8,9,sec09,Offroad,EMEP_processed,AL,nox_AL_sector=9,1816.91374796122,1.81691374796122
2022,nox,eu,J_Waste,9,10,sec10,Waste,EMEP_processed,AL,nox_AL_sector=10,183.630000023683,0.183630000023683
2022,nox,eu,K_AgriLivestock,10,11,sec11,AgriLivestock,EMEP_processed,AL,nox_AL_sector=11,2337.96600001832,2.33796600001832
2022,nox,eu,L_AgriOther,10,12,sec12,AgriOther,EMEP_processed,AL,nox_AL_sector=12,1492.23800027429,1.49223800027429
2022,nox,eu,M_Other,11,13,sec13,Other,EMEP_processed,AL,nox_AL_sector=13,900,0.9
2022,nox,eu,A_PublicPower,1,1,sec01,PublicPower,EMEP_processed,AM,nox_AM_sector=1,2202.95846355681,2.20295846355681
2022,nox,eu,B_Industry,3,2,sec02,Industry,EMEP_processed,AM,nox_AM_sector=2,8384.01737822563,8.38401737822563
2022,nox,eu,C_OtherStationaryComb,2,3,sec03,OtherStationaryComb,EMEP_processed,AM,nox_AM_sector=3,2116.00468713639,2.11600468713639
2022,nox,eu,D_Fugitive,5,4,sec04,Fugitive,EMEP_processed,AM,nox_AM_sector=4,0,0
2022,nox,eu,E_Solvents,6,5,sec05,Solvents,EMEP_processed,AM,nox_AM_sector=5,0,0
2022,nox,eu,F_RoadTransport,7,6,sec06,RoadTransport,EMEP_processed,AM,nox_AM_sector=6,6476.73841537437,6.47673841537437
2022,nox,eu,G_Shipping,8,7,sec07,Shipping,EMEP_processed,AM,nox_AM_sector=7,0,0
2022,nox,eu,H_Aviation,8,8,sec08,Aviation,EMEP_processed,AM,nox_AM_sector=8,0,0
2022,nox,eu,I_Offroad,8,9,sec09,Offroad,EMEP_processed,AM,nox_AM_sector=9,112.466827736505,0.112466827736505
2022,nox,eu,J_Waste,9,10,sec10,Waste,EMEP_processed,AM,nox_AM_sector=10,75.377999999403,0.075377999999403
2022,nox,eu,K_AgriLivestock,10,11,sec11,AgriLivestock,EMEP_processed,AM,nox_AM_sector=11,1760.64599992104,1.76064599992104
2022,nox,eu,L_AgriOther,10,12,sec12,AgriOther,EMEP_processed,AM,nox_AM_sector=12,703.598000054912,0.703598000054912
2022,nox,eu,M_Other,11,13,sec13,Other,EMEP_processed,AM,nox_AM_sector=13,0,0
2022,nox,eu,A_PublicPower,1,1,sec01,PublicPower,EMEP_processed,AST,nox_AST_sector=1,1699966.88892276,1699.96688892276
2022,nox,eu,B_Industry,3,2,sec02,Industry,EMEP_processed,AST,nox_AST_sector=2,144843.484941009,144.843484941009
2022,nox,eu,C_OtherStationaryComb,2,3,sec03,OtherStationaryComb,EMEP_processed,AST,nox_AST_sector=3,1040520.35478541,1040.52035478541
2022,nox,eu,D_Fugitive,5,4,sec04,Fugitive,EMEP_processed,AST,nox_AST_sector=4,43132.2081475374,43.1322081475374
2022,nox,eu,E_Solvents,6,5,sec05,Solvents,EMEP_processed,AST,nox_AST_sector=5,7545.36346125292,7.54536346125292
2022,nox,eu,F_RoadTransport,7,6,sec06,RoadTransport,EMEP_processed,AST,nox_AST_sector=6,1729981.69594144,1729.98169594144
2022,nox,eu,G_Shipping,8,7,sec07,Shipping,EMEP_processed,AST,nox_AST_sector=7,15954.3901703487,15.9543901703487
2022,nox,eu,H_Aviation,8,8,sec08,Aviation,EMEP_processed,AST,nox_AST_sector=8,9986.36387181202,9.98636387181202
2022,nox,eu,I_Offroad,8,9,sec09,Offroad,EMEP_processed,AST,nox_AST_sector=9,42553.3901920928,42.5533901920928
2022,nox,eu,J_Waste,9,10,sec10,Waste,EMEP_processed,AST,nox_AST_sector=10,526.012798642909,0.526012798642909
2022,nox,eu,K_AgriLivestock,10,11,sec11,AgriLivestock,EMEP_processed,AST,nox_AST_sector=11,15181.3367319599,15.1813367319599
2022,nox,eu,L_AgriOther,10,12,sec12,AgriOther,EMEP_processed,AST,nox_AST_sector=12,324436.981809001,324.436981809001
2022,nox,eu,M_Other,11,13,sec13,Other,EMEP_processed,AST,nox_AST_sector=13,0,0
2022,nox,eu,A_PublicPower,1,1,sec01,PublicPower,EMEP_processed,AT,nox_AT_sector=1,7728.38812837711,7.72838812837711
2022,nox,eu,B_Industry,3,2,sec02,Industry,EMEP_processed,AT,nox_AT_sector=2,22254.3961263126,22.2543961263126
2022,nox,eu,C_OtherStationaryComb,2,3,sec03,OtherStationaryComb,EMEP_processed,AT,nox_AT_sector=3,10981.5473416973,10.9815473416973
2022,nox,eu,D_Fugitive,5,4,sec04,Fugitive,EMEP_processed,AT,nox_AT_sector=4,0,0
2022,nox,eu,E_Solvents,6,5,sec05,Solvents,EMEP_processed,AT,nox_AT_sector=5,23.73933428,0.02373933428
2022,nox,eu,F_RoadTransport,7,6,sec06,RoadTransport,EMEP_processed,AT,nox_AT_sector=6,49353.1467229377,49.3531467229377
2022,nox,eu,G_Shipping,8,7,sec07,Shipping,EMEP_processed,AT,nox_AT_sector=7,1254.08236719138,1.25408236719138
2022,nox,eu,H_Aviation,8,8,sec08,Aviation,EMEP_processed,AT,nox_AT_sector=8,1343.65319694518,1.34365319694518
2022,nox,eu,I_Offroad,8,9,sec09,Offroad,EMEP_processed,AT,nox_AT_sector=9,10880.7586440595,10.8807586440595
2022,nox,eu,J_Waste,9,10,sec10,Waste,EMEP_processed,AT,nox_AT_sector=10,27.5375920990612,0.0275375920990612
2022,nox,eu,K_AgriLivestock,10,11,sec11,AgriLivestock,EMEP_processed,AT,nox_AT_sector=11,578.118200760027,0.578118200760027
2022,nox,eu,L_AgriOther,10,12,sec12,AgriOther,EMEP_processed,AT,nox_AT_sector=12,10012.8999183563,10.0128999183563
2022,nox,eu,M_Other,11,13,sec13,Other,EMEP_processed,AT,nox_AT_sector=13,0,0
2022,nox,eu,A_PublicPower,1,1,sec01,PublicPower,EMEP_processed,ATL,nox_ATL_sector=1,0,0
2022,nox,eu,B_Industry,3,2,sec02,Industry,EMEP_processed,ATL,nox_ATL_sector=2,0,0
