iso_char,iso_code,Pollutant,Data_source,emis_y,inv_y,agg,time_res,sec_num,sec_name,emis_t_tot_ncoutput,t1,tsum,tot_tres_ratio
AL,1,voc,NetCDF_output,2022,2024,allISO,annual,sec01,A_PublicPower,0,0,0,
AL,1,voc,NetCDF_output,2022,2024,allISO,annual,sec02,B_Industry,1703.6374970898,1703.6374970898,1703.6374970898,1
AL,1,voc,NetCDF_output,2022,2024,allISO,annual,sec03,C_OtherStationaryComb,7456.10120122577,7456.10120122577,7456.10120122577,1
AL,1,voc,NetCDF_output,2022,2024,allISO,annual,sec04,D_Fugitive,503.06110964343,503.06110964343,503.06110964343,1
AL,1,voc,NetCDF_output,2022,2024,allISO,annual,sec05,E_Solvents,9751.6709407568,9751.6709407568,9751.6709407568,1
AL,1,voc,NetCDF_output,2022,2024,allISO,annual,sec06,F_RoadTransport,1389.91254140255,1389.91254140255,1389.91254140255,1
AL,1,voc,NetCDF_output,2022,2024,allISO,annual,sec07,G_Shipping,468.378849836256,468.378849836256,468.378849836256,1
AL,1,voc,NetCDF_output,2022,2024,allISO,annual,sec08,H_Aviation,15.1460294723511,15.1460294723511,15.1460294723511,1
AL,1,voc,NetCDF_output,2022,2024,allISO,annual,sec09,I_Offroad,407.833910241636,407.833910241636,407.833910241636,1
AL,1,voc,NetCDF_output,2022,2024,allISO,annual,sec10,J_Waste,1465.57999887754,1465.57999887754,1465.57999887754,1
AL,1,voc,NetCDF_output,2022,2024,allISO,annual,sec11,K_AgriLivestock,5616.74996678962,5616.74996678962,5616.74996678962,1
AL,1,voc,NetCDF_output,2022,2024,allISO,annual,sec12,L_AgriOther,1196.35199514357,1196.35199514357,1196.35199514357,1
AL,1,voc,NetCDF_output,2022,2024,allISO,annual,sec13,M_Other,0,0,0,
AM,56,voc,NetCDF_output,2022,2024,allISO,annual,sec01,A_PublicPower,48.798278707335,48.798278707335,48.798278707335,1
AM,56,voc,NetCDF_output,2022,2024,allISO,annual,sec02,B_Industry,12.3377006312882,12.3377006312882,12.3377006312882,1
AM,56,voc,NetCDF_output,2022,2024,allISO,annual,sec03,C_OtherStationaryComb,13808.7150600777,13808.7150600777,13808.7150600777,1
AM,56,voc,NetCDF_output,2022,2024,allISO,annual,sec04,D_Fugitive,445.173967805539,445.173967805539,445.173967805539,1
AM,56,voc,NetCDF_output,2022,2024,allISO,annual,sec05,E_Solvents,11779.1638441324,11779.1638441324,11779.1638441324,1
AM,56,voc,NetCDF_output,2022,2024,allISO,annual,sec06,F_RoadTransport,3708.49497637637,3708.49497637637,3708.49497637637,1
AM,56,voc,NetCDF_output,2022,2024,allISO,annual,sec07,G_Shipping,0,0,0,
AM,56,voc,NetCDF_output,2022,2024,allISO,annual,sec08,H_Aviation,212.924827875268,212.924827875268,212.924827875268,1
AM,56,voc,NetCDF_output,2022,2024,allISO,annual,sec09,I_Offroad,19.3139573619108,19.3139573619108,19.3139573619108,1
AM,56,voc,NetCDF_output,2022,2024,allISO,annual,sec10,J_Waste,601.557986804597,601.557986804597,601.557986804597,1
AM,56,voc,NetCDF_output,2022,2024,allISO,annual,sec11,K_AgriLivestock,4854.77400351908,4854.77400351908,4854.77400351908,1
AM,56,voc,NetCDF_output,2022,2024,allISO,annual,sec12,L_AgriOther,2755.9200019807,2755.9200019807,2755.9200019807,1
AM,56,voc,NetCDF_output,2022,2024,allISO,annual,sec13,M_Other,0,0,0,
AST,96,voc,NetCDF_output,2022,2024,allISO,annual,sec01,A_PublicPower,47316.0019258773,47316.0019258773,47316.0019258773,1
AST,96,voc,NetCDF_output,2022,2024,allISO,annual,sec02,B_Industry,272572.497015434,272572.497015434,272572.497015434,1
AST,96,voc,NetCDF_output,2022,2024,allISO,annual,sec03,C_OtherStationaryComb,1433562.79143909,1433562.79143909,1433562.79143909,1
AST,96,voc,NetCDF_output,2022,2024,allISO,annual,sec04,D_Fugitive,1721309.80690974,1721309.80690974,1721309.80690974,1
AST,96,voc,NetCDF_output,2022,2024,allISO,annual,sec05,E_Solvents,1379856.87865199,1379856.87865199,1379856.87865199,1
AST,96,voc,NetCDF_output,2022,2024,allISO,annual,sec06,F_RoadTransport,565293.631574566,565293.631574566,565293.631574566,1
AST,96,voc,NetCDF_output,2022,2024,allISO,annual,sec07,G_Shipping,642.154026607779,642.154026607779,642.154026607779,1
AST,96,voc,NetCDF_output,2022,2024,allISO,annual,sec08,H_Aviation,177.515507721825,177.515507721825,177.515507721825,1
AST,96,voc,NetCDF_output,2022,2024,allISO,annual,sec09,I_Offroad,3843.73700388696,3843.73700388696,3843.73700388696,1
AST,96,voc,NetCDF_output,2022,2024,allISO,annual,sec10,J_Waste,78678.1518816046,78678.1518816046,78678.1518816046,1
AST,96,voc,NetCDF_output,2022,2024,allISO,annual,sec11,K_AgriLivestock,352863.768376063,352863.768376063,352863.768376063,1
AST,96,voc,NetCDF_output,2022,2024,allISO,annual,sec12,L_AgriOther,273472.047676375,273472.047676375,273472.047676375,1
AST,96,voc,NetCDF_output,2022,2024,allISO,annual,sec13,M_Other,0,0,0,
AT,2,voc,NetCDF_output,2022,2024,allISO,annual,sec01,A_PublicPower,306.68786417971,306.68786417971,306.68786417971,1
AT,2,voc,NetCDF_output,2022,2024,allISO,annual,sec02,B_Industry,4783.74773124509,4783.74773124509,4783.74773124509,1
AT,2,voc,NetCDF_output,2022,2024,allISO,annual,sec03,C_OtherStationaryComb,22888.2282463533,22888.2282463533,22888.2282463533,1
