Pollutant,Area,Year,Month,GNFR,Sector,layer,emis_kt
co,UK,2021,1,A_PublicPower,PublicPower,Emis_UK_PublicPower_1,4.85084725857401
co,UK,2021,2,A_PublicPower,PublicPower,Emis_UK_PublicPower_2,4.53984365972579
co,UK,2021,3,A_PublicPower,PublicPower,Emis_UK_PublicPower_3,5.00836846337075
co,UK,2021,4,A_PublicPower,PublicPower,Emis_UK_PublicPower_4,4.49541457491619
co,UK,2021,5,A_PublicPower,PublicPower,Emis_UK_PublicPower_5,3.3644926530844
co,UK,2021,6,A_PublicPower,PublicPower,Emis_UK_PublicPower_6,3.68357425495987
co,UK,2021,7,A_PublicPower,PublicPower,Emis_UK_PublicPower_7,3.63106716186775
co,UK,2021,8,A_PublicPower,PublicPower,Emis_UK_PublicPower_8,3.02925515807017
co,UK,2021,9,A_PublicPower,PublicPower,Emis_UK_PublicPower_9,3.52201397499891
co,UK,2021,10,A_PublicPower,PublicPower,Emis_UK_PublicPower_10,3.86532957159963
co,UK,2021,11,A_PublicPower,PublicPower,Emis_UK_PublicPower_11,3.82493947346488
co,UK,2021,12,A_PublicPower,PublicPower,Emis_UK_PublicPower_12,4.66101392334382
co,UK,2021,1,B_Industry,Industry,Emis_UK_Industry_1,23.7754992688554
co,UK,2021,2,B_Industry,Industry,Emis_UK_Industry_2,21.4889451411798
co,UK,2021,3,B_Industry,Industry,Emis_UK_Industry_3,23.7754992688554
co,UK,2021,4,B_Industry,Industry,Emis_UK_Industry_4,23.0055375519814
co,UK,2021,5,B_Industry,Industry,Emis_UK_Industry_5,23.7754992688554
co,UK,2021,6,B_Industry,Industry,Emis_UK_Industry_6,23.0055375519814
co,UK,2021,7,B_Industry,Industry,Emis_UK_Industry_7,23.7754992688554
co,UK,2021,8,B_Industry,Industry,Emis_UK_Industry_8,23.7754992688554
co,UK,2021,9,B_Industry,Industry,Emis_UK_Industry_9,23.0055375519814
co,UK,2021,10,B_Industry,Industry,Emis_UK_Industry_10,23.7754992688554
co,UK,2021,11,B_Industry,Industry,Emis_UK_Industry_11,23.0055375519814
co,UK,2021,12,B_Industry,Industry,Emis_UK_Industry_12,23.7754992688554
co,UK,2021,1,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_1,36.527786725289
co,UK,2021,2,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_2,33.6779537130789
co,UK,2021,3,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_3,26.7301856139733
co,UK,2021,4,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_4,21.9665961168463
co,UK,2021,5,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_5,12.3146069112767
co,UK,2021,6,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_6,11.0457031607117
co,UK,2021,7,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_7,11.3993320784858
co,UK,2021,8,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_8,11.3993320784858
co,UK,2021,9,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_9,11.0457031607117
co,UK,2021,10,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_10,15.3100518383315
co,UK,2021,11,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_11,22.5074403453377
co,UK,2021,12,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_12,35.695718700296
co,UK,2021,1,D_Fugitive,Fugitive,Emis_UK_Fugitive_1,0
co,UK,2021,2,D_Fugitive,Fugitive,Emis_UK_Fugitive_2,0
co,UK,2021,3,D_Fugitive,Fugitive,Emis_UK_Fugitive_3,0
co,UK,2021,4,D_Fugitive,Fugitive,Emis_UK_Fugitive_4,0
co,UK,2021,5,D_Fugitive,Fugitive,Emis_UK_Fugitive_5,0
co,UK,2021,6,D_Fugitive,Fugitive,Emis_UK_Fugitive_6,0
co,UK,2021,7,D_Fugitive,Fugitive,Emis_UK_Fugitive_7,0
co,UK,2021,8,D_Fugitive,Fugitive,Emis_UK_Fugitive_8,0
co,UK,2021,9,D_Fugitive,Fugitive,Emis_UK_Fugitive_9,0
co,UK,2021,10,D_Fugitive,Fugitive,Emis_UK_Fugitive_10,0
co,UK,2021,11,D_Fugitive,Fugitive,Emis_UK_Fugitive_11,0
co,UK,2021,12,D_Fugitive,Fugitive,Emis_UK_Fugitive_12,0
co,UK,2021,1,E_Solvents,Solvents,Emis_UK_Solvents_1,0.155819605732152
co,UK,2021,2,E_Solvents,Solvents,Emis_UK_Solvents_2,0.155819605732152
co,UK,2021,3,E_Solvents,Solvents,Emis_UK_Solvents_3,0.155819605732152
co,UK,2021,4,E_Solvents,Solvents,Emis_UK_Solvents_4,0.155819605732152
co,UK,2021,5,E_Solvents,Solvents,Emis_UK_Solvents_5,0.155819605732152
co,UK,2021,6,E_Solvents,Solvents,Emis_UK_Solvents_6,0.155819605732152
co,UK,2021,7,E_Solvents,Solvents,Emis_UK_Solvents_7,0.155819605732152
co,UK,2021,8,E_Solvents,Solvents,Emis_UK_Solvents_8,0.155819605732152
co,UK,2021,9,E_Solvents,Solvents,Emis_UK_Solvents_9,0.155819605732152
co,UK,2021,10,E_Solvents,Solvents,Emis_UK_Solvents_10,0.155819605732152
co,UK,2021,11,E_Solvents,Solvents,Emis_UK_Solvents_11,0.155819605732152
co,UK,2021,12,E_Solvents,Solvents,Emis_UK_Solvents_12,0.155819605732152
co,UK,2021,1,F_RoadTransport,RoadTransport,Emis_UK_RoadTransport_1,18.0042194625422
co,UK,2021,2,F_RoadTransport,RoadTransport,Emis_UK_RoadTransport_2,18.0042194625422
co,UK,2021,3,F_RoadTransport,RoadTransport,Emis_UK_RoadTransport_3,18.0042194625422
co,UK,2021,4,F_RoadTransport,RoadTransport,Emis_UK_RoadTransport_4,18.0042194625422
co,UK,2021,5,F_RoadTransport,RoadTransport,Emis_UK_RoadTransport_5,18.0042194625422
co,UK,2021,6,F_RoadTransport,RoadTransport,Emis_UK_RoadTransport_6,18.0042194625422
co,UK,2021,7,F_RoadTransport,RoadTransport,Emis_UK_RoadTransport_7,18.0042194625422
co,UK,2021,8,F_RoadTransport,RoadTransport,Emis_UK_RoadTransport_8,18.0042194625422
co,UK,2021,9,F_RoadTransport,RoadTransport,Emis_UK_RoadTransport_9,18.0042194625422
co,UK,2021,10,F_RoadTransport,RoadTransport,Emis_UK_RoadTransport_10,18.0042194625422
co,UK,2021,11,F_RoadTransport,RoadTransport,Emis_UK_RoadTransport_11,18.0042194625422
co,UK,2021,12,F_RoadTransport,RoadTransport,Emis_UK_RoadTransport_12,18.0042194625422
co,UK,2021,1,G_Shipping,Shipping,Emis_UK_Shipping_1,0
co,UK,2021,2,G_Shipping,Shipping,Emis_UK_Shipping_2,0
co,UK,2021,3,G_Shipping,Shipping,Emis_UK_Shipping_3,0
co,UK,2021,4,G_Shipping,Shipping,Emis_UK_Shipping_4,0
co,UK,2021,5,G_Shipping,Shipping,Emis_UK_Shipping_5,0
co,UK,2021,6,G_Shipping,Shipping,Emis_UK_Shipping_6,0
co,UK,2021,7,G_Shipping,Shipping,Emis_UK_Shipping_7,0
co,UK,2021,8,G_Shipping,Shipping,Emis_UK_Shipping_8,0
co,UK,2021,9,G_Shipping,Shipping,Emis_UK_Shipping_9,0
co,UK,2021,10,G_Shipping,Shipping,Emis_UK_Shipping_10,0
co,UK,2021,11,G_Shipping,Shipping,Emis_UK_Shipping_11,0
co,UK,2021,12,G_Shipping,Shipping,Emis_UK_Shipping_12,0
co,UK,2021,1,H_Aviation,Aviation,Emis_UK_Aviation_1,0
co,UK,2021,2,H_Aviation,Aviation,Emis_UK_Aviation_2,0
co,UK,2021,3,H_Aviation,Aviation,Emis_UK_Aviation_3,0
co,UK,2021,4,H_Aviation,Aviation,Emis_UK_Aviation_4,0
co,UK,2021,5,H_Aviation,Aviation,Emis_UK_Aviation_5,0
co,UK,2021,6,H_Aviation,Aviation,Emis_UK_Aviation_6,0
co,UK,2021,7,H_Aviation,Aviation,Emis_UK_Aviation_7,0
co,UK,2021,8,H_Aviation,Aviation,Emis_UK_Aviation_8,0
co,UK,2021,9,H_Aviation,Aviation,Emis_UK_Aviation_9,0
co,UK,2021,10,H_Aviation,Aviation,Emis_UK_Aviation_10,0
co,UK,2021,11,H_Aviation,Aviation,Emis_UK_Aviation_11,0
co,UK,2021,12,H_Aviation,Aviation,Emis_UK_Aviation_12,0
co,UK,2021,1,I_Offroad,Offroad,Emis_UK_Offroad_1,36.3641095233406
co,UK,2021,2,I_Offroad,Offroad,Emis_UK_Offroad_2,36.3641095233406
co,UK,2021,3,I_Offroad,Offroad,Emis_UK_Offroad_3,36.3641095233406
co,UK,2021,4,I_Offroad,Offroad,Emis_UK_Offroad_4,36.3641095233406
co,UK,2021,5,I_Offroad,Offroad,Emis_UK_Offroad_5,36.3641095233406
co,UK,2021,6,I_Offroad,Offroad,Emis_UK_Offroad_6,36.3641095233406
co,UK,2021,7,I_Offroad,Offroad,Emis_UK_Offroad_7,36.3641095233406
co,UK,2021,8,I_Offroad,Offroad,Emis_UK_Offroad_8,36.3641095233406
co,UK,2021,9,I_Offroad,Offroad,Emis_UK_Offroad_9,36.3641095233406
co,UK,2021,10,I_Offroad,Offroad,Emis_UK_Offroad_10,36.3641095233406
co,UK,2021,11,I_Offroad,Offroad,Emis_UK_Offroad_11,36.3641095233406
co,UK,2021,12,I_Offroad,Offroad,Emis_UK_Offroad_12,36.3641095233406
co,UK,2021,1,J_Waste,Waste,Emis_UK_Waste_1,2.21781257797157
co,UK,2021,2,J_Waste,Waste,Emis_UK_Waste_2,2.21781257797157
co,UK,2021,3,J_Waste,Waste,Emis_UK_Waste_3,2.21781257797157
co,UK,2021,4,J_Waste,Waste,Emis_UK_Waste_4,2.21781257797157
co,UK,2021,5,J_Waste,Waste,Emis_UK_Waste_5,2.21781257797157
co,UK,2021,6,J_Waste,Waste,Emis_UK_Waste_6,2.21781257797157
co,UK,2021,7,J_Waste,Waste,Emis_UK_Waste_7,2.21781257797157
co,UK,2021,8,J_Waste,Waste,Emis_UK_Waste_8,2.21781257797157
co,UK,2021,9,J_Waste,Waste,Emis_UK_Waste_9,2.21781257797157
co,UK,2021,10,J_Waste,Waste,Emis_UK_Waste_10,2.21781257797157
co,UK,2021,11,J_Waste,Waste,Emis_UK_Waste_11,2.21781257797157
co,UK,2021,12,J_Waste,Waste,Emis_UK_Waste_12,2.21781257797157
co,UK,2021,1,K_AgriLivestock,AgriLivestock,Emis_UK_AgriLivestock_1,0
co,UK,2021,2,K_AgriLivestock,AgriLivestock,Emis_UK_AgriLivestock_2,0
co,UK,2021,3,K_AgriLivestock,AgriLivestock,Emis_UK_AgriLivestock_3,0
co,UK,2021,4,K_AgriLivestock,AgriLivestock,Emis_UK_AgriLivestock_4,0
co,UK,2021,5,K_AgriLivestock,AgriLivestock,Emis_UK_AgriLivestock_5,0
co,UK,2021,6,K_AgriLivestock,AgriLivestock,Emis_UK_AgriLivestock_6,0
co,UK,2021,7,K_AgriLivestock,AgriLivestock,Emis_UK_AgriLivestock_7,0
co,UK,2021,8,K_AgriLivestock,AgriLivestock,Emis_UK_AgriLivestock_8,0
co,UK,2021,9,K_AgriLivestock,AgriLivestock,Emis_UK_AgriLivestock_9,0
co,UK,2021,10,K_AgriLivestock,AgriLivestock,Emis_UK_AgriLivestock_10,0
co,UK,2021,11,K_AgriLivestock,AgriLivestock,Emis_UK_AgriLivestock_11,0
co,UK,2021,12,K_AgriLivestock,AgriLivestock,Emis_UK_AgriLivestock_12,0
co,UK,2021,1,L_AgriOther,AgriOther,Emis_UK_AgriOther_1,0
co,UK,2021,2,L_AgriOther,AgriOther,Emis_UK_AgriOther_2,0
co,UK,2021,3,L_AgriOther,AgriOther,Emis_UK_AgriOther_3,0
co,UK,2021,4,L_AgriOther,AgriOther,Emis_UK_AgriOther_4,0
co,UK,2021,5,L_AgriOther,AgriOther,Emis_UK_AgriOther_5,0
co,UK,2021,6,L_AgriOther,AgriOther,Emis_UK_AgriOther_6,0
co,UK,2021,7,L_AgriOther,AgriOther,Emis_UK_AgriOther_7,0
co,UK,2021,8,L_AgriOther,AgriOther,Emis_UK_AgriOther_8,0
co,UK,2021,9,L_AgriOther,AgriOther,Emis_UK_AgriOther_9,0
co,UK,2021,10,L_AgriOther,AgriOther,Emis_UK_AgriOther_10,0
co,UK,2021,11,L_AgriOther,AgriOther,Emis_UK_AgriOther_11,0
co,UK,2021,12,L_AgriOther,AgriOther,Emis_UK_AgriOther_12,0
co,UK,2021,1,M_Other,Other,Emis_UK_Other_1,4.12765352489941
co,UK,2021,2,M_Other,Other,Emis_UK_Other_2,4.12765352489941
co,UK,2021,3,M_Other,Other,Emis_UK_Other_3,4.12765352489941
co,UK,2021,4,M_Other,Other,Emis_UK_Other_4,4.12765352489941
co,UK,2021,5,M_Other,Other,Emis_UK_Other_5,4.12765352489941
co,UK,2021,6,M_Other,Other,Emis_UK_Other_6,4.12765352489941
co,UK,2021,7,M_Other,Other,Emis_UK_Other_7,4.12765352489941
co,UK,2021,8,M_Other,Other,Emis_UK_Other_8,4.12765352489941
co,UK,2021,9,M_Other,Other,Emis_UK_Other_9,4.12765352489941
co,UK,2021,10,M_Other,Other,Emis_UK_Other_10,4.12765352489941
co,UK,2021,11,M_Other,Other,Emis_UK_Other_11,4.12765352489941
co,UK,2021,12,M_Other,Other,Emis_UK_Other_12,4.12765352489941
co,IE,2021,1,A_PublicPower,PublicPower,Emis_IE_PublicPower_1,1.12769767678296
co,IE,2021,2,A_PublicPower,PublicPower,Emis_IE_PublicPower_2,1.13507515294803
co,IE,2021,3,A_PublicPower,PublicPower,Emis_IE_PublicPower_3,0.994903367177118
co,IE,2021,4,A_PublicPower,PublicPower,Emis_IE_PublicPower_4,1.10134958963469
co,IE,2021,5,A_PublicPower,PublicPower,Emis_IE_PublicPower_5,1.08132505439175
co,IE,2021,6,A_PublicPower,PublicPower,Emis_IE_PublicPower_6,0.98225630046986
co,IE,2021,7,A_PublicPower,PublicPower,Emis_IE_PublicPower_7,1.08132505439175
co,IE,2021,8,A_PublicPower,PublicPower,Emis_IE_PublicPower_8,1.01387399255484
co,IE,2021,9,A_PublicPower,PublicPower,Emis_IE_PublicPower_9,0.921128750514239
co,IE,2021,10,A_PublicPower,PublicPower,Emis_IE_PublicPower_10,1.07605543240812
co,IE,2021,11,A_PublicPower,PublicPower,Emis_IE_PublicPower_11,1.10872704660706
