ISO,Year,EMEP_data,GNFR,Pollutant,emis_t,SNAP,Region,EMEP_Sector,sec_long,long_name,Data_source
AL,2021,2021,B_Industry,nh3,2.93581689739738,3,eu,2,sec02,Industry,EMEP_unprocessed
AL,2021,2021,C_OtherStationaryComb,nh3,51.6481321857473,2,eu,3,sec03,OtherStationaryComb,EMEP_unprocessed
AL,2021,2021,D_Fugitive,nh3,0.346931860169049,5,eu,4,sec04,Fugitive,EMEP_unprocessed
AL,2021,2021,F_RoadTransport,nh3,97.0866937552936,7,eu,6,sec06,RoadTransport,EMEP_unprocessed
AL,2021,2021,G_Shipping,nh3,0.651891611442283,8,eu,7,sec07,Shipping,EMEP_unprocessed
AL,2021,2021,I_Offroad,nh3,0.506390802567722,8,eu,9,sec09,Offroad,EMEP_unprocessed
AL,2021,2021,K_AgriLivestock,nh3,6638.03000010508,10,eu,11,sec11,AgriLivestock,EMEP_unprocessed
AL,2021,2021,L_AgriOther,nh3,9387.13000023842,10,eu,12,sec12,AgriOther,EMEP_unprocessed
AL,2021,2021,M_Other,nh3,462.8,11,eu,13,sec13,Other,EMEP_unprocessed
AM,2021,2021,A_PublicPower,nh3,0.7402774706175,1,eu,1,sec01,PublicPower,EMEP_unprocessed
AM,2021,2021,B_Industry,nh3,52.2244611441907,3,eu,2,sec02,Industry,EMEP_unprocessed
AM,2021,2021,C_OtherStationaryComb,nh3,81.5397975879595,2,eu,3,sec03,OtherStationaryComb,EMEP_unprocessed
AM,2021,2021,F_RoadTransport,nh3,42.0918343340234,7,eu,6,sec06,RoadTransport,EMEP_unprocessed
AM,2021,2021,I_Offroad,nh3,0.0407389958123718,8,eu,9,sec09,Offroad,EMEP_unprocessed
AM,2021,2021,K_AgriLivestock,nh3,5677.92000028337,10,eu,11,sec11,AgriLivestock,EMEP_unprocessed
AM,2021,2021,L_AgriOther,nh3,8533.45999982299,10,eu,12,sec12,AgriOther,EMEP_unprocessed
AM,2021,2021,M_Other,nh3,943.899999999999,11,eu,13,sec13,Other,EMEP_unprocessed
AST,2021,2021,A_PublicPower,nh3,9840.79943938786,1,eu,1,sec01,PublicPower,EMEP_unprocessed
AST,2021,2021,B_Industry,nh3,13873.5063910191,3,eu,2,sec02,Industry,EMEP_unprocessed
AST,2021,2021,C_OtherStationaryComb,nh3,211747.344861513,2,eu,3,sec03,OtherStationaryComb,EMEP_unprocessed
AST,2021,2021,E_Solvents,nh3,11874.1821221958,6,eu,5,sec05,Solvents,EMEP_unprocessed
AST,2021,2021,F_RoadTransport,nh3,36169.2094686063,7,eu,6,sec06,RoadTransport,EMEP_unprocessed
AST,2021,2021,G_Shipping,nh3,1.3370161930414,8,eu,7,sec07,Shipping,EMEP_unprocessed
AST,2021,2021,H_Aviation,nh3,110.912505473126,8,eu,8,sec08,Aviation,EMEP_unprocessed
AST,2021,2021,I_Offroad,nh3,29.0437711801441,8,eu,9,sec09,Offroad,EMEP_unprocessed
AST,2021,2021,J_Waste,nh3,4240.42602481587,9,eu,10,sec10,Waste,EMEP_unprocessed
AST,2021,2021,K_AgriLivestock,nh3,390318.149746333,10,eu,11,sec11,AgriLivestock,EMEP_unprocessed
AST,2021,2021,L_AgriOther,nh3,2893047.35683306,10,eu,12,sec12,AgriOther,EMEP_unprocessed
AT,2021,2021,A_PublicPower,nh3,355.205274888463,1,eu,1,sec01,PublicPower,EMEP_unprocessed
AT,2021,2021,B_Industry,nh3,576.679828740252,3,eu,2,sec02,Industry,EMEP_unprocessed
AT,2021,2021,C_OtherStationaryComb,nh3,704.467317642079,2,eu,3,sec03,OtherStationaryComb,EMEP_unprocessed
AT,2021,2021,D_Fugitive,nh3,0.0650222999999999,5,eu,4,sec04,Fugitive,EMEP_unprocessed
AT,2021,2021,E_Solvents,nh3,57.9857609034,6,eu,5,sec05,Solvents,EMEP_unprocessed
