ISO,Year,EMEP_data,GNFR,Pollutant,emis_t,SNAP,Region,EMEP_Sector,sec_long,long_name,Data_source
AL,2021,2021,B_Industry,co,1672.26609888036,3,eu,2,sec02,Industry,EMEP_unprocessed
AL,2021,2021,C_OtherStationaryComb,co,16897.9434775607,2,eu,3,sec03,OtherStationaryComb,EMEP_unprocessed
AL,2021,2021,D_Fugitive,co,350.906955747994,5,eu,4,sec04,Fugitive,EMEP_unprocessed
AL,2021,2021,E_Solvents,co,1223.79349790924,6,eu,5,sec05,Solvents,EMEP_unprocessed
AL,2021,2021,F_RoadTransport,co,16073.8908988359,7,eu,6,sec06,RoadTransport,EMEP_unprocessed
AL,2021,2021,G_Shipping,co,4568.80512155718,8,eu,7,sec07,Shipping,EMEP_unprocessed
AL,2021,2021,I_Offroad,co,608.126159873797,8,eu,9,sec09,Offroad,EMEP_unprocessed
AL,2021,2021,J_Waste,co,7185.56000124559,9,eu,10,sec10,Waste,EMEP_unprocessed
AL,2021,2021,L_AgriOther,co,4528.63999979445,10,eu,12,sec12,AgriOther,EMEP_unprocessed
AM,2021,2021,A_PublicPower,co,703.870213368226,1,eu,1,sec01,PublicPower,EMEP_unprocessed
AM,2021,2021,B_Industry,co,1022.09379342786,3,eu,2,sec02,Industry,EMEP_unprocessed
AM,2021,2021,C_OtherStationaryComb,co,36247.0758057817,2,eu,3,sec03,OtherStationaryComb,EMEP_unprocessed
AM,2021,2021,E_Solvents,co,1450.70970910309,6,eu,5,sec05,Solvents,EMEP_unprocessed
AM,2021,2021,F_RoadTransport,co,41872.5871650171,7,eu,6,sec06,RoadTransport,EMEP_unprocessed
AM,2021,2021,I_Offroad,co,61.7509384174004,8,eu,9,sec09,Offroad,EMEP_unprocessed
AM,2021,2021,J_Waste,co,3013.90000019605,9,eu,10,sec10,Waste,EMEP_unprocessed
AM,2021,2021,L_AgriOther,co,12126.0600005552,10,eu,12,sec12,AgriOther,EMEP_unprocessed
AST,2021,2021,A_PublicPower,co,495927.364625599,1,eu,1,sec01,PublicPower,EMEP_unprocessed
AST,2021,2021,B_Industry,co,615357.041630669,3,eu,2,sec02,Industry,EMEP_unprocessed
