ISO,Year,EMEP_data,GNFR,Pollutant,emis_t,SNAP,Region,EMEP_Sector,sec_long,long_name,Data_source
AL,2021,2021,B_Industry,pm25,1390.53436586221,3,eu,2,sec02,Industry,EMEP_unprocessed
AL,2021,2021,C_OtherStationaryComb,pm25,3327.11243780134,2,eu,3,sec03,OtherStationaryComb,EMEP_unprocessed
AL,2021,2021,D_Fugitive,pm25,126.257019219615,5,eu,4,sec04,Fugitive,EMEP_unprocessed
AL,2021,2021,E_Solvents,pm25,360.024590439549,6,eu,5,sec05,Solvents,EMEP_unprocessed
AL,2021,2021,F_RoadTransport,pm25,491.26142363198,7,eu,6,sec06,RoadTransport,EMEP_unprocessed
AL,2021,2021,G_Shipping,pm25,176.044464543397,8,eu,7,sec07,Shipping,EMEP_unprocessed
AL,2021,2021,H_Aviation,pm25,0.132849902554489,8,eu,8,sec08,Aviation,EMEP_unprocessed
AL,2021,2021,I_Offroad,pm25,168.687729751271,8,eu,9,sec09,Offroad,EMEP_unprocessed
AL,2021,2021,J_Waste,pm25,1495.27999984128,9,eu,10,sec10,Waste,EMEP_unprocessed
AL,2021,2021,K_AgriLivestock,pm25,170.460000004232,10,eu,11,sec11,AgriLivestock,EMEP_unprocessed
AL,2021,2021,L_AgriOther,pm25,608.670000037948,10,eu,12,sec12,AgriOther,EMEP_unprocessed
AM,2021,2021,A_PublicPower,pm25,11.834157898466,1,eu,1,sec01,PublicPower,EMEP_unprocessed
AM,2021,2021,B_Industry,pm25,1250.70684853455,3,eu,2,sec02,Industry,EMEP_unprocessed
AM,2021,2021,C_OtherStationaryComb,pm25,7045.24227245957,2,eu,3,sec03,OtherStationaryComb,EMEP_unprocessed
AM,2021,2021,D_Fugitive,pm25,0.0873312352283788,5,eu,4,sec04,Fugitive,EMEP_unprocessed
AM,2021,2021,E_Solvents,pm25,427.022906504992,6,eu,5,sec05,Solvents,EMEP_unprocessed
AM,2021,2021,F_RoadTransport,pm25,761.049551013875,7,eu,6,sec06,RoadTransport,EMEP_unprocessed
AM,2021,2021,H_Aviation,pm25,1.6570318675659,8,eu,8,sec08,Aviation,EMEP_unprocessed
AM,2021,2021,I_Offroad,pm25,22.5851249731839,8,eu,9,sec09,Offroad,EMEP_unprocessed
AM,2021,2021,J_Waste,pm25,627.179978191241,9,eu,10,sec10,Waste,EMEP_unprocessed
AM,2021,2021,K_AgriLivestock,pm25,150.740000001017,10,eu,11,sec11,AgriLivestock,EMEP_unprocessed
AM,2021,2021,L_AgriOther,pm25,1416.43000005319,10,eu,12,sec12,AgriOther,EMEP_unprocessed
AST,2021,2021,A_PublicPower,pm25,82107.9236488234,1,eu,1,sec01,PublicPower,EMEP_unprocessed
AST,2021,2021,B_Industry,pm25,94891.3478508109,3,eu,2,sec02,Industry,EMEP_unprocessed
AST,2021,2021,C_OtherStationaryComb,pm25,790744.897492465,2,eu,3,sec03,OtherStationaryComb,EMEP_unprocessed
AST,2021,2021,D_Fugitive,pm25,654.786318374497,5,eu,4,sec04,Fugitive,EMEP_unprocessed
AST,2021,2021,E_Solvents,pm25,5047.93326579392,6,eu,5,sec05,Solvents,EMEP_unprocessed
AST,2021,2021,F_RoadTransport,pm25,56528.9673470873,7,eu,6,sec06,RoadTransport,EMEP_unprocessed
AST,2021,2021,G_Shipping,pm25,2226.10304306941,8,eu,7,sec07,Shipping,EMEP_unprocessed
AST,2021,2021,H_Aviation,pm25,80.6696173208973,8,eu,8,sec08,Aviation,EMEP_unprocessed
AST,2021,2021,I_Offroad,pm25,10913.3291128881,8,eu,9,sec09,Offroad,EMEP_unprocessed
AST,2021,2021,J_Waste,pm25,2527.68648157024,9,eu,10,sec10,Waste,EMEP_unprocessed
AST,2021,2021,K_AgriLivestock,pm25,17759.8848717081,10,eu,11,sec11,AgriLivestock,EMEP_unprocessed
AST,2021,2021,L_AgriOther,pm25,130689.931314223,10,eu,12,sec12,AgriOther,EMEP_unprocessed
AT,2021,2021,A_PublicPower,pm25,872.662619369572,1,eu,1,sec01,PublicPower,EMEP_unprocessed
AT,2021,2021,B_Industry,pm25,2262.35890840753,3,eu,2,sec02,Industry,EMEP_unprocessed
