iso_char,iso_code,Pollutant,Data_source,emis_y,inv_y,agg,time_res,sec_num,sec_name,emis_t_tot_ncinput,emis_t_tot_array,t1,tsum,tot_tres_ratio
AL,1,co,NetCDF_input,2021,2024,allISO,annual,sec01,A_PublicPower,0,0,0,0,
AL,1,co,NetCDF_input,2021,2024,allISO,annual,sec02,B_Industry,1672.26609888036,1672.26609888036,1672.26609888036,1672.26609888036,1
AL,1,co,NetCDF_input,2021,2024,allISO,annual,sec03,C_OtherStationaryComb,16897.9434775607,16897.9434775607,16897.9434775607,16897.9434775607,1
AL,1,co,NetCDF_input,2021,2024,allISO,annual,sec04,D_Fugitive,350.906955747994,350.906955747994,350.906955747994,350.906955747994,1
AL,1,co,NetCDF_input,2021,2024,allISO,annual,sec05,E_Solvents,1223.79349790924,1223.79349790924,1223.79349790924,1223.79349790924,1
AL,1,co,NetCDF_input,2021,2024,allISO,annual,sec06,F_RoadTransport,16073.8908988359,16073.8908988359,16073.8908988359,16073.8908988359,1
AL,1,co,NetCDF_input,2021,2024,allISO,annual,sec07,G_Shipping,4568.80512155718,4568.80512155718,4568.80512155718,4568.80512155718,1
AL,1,co,NetCDF_input,2021,2024,allISO,annual,sec08,H_Aviation,0,0,0,0,
AL,1,co,NetCDF_input,2021,2024,allISO,annual,sec09,I_Offroad,608.126159873797,608.126159873797,608.126159873797,608.126159873797,1
AL,1,co,NetCDF_input,2021,2024,allISO,annual,sec10,J_Waste,7185.5600012456,7185.5600012456,7185.5600012456,7185.5600012456,1
AL,1,co,NetCDF_input,2021,2024,allISO,annual,sec11,K_AgriLivestock,0,0,0,0,
AL,1,co,NetCDF_input,2021,2024,allISO,annual,sec12,L_AgriOther,4528.63999979445,4528.63999979445,4528.63999979445,4528.63999979445,1
AL,1,co,NetCDF_input,2021,2024,allISO,annual,sec13,M_Other,0,0,0,0,
AM,56,co,NetCDF_input,2021,2024,allISO,annual,sec01,A_PublicPower,703.870213368226,703.870213368226,703.870213368226,703.870213368226,1
AM,56,co,NetCDF_input,2021,2024,allISO,annual,sec02,B_Industry,1022.09379342786,1022.09379342786,1022.09379342786,1022.09379342786,1
AM,56,co,NetCDF_input,2021,2024,allISO,annual,sec03,C_OtherStationaryComb,36247.0758057817,36247.0758057817,36247.0758057817,36247.0758057817,1
AM,56,co,NetCDF_input,2021,2024,allISO,annual,sec04,D_Fugitive,0,0,0,0,
AM,56,co,NetCDF_input,2021,2024,allISO,annual,sec05,E_Solvents,1450.70970910309,1450.70970910309,1450.70970910309,1450.70970910309,1
AM,56,co,NetCDF_input,2021,2024,allISO,annual,sec06,F_RoadTransport,41872.587165017,41872.5871650171,41872.587165017,41872.587165017,1
AM,56,co,NetCDF_input,2021,2024,allISO,annual,sec07,G_Shipping,0,0,0,0,
AM,56,co,NetCDF_input,2021,2024,allISO,annual,sec08,H_Aviation,0,0,0,0,
AM,56,co,NetCDF_input,2021,2024,allISO,annual,sec09,I_Offroad,61.7509384174004,61.7509384174004,61.7509384174004,61.7509384174004,1
AM,56,co,NetCDF_input,2021,2024,allISO,annual,sec10,J_Waste,3013.90000019605,3013.90000019605,3013.90000019605,3013.90000019605,1
AM,56,co,NetCDF_input,2021,2024,allISO,annual,sec11,K_AgriLivestock,0,0,0,0,
AM,56,co,NetCDF_input,2021,2024,allISO,annual,sec12,L_AgriOther,12126.0600005552,12126.0600005552,12126.0600005552,12126.0600005552,1
AM,56,co,NetCDF_input,2021,2024,allISO,annual,sec13,M_Other,0,0,0,0,
AST,96,co,NetCDF_input,2021,2024,allISO,annual,sec01,A_PublicPower,495927.3646256,495927.364625599,495927.3646256,495927.3646256,1
AST,96,co,NetCDF_input,2021,2024,allISO,annual,sec02,B_Industry,615357.041630667,615357.041630673,615357.041630667,615357.041630667,1
AST,96,co,NetCDF_input,2021,2024,allISO,annual,sec03,C_OtherStationaryComb,9016153.39940992,9016153.39940996,9016153.39940992,9016153.39940992,1
AST,96,co,NetCDF_input,2021,2024,allISO,annual,sec04,D_Fugitive,230212.253195341,230212.253195341,230212.253195341,230212.253195341,1
AST,96,co,NetCDF_input,2021,2024,allISO,annual,sec05,E_Solvents,582.803404924348,582.803404924348,582.803404924348,582.803404924348,1
AST,96,co,NetCDF_input,2021,2024,allISO,annual,sec06,F_RoadTransport,1591594.60466699,1591594.60466698,1591594.60466699,1591594.60466699,1
AST,96,co,NetCDF_input,2021,2024,allISO,annual,sec07,G_Shipping,3847.90335868287,3847.90335868287,3847.90335868287,3847.90335868287,1
AST,96,co,NetCDF_input,2021,2024,allISO,annual,sec08,H_Aviation,4483.69463902585,4483.69463902585,4483.69463902585,4483.69463902585,1
AST,96,co,NetCDF_input,2021,2024,allISO,annual,sec09,I_Offroad,13038.7273803095,13038.7273803095,13038.7273803095,13038.7273803095,1
AST,96,co,NetCDF_input,2021,2024,allISO,annual,sec10,J_Waste,198.624581512775,198.624581512775,198.624581512775,198.624581512775,1
AST,96,co,NetCDF_input,2021,2024,allISO,annual,sec11,K_AgriLivestock,0,0,0,0,
AST,96,co,NetCDF_input,2021,2024,allISO,annual,sec12,L_AgriOther,1425392.50260955,1425392.50260954,1425392.50260955,1425392.50260955,1
AST,96,co,NetCDF_input,2021,2024,allISO,annual,sec13,M_Other,0,0,0,0,
AT,2,co,NetCDF_input,2021,2024,allISO,annual,sec01,A_PublicPower,4315.74905983883,4315.74905983883,4315.74905983883,4315.74905983883,1
AT,2,co,NetCDF_input,2021,2024,allISO,annual,sec02,B_Industry,192554.105043634,192554.105043634,192554.105043634,192554.105043634,1
AT,2,co,NetCDF_input,2021,2024,allISO,annual,sec03,C_OtherStationaryComb,260483.561396576,260483.561396576,260483.561396576,260483.561396576,1
AT,2,co,NetCDF_input,2021,2024,allISO,annual,sec04,D_Fugitive,0,0,0,0,
AT,2,co,NetCDF_input,2021,2024,allISO,annual,sec05,E_Solvents,746.816316359598,746.8163163596,746.816316359598,746.816316359598,1
AT,2,co,NetCDF_input,2021,2024,allISO,annual,sec06,F_RoadTransport,47636.9688483058,47636.9688483058,47636.9688483058,47636.9688483058,1
AT,2,co,NetCDF_input,2021,2024,allISO,annual,sec07,G_Shipping,2171.09795822784,2171.09795822784,2171.09795822784,2171.09795822784,1
AT,2,co,NetCDF_input,2021,2024,allISO,annual,sec08,H_Aviation,3155.05765494495,3155.05765494495,3155.05765494495,3155.05765494495,1
AT,2,co,NetCDF_input,2021,2024,allISO,annual,sec09,I_Offroad,23753.8890529669,23753.8890529669,23753.8890529669,23753.8890529669,1
AT,2,co,NetCDF_input,2021,2024,allISO,annual,sec10,J_Waste,2577.21348502312,2577.21348502312,2577.21348502312,2577.21348502312,1
AT,2,co,NetCDF_input,2021,2024,allISO,annual,sec11,K_AgriLivestock,0,0,0,0,
AT,2,co,NetCDF_input,2021,2024,allISO,annual,sec12,L_AgriOther,0,0,0,0,
AT,2,co,NetCDF_input,2021,2024,allISO,annual,sec13,M_Other,0,0,0,0,
ATL,32,co,NetCDF_input,2021,2024,allISO,annual,sec01,A_PublicPower,0,0,0,0,
ATL,32,co,NetCDF_input,2021,2024,allISO,annual,sec02,B_Industry,0,0,0,0,
ATL,32,co,NetCDF_input,2021,2024,allISO,annual,sec03,C_OtherStationaryComb,0,0,0,0,
ATL,32,co,NetCDF_input,2021,2024,allISO,annual,sec04,D_Fugitive,0,0,0,0,
ATL,32,co,NetCDF_input,2021,2024,allISO,annual,sec05,E_Solvents,0,0,0,0,
ATL,32,co,NetCDF_input,2021,2024,allISO,annual,sec06,F_RoadTransport,0,0,0,0,
ATL,32,co,NetCDF_input,2021,2024,allISO,annual,sec07,G_Shipping,56478.8216613248,56478.8216613255,56478.8216613248,56478.8216613248,1
ATL,32,co,NetCDF_input,2021,2024,allISO,annual,sec08,H_Aviation,0,0,0,0,
ATL,32,co,NetCDF_input,2021,2024,allISO,annual,sec09,I_Offroad,0,0,0,0,
ATL,32,co,NetCDF_input,2021,2024,allISO,annual,sec10,J_Waste,0,0,0,0,
ATL,32,co,NetCDF_input,2021,2024,allISO,annual,sec11,K_AgriLivestock,0,0,0,0,
ATL,32,co,NetCDF_input,2021,2024,allISO,annual,sec12,L_AgriOther,0,0,0,0,
ATL,32,co,NetCDF_input,2021,2024,allISO,annual,sec13,M_Other,0,0,0,0,
AZ,69,co,NetCDF_input,2021,2024,allISO,annual,sec01,A_PublicPower,5718.76684030783,5718.76684030783,5718.76684030783,5718.76684030783,1
AZ,69,co,NetCDF_input,2021,2024,allISO,annual,sec02,B_Industry,14738.4007929633,14738.4007929633,14738.4007929633,14738.4007929633,1
AZ,69,co,NetCDF_input,2021,2024,allISO,annual,sec03,C_OtherStationaryComb,11399.2891155662,11399.2891155662,11399.2891155662,11399.2891155662,1
AZ,69,co,NetCDF_input,2021,2024,allISO,annual,sec04,D_Fugitive,2061.52130133632,2061.52130133632,2061.52130133632,2061.52130133632,1
AZ,69,co,NetCDF_input,2021,2024,allISO,annual,sec05,E_Solvents,4717.07911679005,4717.07911679004,4717.07911679005,4717.07911679005,1
AZ,69,co,NetCDF_input,2021,2024,allISO,annual,sec06,F_RoadTransport,398883.723684289,398883.723684288,398883.723684289,398883.723684289,1
AZ,69,co,NetCDF_input,2021,2024,allISO,annual,sec07,G_Shipping,338.298048827672,338.298048827672,338.298048827672,338.298048827672,1
AZ,69,co,NetCDF_input,2021,2024,allISO,annual,sec08,H_Aviation,0,0,0,0,
AZ,69,co,NetCDF_input,2021,2024,allISO,annual,sec09,I_Offroad,2837.56404386745,2837.56404386745,2837.56404386745,2837.56404386745,1
AZ,69,co,NetCDF_input,2021,2024,allISO,annual,sec10,J_Waste,7601.22000049446,7601.22000049445,7601.22000049446,7601.22000049446,1
AZ,69,co,NetCDF_input,2021,2024,allISO,annual,sec11,K_AgriLivestock,0,0,0,0,
