iso_char,iso_code,Pollutant,Data_source,emis_y,inv_y,agg,time_res,sec_num,sec_name,emis_t_tot_ncoutput,t1,tsum,tot_tres_ratio
AL,1,pm25,NetCDF_output,2021,2024,allISO,annual,sec01,A_PublicPower,0,0,0,
AL,1,pm25,NetCDF_output,2021,2024,allISO,annual,sec02,B_Industry,1390.53439512383,1390.53439512383,1390.53439512383,1
AL,1,pm25,NetCDF_output,2021,2024,allISO,annual,sec03,C_OtherStationaryComb,3327.11242837226,3327.11242837226,3327.11242837226,1
AL,1,pm25,NetCDF_output,2021,2024,allISO,annual,sec04,D_Fugitive,126.257019519806,126.257019519806,126.257019519806,1
AL,1,pm25,NetCDF_output,2021,2024,allISO,annual,sec05,E_Solvents,360.024591348869,360.024591348869,360.024591348869,1
AL,1,pm25,NetCDF_output,2021,2024,allISO,annual,sec06,F_RoadTransport,491.261424978053,491.261424978053,491.261424978053,1
AL,1,pm25,NetCDF_output,2021,2024,allISO,annual,sec07,G_Shipping,176.044464814819,176.044464814819,176.044464814819,1
AL,1,pm25,NetCDF_output,2021,2024,allISO,annual,sec08,H_Aviation,0.132849901914597,0.132849901914597,0.132849901914597,1
AL,1,pm25,NetCDF_output,2021,2024,allISO,annual,sec09,I_Offroad,168.687729906931,168.687729906931,168.687729906931,1
AL,1,pm25,NetCDF_output,2021,2024,allISO,annual,sec10,J_Waste,1495.27999715449,1495.27999715449,1495.27999715449,1
AL,1,pm25,NetCDF_output,2021,2024,allISO,annual,sec11,K_AgriLivestock,170.45999926333,170.45999926333,170.45999926333,1
AL,1,pm25,NetCDF_output,2021,2024,allISO,annual,sec12,L_AgriOther,608.669992611394,608.669992611394,608.669992611394,1
AL,1,pm25,NetCDF_output,2021,2024,allISO,annual,sec13,M_Other,0,0,0,
AM,56,pm25,NetCDF_output,2021,2024,allISO,annual,sec01,A_PublicPower,11.8341578926005,11.8341578926005,11.8341578926005,1
AM,56,pm25,NetCDF_output,2021,2024,allISO,annual,sec02,B_Industry,1250.70685158446,1250.70685158446,1250.70685158446,1
AM,56,pm25,NetCDF_output,2021,2024,allISO,annual,sec03,C_OtherStationaryComb,7045.24225014829,7045.24225014829,7045.24225014829,1
AM,56,pm25,NetCDF_output,2021,2024,allISO,annual,sec04,D_Fugitive,0.087331236089085,0.087331236089085,0.087331236089085,1
AM,56,pm25,NetCDF_output,2021,2024,allISO,annual,sec05,E_Solvents,427.022918701172,427.022918701172,427.022918701172,1
AM,56,pm25,NetCDF_output,2021,2024,allISO,annual,sec06,F_RoadTransport,761.049552614802,761.049552614802,761.049552614802,1
AM,56,pm25,NetCDF_output,2021,2024,allISO,annual,sec07,G_Shipping,0,0,0,
AM,56,pm25,NetCDF_output,2021,2024,allISO,annual,sec08,H_Aviation,1.65703189996376,1.65703189996376,1.65703189996376,1
AM,56,pm25,NetCDF_output,2021,2024,allISO,annual,sec09,I_Offroad,22.5851252201492,22.5851252201492,22.5851252201492,1
AM,56,pm25,NetCDF_output,2021,2024,allISO,annual,sec10,J_Waste,627.179982119531,627.179982119531,627.179982119531,1
AM,56,pm25,NetCDF_output,2021,2024,allISO,annual,sec11,K_AgriLivestock,150.739999376662,150.739999376662,150.739999376662,1
AM,56,pm25,NetCDF_output,2021,2024,allISO,annual,sec12,L_AgriOther,1416.43000287833,1416.43000287833,1416.43000287833,1
AM,56,pm25,NetCDF_output,2021,2024,allISO,annual,sec13,M_Other,0,0,0,
AST,96,pm25,NetCDF_output,2021,2024,allISO,annual,sec01,A_PublicPower,82107.9240314387,82107.9240314387,82107.9240314387,1
AST,96,pm25,NetCDF_output,2021,2024,allISO,annual,sec02,B_Industry,94891.3479216037,94891.3479216037,94891.3479216037,1
AST,96,pm25,NetCDF_output,2021,2024,allISO,annual,sec03,C_OtherStationaryComb,790744.897004927,790744.897004927,790744.897004927,1
AST,96,pm25,NetCDF_output,2021,2024,allISO,annual,sec04,D_Fugitive,654.786317696478,654.786317696478,654.786317696478,1
AST,96,pm25,NetCDF_output,2021,2024,allISO,annual,sec05,E_Solvents,5047.93324547344,5047.93324547344,5047.93324547344,1
AST,96,pm25,NetCDF_output,2021,2024,allISO,annual,sec06,F_RoadTransport,56528.9673708874,56528.9673708874,56528.9673708874,1
AST,96,pm25,NetCDF_output,2021,2024,allISO,annual,sec07,G_Shipping,2226.10304199898,2226.10304199898,2226.10304199898,1
AST,96,pm25,NetCDF_output,2021,2024,allISO,annual,sec08,H_Aviation,80.6696168149968,80.6696168149968,80.6696168149968,1
AST,96,pm25,NetCDF_output,2021,2024,allISO,annual,sec09,I_Offroad,10913.3291083062,10913.3291083062,10913.3291083062,1
AST,96,pm25,NetCDF_output,2021,2024,allISO,annual,sec10,J_Waste,2527.68648145503,2527.68648145503,2527.68648145503,1
AST,96,pm25,NetCDF_output,2021,2024,allISO,annual,sec11,K_AgriLivestock,17759.8849253832,17759.8849253832,17759.8849253832,1
AST,96,pm25,NetCDF_output,2021,2024,allISO,annual,sec12,L_AgriOther,130689.93132363,130689.93132363,130689.93132363,1
AST,96,pm25,NetCDF_output,2021,2024,allISO,annual,sec13,M_Other,0,0,0,
AT,2,pm25,NetCDF_output,2021,2024,allISO,annual,sec01,A_PublicPower,872.662616534668,872.662616534668,872.662616534668,1
AT,2,pm25,NetCDF_output,2021,2024,allISO,annual,sec02,B_Industry,2262.35890136394,2262.35890136394,2262.35890136394,1
AT,2,pm25,NetCDF_output,2021,2024,allISO,annual,sec03,C_OtherStationaryComb,7412.17205489588,7412.17205489588,7412.17205489588,1
AT,2,pm25,NetCDF_output,2021,2024,allISO,annual,sec04,D_Fugitive,52.1863951248557,52.1863951248557,52.1863951248557,1
AT,2,pm25,NetCDF_output,2021,2024,allISO,annual,sec05,E_Solvents,384.932230112324,384.932230112324,384.932230112324,1
AT,2,pm25,NetCDF_output,2021,2024,allISO,annual,sec06,F_RoadTransport,2508.45469565189,2508.45469565189,2508.45469565189,1
AT,2,pm25,NetCDF_output,2021,2024,allISO,annual,sec07,G_Shipping,35.9761928915978,35.9761928915978,35.9761928915978,1
AT,2,pm25,NetCDF_output,2021,2024,allISO,annual,sec08,H_Aviation,62.7555572100391,62.7555572100391,62.7555572100391,1
AT,2,pm25,NetCDF_output,2021,2024,allISO,annual,sec09,I_Offroad,684.417405815272,684.417405815272,684.417405815272,1
AT,2,pm25,NetCDF_output,2021,2024,allISO,annual,sec10,J_Waste,350.118259223557,350.118259223557,350.118259223557,1
AT,2,pm25,NetCDF_output,2021,2024,allISO,annual,sec11,K_AgriLivestock,114.63757232311,114.63757232311,114.63757232311,1
AT,2,pm25,NetCDF_output,2021,2024,allISO,annual,sec12,L_AgriOther,135.520512146242,135.520512146242,135.520512146242,1
AT,2,pm25,NetCDF_output,2021,2024,allISO,annual,sec13,M_Other,0,0,0,
ATL,32,pm25,NetCDF_output,2021,2024,allISO,annual,sec01,A_PublicPower,0,0,0,
ATL,32,pm25,NetCDF_output,2021,2024,allISO,annual,sec02,B_Industry,0,0,0,
ATL,32,pm25,NetCDF_output,2021,2024,allISO,annual,sec03,C_OtherStationaryComb,0,0,0,
ATL,32,pm25,NetCDF_output,2021,2024,allISO,annual,sec04,D_Fugitive,0,0,0,
ATL,32,pm25,NetCDF_output,2021,2024,allISO,annual,sec05,E_Solvents,0,0,0,
ATL,32,pm25,NetCDF_output,2021,2024,allISO,annual,sec06,F_RoadTransport,0,0,0,
ATL,32,pm25,NetCDF_output,2021,2024,allISO,annual,sec07,G_Shipping,8717.28085866478,8717.28085866478,8717.28085866478,1
ATL,32,pm25,NetCDF_output,2021,2024,allISO,annual,sec08,H_Aviation,0,0,0,
ATL,32,pm25,NetCDF_output,2021,2024,allISO,annual,sec09,I_Offroad,0,0,0,
ATL,32,pm25,NetCDF_output,2021,2024,allISO,annual,sec10,J_Waste,0,0,0,
ATL,32,pm25,NetCDF_output,2021,2024,allISO,annual,sec11,K_AgriLivestock,0,0,0,
ATL,32,pm25,NetCDF_output,2021,2024,allISO,annual,sec12,L_AgriOther,0,0,0,
ATL,32,pm25,NetCDF_output,2021,2024,allISO,annual,sec13,M_Other,0,0,0,
AZ,69,pm25,NetCDF_output,2021,2024,allISO,annual,sec01,A_PublicPower,339.581728560057,339.581728560057,339.581728560057,1
AZ,69,pm25,NetCDF_output,2021,2024,allISO,annual,sec02,B_Industry,3924.40073013306,3924.40073013306,3924.40073013306,1
AZ,69,pm25,NetCDF_output,2021,2024,allISO,annual,sec03,C_OtherStationaryComb,1590.52444704995,1590.52444704995,1590.52444704995,1
AZ,69,pm25,NetCDF_output,2021,2024,allISO,annual,sec04,D_Fugitive,1059.05160031828,1059.05160031828,1059.05160031828,1
AZ,69,pm25,NetCDF_output,2021,2024,allISO,annual,sec05,E_Solvents,1387.66022117888,1387.66022117888,1387.66022117888,1
AZ,69,pm25,NetCDF_output,2021,2024,allISO,annual,sec06,F_RoadTransport,5744.39569702842,5744.39569702842,5744.39569702842,1
AZ,69,pm25,NetCDF_output,2021,2024,allISO,annual,sec07,G_Shipping,142.089904592052,142.089904592052,142.089904592052,1
AZ,69,pm25,NetCDF_output,2021,2024,allISO,annual,sec08,H_Aviation,20.0638243258151,20.0638243258151,20.0638243258151,1
AZ,69,pm25,NetCDF_output,2021,2024,allISO,annual,sec09,I_Offroad,404.998818081776,404.998818081776,404.998818081776,1
AZ,69,pm25,NetCDF_output,2021,2024,allISO,annual,sec10,J_Waste,1583.75001901249,1583.75001901249,1583.75001901249,1
AZ,69,pm25,NetCDF_output,2021,2024,allISO,annual,sec11,K_AgriLivestock,519.590000821188,519.590000821188,519.590000821188,1
AZ,69,pm25,NetCDF_output,2021,2024,allISO,annual,sec12,L_AgriOther,2842.51999969926,2842.51999969926,2842.51999969926,1
AZ,69,pm25,NetCDF_output,2021,2024,allISO,annual,sec13,M_Other,0,0,0,
BA,50,pm25,NetCDF_output,2021,2024,allISO,annual,sec01,A_PublicPower,4910.13708513975,4910.13708513975,4910.13708513975,1
BA,50,pm25,NetCDF_output,2021,2024,allISO,annual,sec02,B_Industry,3144.55529295094,3144.55529295094,3144.55529295094,1
BA,50,pm25,NetCDF_output,2021,2024,allISO,annual,sec03,C_OtherStationaryComb,28966.484153986,28966.484153986,28966.484153986,1
BA,50,pm25,NetCDF_output,2021,2024,allISO,annual,sec04,D_Fugitive,166.621433377266,166.621433377266,166.621433377266,1
BA,50,pm25,NetCDF_output,2021,2024,allISO,annual,sec05,E_Solvents,415.036821507179,415.036821507179,415.036821507179,1
BA,50,pm25,NetCDF_output,2021,2024,allISO,annual,sec06,F_RoadTransport,737.196198364698,737.196198364698,737.196198364698,1
BA,50,pm25,NetCDF_output,2021,2024,allISO,annual,sec07,G_Shipping,0,0,0,
BA,50,pm25,NetCDF_output,2021,2024,allISO,annual,sec08,H_Aviation,0.154991559831937,0.154991559831937,0.154991559831937,1
BA,50,pm25,NetCDF_output,2021,2024,allISO,annual,sec09,I_Offroad,47.8199998196155,47.8199998196155,47.8199998196155,1
BA,50,pm25,NetCDF_output,2021,2024,allISO,annual,sec10,J_Waste,2197.32999305637,2197.32999305637,2197.32999305637,1
BA,50,pm25,NetCDF_output,2021,2024,allISO,annual,sec11,K_AgriLivestock,392.929999553482,392.929999553482,392.929999553482,1
BA,50,pm25,NetCDF_output,2021,2024,allISO,annual,sec12,L_AgriOther,1482.30999877071,1482.30999877071,1482.30999877071,1
BA,50,pm25,NetCDF_output,2021,2024,allISO,annual,sec13,M_Other,0,0,0,
BAS,30,pm25,NetCDF_output,2021,2024,allISO,annual,sec01,A_PublicPower,0,0,0,
BAS,30,pm25,NetCDF_output,2021,2024,allISO,annual,sec02,B_Industry,0,0,0,
BAS,30,pm25,NetCDF_output,2021,2024,allISO,annual,sec03,C_OtherStationaryComb,0,0,0,
BAS,30,pm25,NetCDF_output,2021,2024,allISO,annual,sec04,D_Fugitive,0,0,0,
BAS,30,pm25,NetCDF_output,2021,2024,allISO,annual,sec05,E_Solvents,0,0,0,
BAS,30,pm25,NetCDF_output,2021,2024,allISO,annual,sec06,F_RoadTransport,0,0,0,
BAS,30,pm25,NetCDF_output,2021,2024,allISO,annual,sec07,G_Shipping,3344.40854737453,3344.40854737453,3344.40854737453,1
BAS,30,pm25,NetCDF_output,2021,2024,allISO,annual,sec08,H_Aviation,0,0,0,
BAS,30,pm25,NetCDF_output,2021,2024,allISO,annual,sec09,I_Offroad,0,0,0,
BAS,30,pm25,NetCDF_output,2021,2024,allISO,annual,sec10,J_Waste,0,0,0,
