iso_char,iso_code,Pollutant,Data_source,emis_y,inv_y,agg,time_res,sec_num,sec_name,emis_t_tot_ncoutput,t1,tsum,tot_tres_ratio
AL,1,sox,NetCDF_output,2021,2024,allISO,annual,sec01,A_PublicPower,0,0,0,
AL,1,sox,NetCDF_output,2021,2024,allISO,annual,sec02,B_Industry,8905.0673828125,8905.0673828125,8905.0673828125,1
AL,1,sox,NetCDF_output,2021,2024,allISO,annual,sec03,C_OtherStationaryComb,463.452058529743,463.452058529743,463.452058529743,1
AL,1,sox,NetCDF_output,2021,2024,allISO,annual,sec04,D_Fugitive,0.699715066002682,0.699715066002682,0.699715066002682,1
AL,1,sox,NetCDF_output,2021,2024,allISO,annual,sec05,E_Solvents,0,0,0,
AL,1,sox,NetCDF_output,2021,2024,allISO,annual,sec06,F_RoadTransport,14.4688296530479,14.4688296530479,14.4688296530479,1
AL,1,sox,NetCDF_output,2021,2024,allISO,annual,sec07,G_Shipping,78.8788898888925,78.8788898888925,78.8788898888925,1
AL,1,sox,NetCDF_output,2021,2024,allISO,annual,sec08,H_Aviation,0.727949857711792,0.727949857711792,0.727949857711792,1
AL,1,sox,NetCDF_output,2021,2024,allISO,annual,sec09,I_Offroad,76.0184687849105,76.0184687849105,76.0184687849105,1
AL,1,sox,NetCDF_output,2021,2024,allISO,annual,sec10,J_Waste,38.4899998613191,38.4899998613191,38.4899998613191,1
AL,1,sox,NetCDF_output,2021,2024,allISO,annual,sec11,K_AgriLivestock,0,0,0,
AL,1,sox,NetCDF_output,2021,2024,allISO,annual,sec12,L_AgriOther,17.5699996948242,17.5699996948242,17.5699996948242,1
AL,1,sox,NetCDF_output,2021,2024,allISO,annual,sec13,M_Other,0,0,0,
AM,56,sox,NetCDF_output,2021,2024,allISO,annual,sec01,A_PublicPower,10.8162762292611,10.8162762292611,10.8162762292611,1
AM,56,sox,NetCDF_output,2021,2024,allISO,annual,sec02,B_Industry,1527.73628611097,1527.73628611097,1527.73628611097,1
AM,56,sox,NetCDF_output,2021,2024,allISO,annual,sec03,C_OtherStationaryComb,7.48346934455626,7.48346934455626,7.48346934455626,1
AM,56,sox,NetCDF_output,2021,2024,allISO,annual,sec04,D_Fugitive,0,0,0,
AM,56,sox,NetCDF_output,2021,2024,allISO,annual,sec05,E_Solvents,0,0,0,
AM,56,sox,NetCDF_output,2021,2024,allISO,annual,sec06,F_RoadTransport,1245.09929367055,1245.09929367055,1245.09929367055,1
