Year,Pollutant,Region,GNFR,SNAP,EMEP_Sector,sec_long,long_name,Data_source,ISO,layer_name,t1,ann_emis_kt
2021,pmco,eu,A_PublicPower,1,1,sec01,PublicPower,EMEP_processed,AL,pmco_AL_sector=1,0,0
2021,pmco,eu,B_Industry,3,2,sec02,Industry,EMEP_processed,AL,pmco_AL_sector=2,761.468519687918,0.761468519687918
2021,pmco,eu,C_OtherStationaryComb,2,3,sec03,OtherStationaryComb,EMEP_processed,AL,pmco_AL_sector=3,140.203030713858,0.140203030713858
2021,pmco,eu,D_Fugitive,5,4,sec04,Fugitive,EMEP_processed,AL,pmco_AL_sector=4,28.3777732643415,0.0283777732643415
2021,pmco,eu,E_Solvents,6,5,sec05,Solvents,EMEP_processed,AL,pmco_AL_sector=5,0.000156340421886281,1.56340421886281e-07
2021,pmco,eu,F_RoadTransport,7,6,sec06,RoadTransport,EMEP_processed,AL,pmco_AL_sector=6,188.086992358824,0.188086992358824
2021,pmco,eu,G_Shipping,8,7,sec07,Shipping,EMEP_processed,AL,pmco_AL_sector=7,9.90200940194938,0.00990200940194938
2021,pmco,eu,H_Aviation,8,8,sec08,Aviation,EMEP_processed,AL,pmco_AL_sector=8,0.0221416504259245,2.21416504259245e-05
2021,pmco,eu,I_Offroad,8,9,sec09,Offroad,EMEP_processed,AL,pmco_AL_sector=9,8.48001966639714,0.00848001966639714
2021,pmco,eu,J_Waste,9,10,sec10,Waste,EMEP_processed,AL,pmco_AL_sector=10,130.030000258191,0.130030000258191
2021,pmco,eu,K_AgriLivestock,10,11,sec11,AgriLivestock,EMEP_processed,AL,pmco_AL_sector=11,612.259999998874,0.612259999998874
2021,pmco,eu,L_AgriOther,10,12,sec12,AgriOther,EMEP_processed,AL,pmco_AL_sector=12,475.959999945081,0.475959999945081
2021,pmco,eu,M_Other,11,13,sec13,Other,EMEP_processed,AL,pmco_AL_sector=13,0,0
2021,pmco,eu,A_PublicPower,1,1,sec01,PublicPower,EMEP_processed,AM,pmco_AM_sector=1,0.277604051802117,0.000277604051802117
2021,pmco,eu,B_Industry,3,2,sec02,Industry,EMEP_processed,AM,pmco_AM_sector=2,909.164401319019,0.909164401319019
