Year,Pollutant,Region,GNFR,SNAP,EMEP_Sector,sec_long,long_name,Data_source,ISO,layer_name,t1,ann_emis_kt
2015,voc,eu,A_PublicPower,1,1,sec01,PublicPower,EMEP_processed,AL,voc_AL_sector=1,88.16,0.08816
2015,voc,eu,B_Industry,3,2,sec02,Industry,EMEP_processed,AL,voc_AL_sector=2,1560.85,1.56085
2015,voc,eu,C_OtherStationaryComb,2,3,sec03,OtherStationaryComb,EMEP_processed,AL,voc_AL_sector=3,11374.18,11.37418
2015,voc,eu,D_Fugitive,5,4,sec04,Fugitive,EMEP_processed,AL,voc_AL_sector=4,568.76,0.56876
2015,voc,eu,E_Solvents,6,5,sec05,Solvents,EMEP_processed,AL,voc_AL_sector=5,10456.52,10.45652
2015,voc,eu,F_RoadTransport,7,6,sec06,RoadTransport,EMEP_processed,AL,voc_AL_sector=6,2613.36,2.61336
2015,voc,eu,G_Shipping,8,7,sec07,Shipping,EMEP_processed,AL,voc_AL_sector=7,402.12,0.40212
2015,voc,eu,H_Aviation,8,8,sec08,Aviation,EMEP_processed,AL,voc_AL_sector=8,3.44,0.00344
2015,voc,eu,I_Offroad,8,9,sec09,Offroad,EMEP_processed,AL,voc_AL_sector=9,445.52,0.44552
2015,voc,eu,J_Waste,9,10,sec10,Waste,EMEP_processed,AL,voc_AL_sector=10,1356.38,1.35638
2015,voc,eu,K_AgriLivestock,10,11,sec11,AgriLivestock,EMEP_processed,AL,voc_AL_sector=11,6635.24999999999,6.63524999999999
2015,voc,eu,L_AgriOther,10,12,sec12,AgriOther,EMEP_processed,AL,voc_AL_sector=12,1240.62,1.24062
2015,voc,eu,M_Other,11,13,sec13,Other,EMEP_processed,AL,voc_AL_sector=13,0,0
2015,voc,eu,A_PublicPower,1,1,sec01,PublicPower,EMEP_processed,AM,voc_AM_sector=1,714.13,0.71413
2015,voc,eu,B_Industry,3,2,sec02,Industry,EMEP_processed,AM,voc_AM_sector=2,8.99000000000001,0.00899000000000001
2015,voc,eu,C_OtherStationaryComb,2,3,sec03,OtherStationaryComb,EMEP_processed,AM,voc_AM_sector=3,12233.49,12.23349
2015,voc,eu,D_Fugitive,5,4,sec04,Fugitive,EMEP_processed,AM,voc_AM_sector=4,470.36,0.47036
2015,voc,eu,E_Solvents,6,5,sec05,Solvents,EMEP_processed,AM,voc_AM_sector=5,10355.65,10.35565
2015,voc,eu,F_RoadTransport,7,6,sec06,RoadTransport,EMEP_processed,AM,voc_AM_sector=6,15989.11,15.98911
2015,voc,eu,G_Shipping,8,7,sec07,Shipping,EMEP_processed,AM,voc_AM_sector=7,0,0
2015,voc,eu,H_Aviation,8,8,sec08,Aviation,EMEP_processed,AM,voc_AM_sector=8,53.32,0.05332
2015,voc,eu,I_Offroad,8,9,sec09,Offroad,EMEP_processed,AM,voc_AM_sector=9,182.86,0.18286
2015,voc,eu,J_Waste,9,10,sec10,Waste,EMEP_processed,AM,voc_AM_sector=10,634.75,0.63475
2015,voc,eu,K_AgriLivestock,10,11,sec11,AgriLivestock,EMEP_processed,AM,voc_AM_sector=11,4425.15,4.42515
2015,voc,eu,L_AgriOther,10,12,sec12,AgriOther,EMEP_processed,AM,voc_AM_sector=12,2682.54,2.68254
2015,voc,eu,M_Other,11,13,sec13,Other,EMEP_processed,AM,voc_AM_sector=13,0,0
2015,voc,eu,A_PublicPower,1,1,sec01,PublicPower,EMEP_processed,AST,voc_AST_sector=1,36282.4991188871,36.2824991188871
2015,voc,eu,B_Industry,3,2,sec02,Industry,EMEP_processed,AST,voc_AST_sector=2,216251.205375672,216.251205375672
2015,voc,eu,C_OtherStationaryComb,2,3,sec03,OtherStationaryComb,EMEP_processed,AST,voc_AST_sector=3,1169087.62774995,1169.08762774995
2015,voc,eu,D_Fugitive,5,4,sec04,Fugitive,EMEP_processed,AST,voc_AST_sector=4,1238511.774541,1238.511774541
2015,voc,eu,E_Solvents,6,5,sec05,Solvents,EMEP_processed,AST,voc_AST_sector=5,1098439.54663726,1098.43954663726
2015,voc,eu,F_RoadTransport,7,6,sec06,RoadTransport,EMEP_processed,AST,voc_AST_sector=6,440599.991528624,440.599991528624
2015,voc,eu,G_Shipping,8,7,sec07,Shipping,EMEP_processed,AST,voc_AST_sector=7,531.492469000078,0.531492469000078
2015,voc,eu,H_Aviation,8,8,sec08,Aviation,EMEP_processed,AST,voc_AST_sector=8,130.395587773772,0.130395587773772
2015,voc,eu,I_Offroad,8,9,sec09,Offroad,EMEP_processed,AST,voc_AST_sector=9,10774.0460341455,10.7740460341455
2015,voc,eu,J_Waste,9,10,sec10,Waste,EMEP_processed,AST,voc_AST_sector=10,62845.7654488405,62.8457654488405
2015,voc,eu,K_AgriLivestock,10,11,sec11,AgriLivestock,EMEP_processed,AST,voc_AST_sector=11,272039.595842172,272.039595842172
2015,voc,eu,L_AgriOther,10,12,sec12,AgriOther,EMEP_processed,AST,voc_AST_sector=12,215270.662861222,215.270662861222
2015,voc,eu,M_Other,11,13,sec13,Other,EMEP_processed,AST,voc_AST_sector=13,0,0
2015,voc,eu,A_PublicPower,1,1,sec01,PublicPower,EMEP_processed,AT,voc_AT_sector=1,342.281368866091,0.342281368866091
2015,voc,eu,B_Industry,3,2,sec02,Industry,EMEP_processed,AT,voc_AT_sector=2,5026.78923742217,5.02678923742217
2015,voc,eu,C_OtherStationaryComb,2,3,sec03,OtherStationaryComb,EMEP_processed,AT,voc_AT_sector=3,26362.5199246231,26.3625199246231
2015,voc,eu,D_Fugitive,5,4,sec04,Fugitive,EMEP_processed,AT,voc_AT_sector=4,2484.88364233714,2.48488364233714
2015,voc,eu,E_Solvents,6,5,sec05,Solvents,EMEP_processed,AT,voc_AT_sector=5,32727.2050196035,32.7272050196035
2015,voc,eu,F_RoadTransport,7,6,sec06,RoadTransport,EMEP_processed,AT,voc_AT_sector=6,6357.41461726626,6.35741461726626
2015,voc,eu,G_Shipping,8,7,sec07,Shipping,EMEP_processed,AT,voc_AT_sector=7,615.509853326023,0.615509853326023
2015,voc,eu,H_Aviation,8,8,sec08,Aviation,EMEP_processed,AT,voc_AT_sector=8,522.429764987472,0.522429764987472
2015,voc,eu,I_Offroad,8,9,sec09,Offroad,EMEP_processed,AT,voc_AT_sector=9,3268.86449543039,3.26886449543039
2015,voc,eu,J_Waste,9,10,sec10,Waste,EMEP_processed,AT,voc_AT_sector=10,71.1633632820191,0.0711633632820191
2015,voc,eu,K_AgriLivestock,10,11,sec11,AgriLivestock,EMEP_processed,AT,voc_AT_sector=11,24244.0037140233,24.2440037140233
2015,voc,eu,L_AgriOther,10,12,sec12,AgriOther,EMEP_processed,AT,voc_AT_sector=12,9657.57539856187,9.65757539856186
2015,voc,eu,M_Other,11,13,sec13,Other,EMEP_processed,AT,voc_AT_sector=13,0,0
2015,voc,eu,A_PublicPower,1,1,sec01,PublicPower,EMEP_processed,ATL,voc_ATL_sector=1,0,0
2015,voc,eu,B_Industry,3,2,sec02,Industry,EMEP_processed,ATL,voc_ATL_sector=2,0,0
2015,voc,eu,C_OtherStationaryComb,2,3,sec03,OtherStationaryComb,EMEP_processed,ATL,voc_ATL_sector=3,0,0
2015,voc,eu,D_Fugitive,5,4,sec04,Fugitive,EMEP_processed,ATL,voc_ATL_sector=4,0,0
2015,voc,eu,E_Solvents,6,5,sec05,Solvents,EMEP_processed,ATL,voc_ATL_sector=5,0,0
2015,voc,eu,F_RoadTransport,7,6,sec06,RoadTransport,EMEP_processed,ATL,voc_ATL_sector=6,0,0
2015,voc,eu,G_Shipping,8,7,sec07,Shipping,EMEP_processed,ATL,voc_ATL_sector=7,7014.67237955844,7.01467237955843
2015,voc,eu,H_Aviation,8,8,sec08,Aviation,EMEP_processed,ATL,voc_ATL_sector=8,0,0
2015,voc,eu,I_Offroad,8,9,sec09,Offroad,EMEP_processed,ATL,voc_ATL_sector=9,0,0
2015,voc,eu,J_Waste,9,10,sec10,Waste,EMEP_processed,ATL,voc_ATL_sector=10,0,0
2015,voc,eu,K_AgriLivestock,10,11,sec11,AgriLivestock,EMEP_processed,ATL,voc_ATL_sector=11,0,0
2015,voc,eu,L_AgriOther,10,12,sec12,AgriOther,EMEP_processed,ATL,voc_ATL_sector=12,0,0
2015,voc,eu,M_Other,11,13,sec13,Other,EMEP_processed,ATL,voc_ATL_sector=13,0,0
2015,voc,eu,A_PublicPower,1,1,sec01,PublicPower,EMEP_processed,AZ,voc_AZ_sector=1,1285.69,1.28569
2015,voc,eu,B_Industry,3,2,sec02,Industry,EMEP_processed,AZ,voc_AZ_sector=2,24389.78,24.38978
2015,voc,eu,C_OtherStationaryComb,2,3,sec03,OtherStationaryComb,EMEP_processed,AZ,voc_AZ_sector=3,3358.68,3.35868
2015,voc,eu,D_Fugitive,5,4,sec04,Fugitive,EMEP_processed,AZ,voc_AZ_sector=4,207670.6,207.6706
2015,voc,eu,E_Solvents,6,5,sec05,Solvents,EMEP_processed,AZ,voc_AZ_sector=5,28969.72,28.96972
2015,voc,eu,F_RoadTransport,7,6,sec06,RoadTransport,EMEP_processed,AZ,voc_AZ_sector=6,52628.97,52.62897
2015,voc,eu,G_Shipping,8,7,sec07,Shipping,EMEP_processed,AZ,voc_AZ_sector=7,202.35,0.20235
2015,voc,eu,H_Aviation,8,8,sec08,Aviation,EMEP_processed,AZ,voc_AZ_sector=8,250.11,0.25011
2015,voc,eu,I_Offroad,8,9,sec09,Offroad,EMEP_processed,AZ,voc_AZ_sector=9,2766.74,2.76674
2015,voc,eu,J_Waste,9,10,sec10,Waste,EMEP_processed,AZ,voc_AZ_sector=10,1428.53,1.42853
2015,voc,eu,K_AgriLivestock,10,11,sec11,AgriLivestock,EMEP_processed,AZ,voc_AZ_sector=11,22838.24,22.83824
2015,voc,eu,L_AgriOther,10,12,sec12,AgriOther,EMEP_processed,AZ,voc_AZ_sector=12,6725.30999999999,6.72530999999999
2015,voc,eu,M_Other,11,13,sec13,Other,EMEP_processed,AZ,voc_AZ_sector=13,0,0
