iso_char,iso_code,Pollutant,Data_source,emis_y,inv_y,agg,time_res,sec_num,sec_name,emis_t_tot_ncoutput,t1,tsum,tot_tres_ratio
AL,1,nox,NetCDF_output,2015,2024,allISO,annual,sec01,A_PublicPower,1035.92001986504,1035.92001986504,1035.92001986504,1
AL,1,nox,NetCDF_output,2015,2024,allISO,annual,sec02,B_Industry,2982.26992797852,2982.26992797852,2982.26992797852,1
AL,1,nox,NetCDF_output,2015,2024,allISO,annual,sec03,C_OtherStationaryComb,765.860000384273,765.860000384273,765.860000384273,1
AL,1,nox,NetCDF_output,2015,2024,allISO,annual,sec04,D_Fugitive,71.44000056386,71.44000056386,71.44000056386,1
AL,1,nox,NetCDF_output,2015,2024,allISO,annual,sec05,E_Solvents,0,0,0,
AL,1,nox,NetCDF_output,2015,2024,allISO,annual,sec06,F_RoadTransport,15901.6299838194,15901.6299838194,15901.6299838194,1
AL,1,nox,NetCDF_output,2015,2024,allISO,annual,sec07,G_Shipping,2736.21006235911,2736.21006235911,2736.21006235911,1
AL,1,nox,NetCDF_output,2015,2024,allISO,annual,sec08,H_Aviation,0.689999997615814,0.689999997615814,0.689999997615814,1
AL,1,nox,NetCDF_output,2015,2024,allISO,annual,sec09,I_Offroad,1996.01999839157,1996.01999839157,1996.01999839157,1
AL,1,nox,NetCDF_output,2015,2024,allISO,annual,sec10,J_Waste,169.949999482637,169.949999482637,169.949999482637,1
AL,1,nox,NetCDF_output,2015,2024,allISO,annual,sec11,K_AgriLivestock,2468.18994140625,2468.18994140625,2468.18994140625,1
AL,1,nox,NetCDF_output,2015,2024,allISO,annual,sec12,L_AgriOther,1369.0100402832,1369.0100402832,1369.0100402832,1
AL,1,nox,NetCDF_output,2015,2024,allISO,annual,sec13,M_Other,900.000002991328,900.000002991328,900.000002991328,1
AM,56,nox,NetCDF_output,2015,2024,allISO,annual,sec01,A_PublicPower,1922.05001788126,1922.05001788126,1922.05001788126,1
AM,56,nox,NetCDF_output,2015,2024,allISO,annual,sec02,B_Industry,6815.95995900685,6815.95995900685,6815.95995900685,1
AM,56,nox,NetCDF_output,2015,2024,allISO,annual,sec03,C_OtherStationaryComb,2054.73997275913,2054.73997275913,2054.73997275913,1
AM,56,nox,NetCDF_output,2015,2024,allISO,annual,sec04,D_Fugitive,0,0,0,
AM,56,nox,NetCDF_output,2015,2024,allISO,annual,sec05,E_Solvents,0,0,0,
AM,56,nox,NetCDF_output,2015,2024,allISO,annual,sec06,F_RoadTransport,22790.5899841259,22790.5899841259,22790.5899841259,1
