ISO,Year,EMEP_data,GNFR,Pollutant,emis_t,SNAP,Region,EMEP_Sector,sec_long,long_name,Data_source
AL,2015,2015,A_PublicPower,nox,1035.92,1,eu,1,sec01,PublicPower,EMEP_unprocessed
AL,2015,2015,B_Industry,nox,2982.27,3,eu,2,sec02,Industry,EMEP_unprocessed
AL,2015,2015,C_OtherStationaryComb,nox,765.86,2,eu,3,sec03,OtherStationaryComb,EMEP_unprocessed
AL,2015,2015,D_Fugitive,nox,71.44,5,eu,4,sec04,Fugitive,EMEP_unprocessed
AL,2015,2015,F_RoadTransport,nox,15901.63,7,eu,6,sec06,RoadTransport,EMEP_unprocessed
AL,2015,2015,G_Shipping,nox,2736.21,8,eu,7,sec07,Shipping,EMEP_unprocessed
AL,2015,2015,H_Aviation,nox,0.69,8,eu,8,sec08,Aviation,EMEP_unprocessed
AL,2015,2015,I_Offroad,nox,1996.02,8,eu,9,sec09,Offroad,EMEP_unprocessed
AL,2015,2015,J_Waste,nox,169.95,9,eu,10,sec10,Waste,EMEP_unprocessed
AL,2015,2015,K_AgriLivestock,nox,2468.19,10,eu,11,sec11,AgriLivestock,EMEP_unprocessed
AL,2015,2015,L_AgriOther,nox,1369.01,10,eu,12,sec12,AgriOther,EMEP_unprocessed
AL,2015,2015,M_Other,nox,900,11,eu,13,sec13,Other,EMEP_unprocessed
AM,2015,2015,A_PublicPower,nox,1922.05,1,eu,1,sec01,PublicPower,EMEP_unprocessed
AM,2015,2015,B_Industry,nox,6815.95999999999,3,eu,2,sec02,Industry,EMEP_unprocessed
AM,2015,2015,C_OtherStationaryComb,nox,2054.74,2,eu,3,sec03,OtherStationaryComb,EMEP_unprocessed
AM,2015,2015,F_RoadTransport,nox,22790.59,7,eu,6,sec06,RoadTransport,EMEP_unprocessed
AM,2015,2015,I_Offroad,nox,1058.64,8,eu,9,sec09,Offroad,EMEP_unprocessed
AM,2015,2015,J_Waste,nox,79.5300000000001,9,eu,10,sec10,Waste,EMEP_unprocessed
AM,2015,2015,K_AgriLivestock,nox,1633.47,10,eu,11,sec11,AgriLivestock,EMEP_unprocessed
AM,2015,2015,L_AgriOther,nox,682.19,10,eu,12,sec12,AgriOther,EMEP_unprocessed
AST,2015,2015,A_PublicPower,nox,1382749.15902782,1,eu,1,sec01,PublicPower,EMEP_unprocessed
AST,2015,2015,B_Industry,nox,108537.029928053,3,eu,2,sec02,Industry,EMEP_unprocessed
