Year,Pollutant,Region,GNFR,SNAP,EMEP_Sector,sec_long,long_name,Data_source,ISO,layer_name,t1,ann_emis_kt
2015,pm25,eu,A_PublicPower,1,1,sec01,PublicPower,EMEP_processed,AL,pm25_AL_sector=1,44.37,0.04437
2015,pm25,eu,B_Industry,3,2,sec02,Industry,EMEP_processed,AL,pm25_AL_sector=2,1255.59,1.25559
2015,pm25,eu,C_OtherStationaryComb,2,3,sec03,OtherStationaryComb,EMEP_processed,AL,pm25_AL_sector=3,4619.29,4.61929
2015,pm25,eu,D_Fugitive,5,4,sec04,Fugitive,EMEP_processed,AL,pm25_AL_sector=4,131.22,0.13122
2015,pm25,eu,E_Solvents,6,5,sec05,Solvents,EMEP_processed,AL,pm25_AL_sector=5,405.729999999999,0.405729999999999
2015,pm25,eu,F_RoadTransport,7,6,sec06,RoadTransport,EMEP_processed,AL,pm25_AL_sector=6,827.310000000001,0.827310000000001
2015,pm25,eu,G_Shipping,8,7,sec07,Shipping,EMEP_processed,AL,pm25_AL_sector=7,154.08,0.15408
2015,pm25,eu,H_Aviation,8,8,sec08,Aviation,EMEP_processed,AL,pm25_AL_sector=8,0.03,3e-05
2015,pm25,eu,I_Offroad,8,9,sec09,Offroad,EMEP_processed,AL,pm25_AL_sector=9,187.37,0.18737
2015,pm25,eu,J_Waste,9,10,sec10,Waste,EMEP_processed,AL,pm25_AL_sector=10,1401.27,1.40127
2015,pm25,eu,K_AgriLivestock,10,11,sec11,AgriLivestock,EMEP_processed,AL,pm25_AL_sector=11,155.39,0.15539
2015,pm25,eu,L_AgriOther,10,12,sec12,AgriOther,EMEP_processed,AL,pm25_AL_sector=12,636.14,0.63614
2015,pm25,eu,M_Other,11,13,sec13,Other,EMEP_processed,AL,pm25_AL_sector=13,0,0
2015,pm25,eu,A_PublicPower,1,1,sec01,PublicPower,EMEP_processed,AM,pm25_AM_sector=1,8.97000000000001,0.00897000000000001
2015,pm25,eu,B_Industry,3,2,sec02,Industry,EMEP_processed,AM,pm25_AM_sector=2,1088.65,1.08865
2015,pm25,eu,C_OtherStationaryComb,2,3,sec03,OtherStationaryComb,EMEP_processed,AM,pm25_AM_sector=3,6273.00000000001,6.27300000000001
2015,pm25,eu,D_Fugitive,5,4,sec04,Fugitive,EMEP_processed,AM,pm25_AM_sector=4,0.1,1e-04
2015,pm25,eu,E_Solvents,6,5,sec05,Solvents,EMEP_processed,AM,pm25_AM_sector=5,414.53,0.41453
2015,pm25,eu,F_RoadTransport,7,6,sec06,RoadTransport,EMEP_processed,AM,pm25_AM_sector=6,855.46,0.85546
2015,pm25,eu,G_Shipping,8,7,sec07,Shipping,EMEP_processed,AM,pm25_AM_sector=7,0,0
2015,pm25,eu,H_Aviation,8,8,sec08,Aviation,EMEP_processed,AM,pm25_AM_sector=8,0.470000000000001,0.000470000000000001
2015,pm25,eu,I_Offroad,8,9,sec09,Offroad,EMEP_processed,AM,pm25_AM_sector=9,140.77,0.14077
2015,pm25,eu,J_Waste,9,10,sec10,Waste,EMEP_processed,AM,pm25_AM_sector=10,655.76,0.65576
2015,pm25,eu,K_AgriLivestock,10,11,sec11,AgriLivestock,EMEP_processed,AM,pm25_AM_sector=11,125.67,0.12567
2015,pm25,eu,L_AgriOther,10,12,sec12,AgriOther,EMEP_processed,AM,pm25_AM_sector=12,1370.89,1.37089
2015,pm25,eu,M_Other,11,13,sec13,Other,EMEP_processed,AM,pm25_AM_sector=13,0,0
2015,pm25,eu,A_PublicPower,1,1,sec01,PublicPower,EMEP_processed,AST,pm25_AST_sector=1,67030.4165261471,67.0304165261471
2015,pm25,eu,B_Industry,3,2,sec02,Industry,EMEP_processed,AST,pm25_AST_sector=2,79852.9800280854,79.8529800280854
2015,pm25,eu,C_OtherStationaryComb,2,3,sec03,OtherStationaryComb,EMEP_processed,AST,pm25_AST_sector=3,662723.537229856,662.723537229856
2015,pm25,eu,D_Fugitive,5,4,sec04,Fugitive,EMEP_processed,AST,pm25_AST_sector=4,496.778144093945,0.496778144093945
2015,pm25,eu,E_Solvents,6,5,sec05,Solvents,EMEP_processed,AST,pm25_AST_sector=5,4157.15882370789,4.15715882370789
2015,pm25,eu,F_RoadTransport,7,6,sec06,RoadTransport,EMEP_processed,AST,pm25_AST_sector=6,48758.2836304404,48.7582836304404
2015,pm25,eu,G_Shipping,8,7,sec07,Shipping,EMEP_processed,AST,pm25_AST_sector=7,1514.3964815629,1.5143964815629
2015,pm25,eu,H_Aviation,8,8,sec08,Aviation,EMEP_processed,AST,pm25_AST_sector=8,62.373118079514,0.0623731180795139
2015,pm25,eu,I_Offroad,8,9,sec09,Offroad,EMEP_processed,AST,pm25_AST_sector=9,13800.6670102654,13.8006670102654
2015,pm25,eu,J_Waste,9,10,sec10,Waste,EMEP_processed,AST,pm25_AST_sector=10,2022.93574819902,2.02293574819902
2015,pm25,eu,K_AgriLivestock,10,11,sec11,AgriLivestock,EMEP_processed,AST,pm25_AST_sector=11,14149.1574607844,14.1491574607844
2015,pm25,eu,L_AgriOther,10,12,sec12,AgriOther,EMEP_processed,AST,pm25_AST_sector=12,110636.107904818,110.636107904818
2015,pm25,eu,M_Other,11,13,sec13,Other,EMEP_processed,AST,pm25_AST_sector=13,0,0
2015,pm25,eu,A_PublicPower,1,1,sec01,PublicPower,EMEP_processed,AT,pm25_AT_sector=1,917.505343384805,0.917505343384805
2015,pm25,eu,B_Industry,3,2,sec02,Industry,EMEP_processed,AT,pm25_AT_sector=2,2396.38059816081,2.39638059816081
2015,pm25,eu,C_OtherStationaryComb,2,3,sec03,OtherStationaryComb,EMEP_processed,AT,pm25_AT_sector=3,7012.79960296796,7.01279960296796
2015,pm25,eu,D_Fugitive,5,4,sec04,Fugitive,EMEP_processed,AT,pm25_AT_sector=4,66.539183375,0.066539183375
2015,pm25,eu,E_Solvents,6,5,sec05,Solvents,EMEP_processed,AT,pm25_AT_sector=5,417.188931103313,0.417188931103313
2015,pm25,eu,F_RoadTransport,7,6,sec06,RoadTransport,EMEP_processed,AT,pm25_AT_sector=6,4027.69785513998,4.02769785513998
2015,pm25,eu,G_Shipping,8,7,sec07,Shipping,EMEP_processed,AT,pm25_AT_sector=7,64.5330554757377,0.0645330554757378
2015,pm25,eu,H_Aviation,8,8,sec08,Aviation,EMEP_processed,AT,pm25_AT_sector=8,113.234706449843,0.113234706449843
2015,pm25,eu,I_Offroad,8,9,sec09,Offroad,EMEP_processed,AT,pm25_AT_sector=9,1069.86549507393,1.06986549507393
2015,pm25,eu,J_Waste,9,10,sec10,Waste,EMEP_processed,AT,pm25_AT_sector=10,332.565111246107,0.332565111246107
2015,pm25,eu,K_AgriLivestock,10,11,sec11,AgriLivestock,EMEP_processed,AT,pm25_AT_sector=11,111.06112063885,0.11106112063885
2015,pm25,eu,L_AgriOther,10,12,sec12,AgriOther,EMEP_processed,AT,pm25_AT_sector=12,152.442776834005,0.152442776834005
2015,pm25,eu,M_Other,11,13,sec13,Other,EMEP_processed,AT,pm25_AT_sector=13,0,0
2015,pm25,eu,A_PublicPower,1,1,sec01,PublicPower,EMEP_processed,ATL,pm25_ATL_sector=1,0,0
2015,pm25,eu,B_Industry,3,2,sec02,Industry,EMEP_processed,ATL,pm25_ATL_sector=2,0,0
2015,pm25,eu,C_OtherStationaryComb,2,3,sec03,OtherStationaryComb,EMEP_processed,ATL,pm25_ATL_sector=3,0,0
2015,pm25,eu,D_Fugitive,5,4,sec04,Fugitive,EMEP_processed,ATL,pm25_ATL_sector=4,0,0
