ISO,Year,EMEP_data,GNFR,Pollutant,emis_t,SNAP,Region,EMEP_Sector,sec_long,long_name,Data_source
AL,2015,2015,A_PublicPower,nh3,0.2,1,eu,1,sec01,PublicPower,EMEP_unprocessed
AL,2015,2015,B_Industry,nh3,2.89,3,eu,2,sec02,Industry,EMEP_unprocessed
AL,2015,2015,C_OtherStationaryComb,nh3,68.3800000000001,2,eu,3,sec03,OtherStationaryComb,EMEP_unprocessed
AL,2015,2015,D_Fugitive,nh3,0.36,5,eu,4,sec04,Fugitive,EMEP_unprocessed
AL,2015,2015,F_RoadTransport,nh3,97.41,7,eu,6,sec06,RoadTransport,EMEP_unprocessed
AL,2015,2015,G_Shipping,nh3,0.75,8,eu,7,sec07,Shipping,EMEP_unprocessed
AL,2015,2015,I_Offroad,nh3,0.51,8,eu,9,sec09,Offroad,EMEP_unprocessed
AL,2015,2015,K_AgriLivestock,nh3,6821.99999999999,10,eu,11,sec11,AgriLivestock,EMEP_unprocessed
AL,2015,2015,L_AgriOther,nh3,9682.38,10,eu,12,sec12,AgriOther,EMEP_unprocessed
AL,2015,2015,M_Other,nh3,447.2,11,eu,13,sec13,Other,EMEP_unprocessed
AM,2015,2015,A_PublicPower,nh3,1.38,1,eu,1,sec01,PublicPower,EMEP_unprocessed
AM,2015,2015,B_Industry,nh3,44.9899999999999,3,eu,2,sec02,Industry,EMEP_unprocessed
AM,2015,2015,C_OtherStationaryComb,nh3,75.09,2,eu,3,sec03,OtherStationaryComb,EMEP_unprocessed
AM,2015,2015,F_RoadTransport,nh3,62.83,7,eu,6,sec06,RoadTransport,EMEP_unprocessed
AM,2015,2015,I_Offroad,nh3,0.24,8,eu,9,sec09,Offroad,EMEP_unprocessed
AM,2015,2015,K_AgriLivestock,nh3,5126.73,10,eu,11,sec11,AgriLivestock,EMEP_unprocessed
AM,2015,2015,L_AgriOther,nh3,7998.02,10,eu,12,sec12,AgriOther,EMEP_unprocessed
AM,2015,2015,M_Other,nh3,939.799999999999,11,eu,13,sec13,Other,EMEP_unprocessed
AST,2015,2015,A_PublicPower,nh3,8215.76495657482,1,eu,1,sec01,PublicPower,EMEP_unprocessed
AST,2015,2015,B_Industry,nh3,11262.6538893648,3,eu,2,sec02,Industry,EMEP_unprocessed
AST,2015,2015,C_OtherStationaryComb,nh3,178018.380902924,2,eu,3,sec03,OtherStationaryComb,EMEP_unprocessed
AST,2015,2015,E_Solvents,nh3,10070.1068416526,6,eu,5,sec05,Solvents,EMEP_unprocessed
AST,2015,2015,F_RoadTransport,nh3,30974.0128599049,7,eu,6,sec06,RoadTransport,EMEP_unprocessed
AST,2015,2015,G_Shipping,nh3,0.921226266036069,8,eu,7,sec07,Shipping,EMEP_unprocessed
AST,2015,2015,H_Aviation,nh3,85.4295825244498,8,eu,8,sec08,Aviation,EMEP_unprocessed
AST,2015,2015,I_Offroad,nh3,44.5471126248553,8,eu,9,sec09,Offroad,EMEP_unprocessed
AST,2015,2015,J_Waste,nh3,3491.31564065007,9,eu,10,sec10,Waste,EMEP_unprocessed
AST,2015,2015,K_AgriLivestock,nh3,312695.143146467,10,eu,11,sec11,AgriLivestock,EMEP_unprocessed
AST,2015,2015,L_AgriOther,nh3,2430402.00543966,10,eu,12,sec12,AgriOther,EMEP_unprocessed
AT,2015,2015,A_PublicPower,nh3,338.686288900068,1,eu,1,sec01,PublicPower,EMEP_unprocessed
AT,2015,2015,B_Industry,nh3,590.691272603034,3,eu,2,sec02,Industry,EMEP_unprocessed
AT,2015,2015,C_OtherStationaryComb,nh3,613.534458351229,2,eu,3,sec03,OtherStationaryComb,EMEP_unprocessed
AT,2015,2015,D_Fugitive,nh3,0.1287531,5,eu,4,sec04,Fugitive,EMEP_unprocessed
AT,2015,2015,E_Solvents,nh3,59.8801172173425,6,eu,5,sec05,Solvents,EMEP_unprocessed
AT,2015,2015,F_RoadTransport,nh3,1168.24761228644,7,eu,6,sec06,RoadTransport,EMEP_unprocessed
