Year,Pollutant,Region,GNFR,SNAP,EMEP_Sector,sec_long,long_name,Data_source,ISO,layer_name,t1,ann_emis_kt
2015,co,eu,A_PublicPower,1,1,sec01,PublicPower,EMEP_processed,AL,co_AL_sector=1,154.31,0.15431
2015,co,eu,B_Industry,3,2,sec02,Industry,EMEP_processed,AL,co_AL_sector=2,1100.77,1.10077
2015,co,eu,C_OtherStationaryComb,2,3,sec03,OtherStationaryComb,EMEP_processed,AL,co_AL_sector=3,23327.25,23.32725
2015,co,eu,D_Fugitive,5,4,sec04,Fugitive,EMEP_processed,AL,co_AL_sector=4,357.22,0.35722
2015,co,eu,E_Solvents,6,5,sec05,Solvents,EMEP_processed,AL,co_AL_sector=5,1379.15,1.37915
2015,co,eu,F_RoadTransport,7,6,sec06,RoadTransport,EMEP_processed,AL,co_AL_sector=6,20960.91,20.96091
2015,co,eu,G_Shipping,8,7,sec07,Shipping,EMEP_processed,AL,co_AL_sector=7,4402.58999999999,4.40258999999999
2015,co,eu,H_Aviation,8,8,sec08,Aviation,EMEP_processed,AL,co_AL_sector=8,0,0
2015,co,eu,I_Offroad,8,9,sec09,Offroad,EMEP_processed,AL,co_AL_sector=9,652.679999999999,0.652679999999999
2015,co,eu,J_Waste,9,10,sec10,Waste,EMEP_processed,AL,co_AL_sector=10,6733.81000000001,6.73381000000001
2015,co,eu,K_AgriLivestock,10,11,sec11,AgriLivestock,EMEP_processed,AL,co_AL_sector=11,0,0
2015,co,eu,L_AgriOther,10,12,sec12,AgriOther,EMEP_processed,AL,co_AL_sector=12,4781.52,4.78152
2015,co,eu,M_Other,11,13,sec13,Other,EMEP_processed,AL,co_AL_sector=13,0,0
2015,co,eu,A_PublicPower,1,1,sec01,PublicPower,EMEP_processed,AM,co_AM_sector=1,27255.85,27.25585
2015,co,eu,B_Industry,3,2,sec02,Industry,EMEP_processed,AM,co_AM_sector=2,829.46,0.829459999999999
2015,co,eu,C_OtherStationaryComb,2,3,sec03,OtherStationaryComb,EMEP_processed,AM,co_AM_sector=3,34028.99,34.02899
2015,co,eu,D_Fugitive,5,4,sec04,Fugitive,EMEP_processed,AM,co_AM_sector=4,0,0
2015,co,eu,E_Solvents,6,5,sec05,Solvents,EMEP_processed,AM,co_AM_sector=5,1409.09,1.40909
