iso_char,iso_code,Pollutant,Data_source,emis_y,inv_y,agg,time_res,sec_num,sec_name,emis_t_tot_ncinput,emis_t_tot_array,t1,tsum,tot_tres_ratio
AL,1,voc,NetCDF_input,2020,2024,allISO,annual,sec01,A_PublicPower,0,0,0,0,
AL,1,voc,NetCDF_input,2020,2024,allISO,annual,sec02,B_Industry,1638.52,1638.52,1638.52,1638.52,1
AL,1,voc,NetCDF_input,2020,2024,allISO,annual,sec03,C_OtherStationaryComb,8204.97999999999,8204.98,8204.97999999999,8204.97999999999,1
AL,1,voc,NetCDF_input,2020,2024,allISO,annual,sec04,D_Fugitive,465.43,465.43,465.43,465.43,1
AL,1,voc,NetCDF_input,2020,2024,allISO,annual,sec05,E_Solvents,9794.95,9794.95000000001,9794.95,9794.95,1
AL,1,voc,NetCDF_input,2020,2024,allISO,annual,sec06,F_RoadTransport,1386.56,1386.56,1386.56,1386.56,1
AL,1,voc,NetCDF_input,2020,2024,allISO,annual,sec07,G_Shipping,406.899999999999,406.9,406.899999999999,406.899999999999,1
AL,1,voc,NetCDF_input,2020,2024,allISO,annual,sec08,H_Aviation,7.14,7.14,7.14,7.14,1
AL,1,voc,NetCDF_input,2020,2024,allISO,annual,sec09,I_Offroad,409.509999999999,409.51,409.509999999999,409.509999999999,1
AL,1,voc,NetCDF_input,2020,2024,allISO,annual,sec10,J_Waste,1447.38,1447.38,1447.38,1447.38,1
AL,1,voc,NetCDF_input,2020,2024,allISO,annual,sec11,K_AgriLivestock,5786.50000000001,5786.5,5786.50000000001,5786.50000000001,1
AL,1,voc,NetCDF_input,2020,2024,allISO,annual,sec12,L_AgriOther,1203.73,1203.73,1203.73,1203.73,1
AL,1,voc,NetCDF_input,2020,2024,allISO,annual,sec13,M_Other,0,0,0,0,
AM,56,voc,NetCDF_input,2020,2024,allISO,annual,sec01,A_PublicPower,76.74,76.74,76.74,76.74,1
AM,56,voc,NetCDF_input,2020,2024,allISO,annual,sec02,B_Industry,11.49,11.49,11.49,11.49,1
AM,56,voc,NetCDF_input,2020,2024,allISO,annual,sec03,C_OtherStationaryComb,13706.32,13706.32,13706.32,13706.32,1
AM,56,voc,NetCDF_input,2020,2024,allISO,annual,sec04,D_Fugitive,406.9,406.9,406.9,406.9,1
AM,56,voc,NetCDF_input,2020,2024,allISO,annual,sec05,E_Solvents,11455.14,11455.14,11455.14,11455.14,1
AM,56,voc,NetCDF_input,2020,2024,allISO,annual,sec06,F_RoadTransport,4877.98,4877.98,4877.98,4877.98,1
AM,56,voc,NetCDF_input,2020,2024,allISO,annual,sec07,G_Shipping,0,0,0,0,
AM,56,voc,NetCDF_input,2020,2024,allISO,annual,sec08,H_Aviation,70.8400000000001,70.8400000000001,70.8400000000001,70.8400000000001,1
AM,56,voc,NetCDF_input,2020,2024,allISO,annual,sec09,I_Offroad,28.89,28.89,28.89,28.89,1
