iso_char,iso_code,Pollutant,Data_source,emis_y,inv_y,agg,time_res,sec_num,sec_name,emis_t_tot_ncoutput,t1,tsum,tot_tres_ratio
AL,1,co,NetCDF_output,2020,2024,allISO,annual,sec01,A_PublicPower,0,0,0,
AL,1,co,NetCDF_output,2020,2024,allISO,annual,sec02,B_Industry,1592.81001281738,1592.81001281738,1592.81001281738,1
AL,1,co,NetCDF_output,2020,2024,allISO,annual,sec03,C_OtherStationaryComb,17153.0900024937,17153.0900024937,17153.0900024937,1
AL,1,co,NetCDF_output,2020,2024,allISO,annual,sec04,D_Fugitive,330.530003905296,330.530003905296,330.530003905296,1
AL,1,co,NetCDF_output,2020,2024,allISO,annual,sec05,E_Solvents,1223.76001366455,1223.76001366455,1223.76001366455,1
AL,1,co,NetCDF_output,2020,2024,allISO,annual,sec06,F_RoadTransport,14105.4499930178,14105.4499930178,14105.4499930178,1
AL,1,co,NetCDF_output,2020,2024,allISO,annual,sec07,G_Shipping,4064.95002427418,4064.95002427418,4064.95002427418,1
AL,1,co,NetCDF_output,2020,2024,allISO,annual,sec08,H_Aviation,0,0,0,
AL,1,co,NetCDF_output,2020,2024,allISO,annual,sec09,I_Offroad,600.139999698033,600.139999698033,600.139999698033,1
AL,1,co,NetCDF_output,2020,2024,allISO,annual,sec10,J_Waste,7185.55999697326,7185.55999697326,7185.55999697326,1
AL,1,co,NetCDF_output,2020,2024,allISO,annual,sec11,K_AgriLivestock,0,0,0,
AL,1,co,NetCDF_output,2020,2024,allISO,annual,sec12,L_AgriOther,4528.63989257813,4528.63989257813,4528.63989257813,1
AL,1,co,NetCDF_output,2020,2024,allISO,annual,sec13,M_Other,0,0,0,
AM,56,co,NetCDF_output,2020,2024,allISO,annual,sec01,A_PublicPower,684.589979424579,684.589979424579,684.589979424579,1
AM,56,co,NetCDF_output,2020,2024,allISO,annual,sec02,B_Industry,973.530004360218,973.530004360218,973.530004360218,1
