Pollutant,Area,Year,Month,GNFR,Sector,layer,emis_kt
sox,UK,2021,1,A_PublicPower,PublicPower,Emis_UK_PublicPower_1,2.92901676177256
sox,UK,2021,2,A_PublicPower,PublicPower,Emis_UK_PublicPower_2,2.87747315150129
sox,UK,2021,3,A_PublicPower,PublicPower,Emis_UK_PublicPower_3,2.65492288453793
sox,UK,2021,4,A_PublicPower,PublicPower,Emis_UK_PublicPower_4,2.29858033973595
sox,UK,2021,5,A_PublicPower,PublicPower,Emis_UK_PublicPower_5,2.03676323962072
sox,UK,2021,6,A_PublicPower,PublicPower,Emis_UK_PublicPower_6,2.01390659242883
sox,UK,2021,7,A_PublicPower,PublicPower,Emis_UK_PublicPower_7,1.99317735128144
sox,UK,2021,8,A_PublicPower,PublicPower,Emis_UK_PublicPower_8,2.0206838534635
sox,UK,2021,9,A_PublicPower,PublicPower,Emis_UK_PublicPower_9,2.14687174241666
sox,UK,2021,10,A_PublicPower,PublicPower,Emis_UK_PublicPower_10,2.38626159828853
sox,UK,2021,11,A_PublicPower,PublicPower,Emis_UK_PublicPower_11,2.6984454344596
sox,UK,2021,12,A_PublicPower,PublicPower,Emis_UK_PublicPower_12,2.92901676177256
sox,UK,2021,1,B_Industry,Industry,Emis_UK_Industry_1,3.58246592818925
sox,UK,2021,2,B_Industry,Industry,Emis_UK_Industry_2,3.66209503039271
sox,UK,2021,3,B_Industry,Industry,Emis_UK_Industry_3,3.89915011235877
sox,UK,2021,4,B_Industry,Industry,Emis_UK_Industry_4,3.73885804732116
sox,UK,2021,5,B_Industry,Industry,Emis_UK_Industry_5,3.61096889695911
sox,UK,2021,6,B_Industry,Industry,Emis_UK_Industry_6,3.84206613403799
sox,UK,2021,7,B_Industry,Industry,Emis_UK_Industry_7,3.67815299846644
sox,UK,2021,8,B_Industry,Industry,Emis_UK_Industry_8,3.59711134755701
sox,UK,2021,9,B_Industry,Industry,Emis_UK_Industry_9,3.75953252952572
sox,UK,2021,10,B_Industry,Industry,Emis_UK_Industry_10,3.95294454018798
sox,UK,2021,11,B_Industry,Industry,Emis_UK_Industry_11,3.8725502334666
sox,UK,2021,12,B_Industry,Industry,Emis_UK_Industry_12,3.58246592818925
sox,UK,2021,1,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_1,3.70901509918485
sox,UK,2021,2,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_2,3.71635307089015
sox,UK,2021,3,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_3,3.50490030777523
sox,UK,2021,4,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_4,2.9622976120356
sox,UK,2021,5,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_5,2.33832051250773
sox,UK,2021,6,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_6,1.95723433381231
sox,UK,2021,7,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_7,1.66443588923139
sox,UK,2021,8,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_8,1.65743931185457
sox,UK,2021,9,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_9,1.96944158048432
sox,UK,2021,10,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_10,2.58185840272187
sox,UK,2021,11,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_11,3.28717776550801
sox,UK,2021,12,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_12,3.70901509918485
sox,UK,2021,1,D_Fugitive,Fugitive,Emis_UK_Fugitive_1,0
sox,UK,2021,2,D_Fugitive,Fugitive,Emis_UK_Fugitive_2,0
sox,UK,2021,3,D_Fugitive,Fugitive,Emis_UK_Fugitive_3,0
sox,UK,2021,4,D_Fugitive,Fugitive,Emis_UK_Fugitive_4,0
sox,UK,2021,5,D_Fugitive,Fugitive,Emis_UK_Fugitive_5,0
sox,UK,2021,6,D_Fugitive,Fugitive,Emis_UK_Fugitive_6,0
sox,UK,2021,7,D_Fugitive,Fugitive,Emis_UK_Fugitive_7,0
sox,UK,2021,8,D_Fugitive,Fugitive,Emis_UK_Fugitive_8,0
sox,UK,2021,9,D_Fugitive,Fugitive,Emis_UK_Fugitive_9,0
sox,UK,2021,10,D_Fugitive,Fugitive,Emis_UK_Fugitive_10,0
sox,UK,2021,11,D_Fugitive,Fugitive,Emis_UK_Fugitive_11,0
sox,UK,2021,12,D_Fugitive,Fugitive,Emis_UK_Fugitive_12,0
sox,UK,2021,1,E_Solvents,Solvents,Emis_UK_Solvents_1,0.0619417251282363
sox,UK,2021,2,E_Solvents,Solvents,Emis_UK_Solvents_2,0.0619412173007509
sox,UK,2021,3,E_Solvents,Solvents,Emis_UK_Solvents_3,0.0619430134430332
sox,UK,2021,4,E_Solvents,Solvents,Emis_UK_Solvents_4,0.0619478104972126
sox,UK,2021,5,E_Solvents,Solvents,Emis_UK_Solvents_5,0.0619546861394031
sox,UK,2021,6,E_Solvents,Solvents,Emis_UK_Solvents_6,0.0619610725122786
sox,UK,2021,7,E_Solvents,Solvents,Emis_UK_Solvents_7,0.0619638901403759
sox,UK,2021,8,E_Solvents,Solvents,Emis_UK_Solvents_8,0.0619614129550303
sox,UK,2021,9,E_Solvents,Solvents,Emis_UK_Solvents_9,0.0619552432668926
sox,UK,2021,10,E_Solvents,Solvents,Emis_UK_Solvents_10,0.0619484770268784
sox,UK,2021,11,E_Solvents,Solvents,Emis_UK_Solvents_11,0.0619437506555829
sox,UK,2021,12,E_Solvents,Solvents,Emis_UK_Solvents_12,0.0619417251282363
sox,UK,2021,1,F_RoadTransport,RoadTransport,Emis_UK_RoadTransport_1,0.0330224095844824
sox,UK,2021,2,F_RoadTransport,RoadTransport,Emis_UK_RoadTransport_2,0.0338197099958026
sox,UK,2021,3,F_RoadTransport,RoadTransport,Emis_UK_RoadTransport_3,0.0341928474793706
sox,UK,2021,4,F_RoadTransport,RoadTransport,Emis_UK_RoadTransport_4,0.0340837003219838
sox,UK,2021,5,F_RoadTransport,RoadTransport,Emis_UK_RoadTransport_5,0.0349012294533835
sox,UK,2021,6,F_RoadTransport,RoadTransport,Emis_UK_RoadTransport_6,0.0360464208950297
sox,UK,2021,7,F_RoadTransport,RoadTransport,Emis_UK_RoadTransport_7,0.0360389631816098
