Year,Pollutant,Region,GNFR,SNAP,EMEP_Sector,sec_long,long_name,Data_source,ISO,layer_name,t1,ann_emis_kt
2022,co,eu,A_PublicPower,1,1,sec01,PublicPower,EMEP_processed,AL,co_AL_sector=1,0,0
2022,co,eu,B_Industry,3,2,sec02,Industry,EMEP_processed,AL,co_AL_sector=2,1786.56531865643,1.78656531865643
2022,co,eu,C_OtherStationaryComb,2,3,sec03,OtherStationaryComb,EMEP_processed,AL,co_AL_sector=3,15612.0821730728,15.6120821730728
2022,co,eu,D_Fugitive,5,4,sec04,Fugitive,EMEP_processed,AL,co_AL_sector=4,349.644346897593,0.349644346897593
2022,co,eu,E_Solvents,6,5,sec05,Solvents,EMEP_processed,AL,co_AL_sector=5,1192.72219749108,1.19272219749108
2022,co,eu,F_RoadTransport,7,6,sec06,RoadTransport,EMEP_processed,AL,co_AL_sector=6,15096.487078603,15.096487078603
2022,co,eu,G_Shipping,8,7,sec07,Shipping,EMEP_processed,AL,co_AL_sector=7,4602.04814586861,4.60204814586861
2022,co,eu,H_Aviation,8,8,sec08,Aviation,EMEP_processed,AL,co_AL_sector=8,0,0
2022,co,eu,I_Offroad,8,9,sec09,Offroad,EMEP_processed,AL,co_AL_sector=9,599.215391848557,0.599215391848557
2022,co,eu,J_Waste,9,10,sec10,Waste,EMEP_processed,AL,co_AL_sector=10,7275.91000149473,7.27591000149473
2022,co,eu,K_AgriLivestock,10,11,sec11,AgriLivestock,EMEP_processed,AL,co_AL_sector=11,0,0
2022,co,eu,L_AgriOther,10,12,sec12,AgriOther,EMEP_processed,AL,co_AL_sector=12,4478.06399975334,4.47806399975334
2022,co,eu,M_Other,11,13,sec13,Other,EMEP_processed,AL,co_AL_sector=13,0,0
2022,co,eu,A_PublicPower,1,1,sec01,PublicPower,EMEP_processed,AM,co_AM_sector=1,373.809193154258,0.373809193154258
2022,co,eu,B_Industry,3,2,sec02,Industry,EMEP_processed,AM,co_AM_sector=2,1060.62055211343,1.06062055211343
2022,co,eu,C_OtherStationaryComb,2,3,sec03,OtherStationaryComb,EMEP_processed,AM,co_AM_sector=3,36690.692966938,36.690692966938
2022,co,eu,D_Fugitive,5,4,sec04,Fugitive,EMEP_processed,AM,co_AM_sector=4,0,0
2022,co,eu,E_Solvents,6,5,sec05,Solvents,EMEP_processed,AM,co_AM_sector=5,1459.0336509237,1.4590336509237
2022,co,eu,F_RoadTransport,7,6,sec06,RoadTransport,EMEP_processed,AM,co_AM_sector=6,39947.1725980206,39.9471725980206
2022,co,eu,G_Shipping,8,7,sec07,Shipping,EMEP_processed,AM,co_AM_sector=7,0,0
2022,co,eu,H_Aviation,8,8,sec08,Aviation,EMEP_processed,AM,co_AM_sector=8,0,0
2022,co,eu,I_Offroad,8,9,sec09,Offroad,EMEP_processed,AM,co_AM_sector=9,40.8391155797157,0.0408391155797157
2022,co,eu,J_Waste,9,10,sec10,Waste,EMEP_processed,AM,co_AM_sector=10,2986.43200023526,2.98643200023526
2022,co,eu,K_AgriLivestock,10,11,sec11,AgriLivestock,EMEP_processed,AM,co_AM_sector=11,0,0
2022,co,eu,L_AgriOther,10,12,sec12,AgriOther,EMEP_processed,AM,co_AM_sector=12,12209.9100006663,12.2099100006663
2022,co,eu,M_Other,11,13,sec13,Other,EMEP_processed,AM,co_AM_sector=13,0,0
2022,co,eu,A_PublicPower,1,1,sec01,PublicPower,EMEP_processed,AST,co_AST_sector=1,510751.050559922,510.751050559922
2022,co,eu,B_Industry,3,2,sec02,Industry,EMEP_processed,AST,co_AST_sector=2,633750.581034361,633.750581034361
2022,co,eu,C_OtherStationaryComb,2,3,sec03,OtherStationaryComb,EMEP_processed,AST,co_AST_sector=3,9285653.80584438,9285.65380584438
2022,co,eu,D_Fugitive,5,4,sec04,Fugitive,EMEP_processed,AST,co_AST_sector=4,237093.491019709,237.093491019709
2022,co,eu,E_Solvents,6,5,sec05,Solvents,EMEP_processed,AST,co_AST_sector=5,600.223888753821,0.600223888753821
2022,co,eu,F_RoadTransport,7,6,sec06,RoadTransport,EMEP_processed,AST,co_AST_sector=6,1639168.7057093,1639.1687057093
2022,co,eu,G_Shipping,8,7,sec07,Shipping,EMEP_processed,AST,co_AST_sector=7,3962.92042562333,3.96292042562333
2022,co,eu,H_Aviation,8,8,sec08,Aviation,EMEP_processed,AST,co_AST_sector=8,4617.71604194745,4.61771604194745
2022,co,eu,I_Offroad,8,9,sec09,Offroad,EMEP_processed,AST,co_AST_sector=9,13428.4659054559,13.4284659054559
2022,co,eu,J_Waste,9,10,sec10,Waste,EMEP_processed,AST,co_AST_sector=10,204.56163726973,0.20456163726973
2022,co,eu,K_AgriLivestock,10,11,sec11,AgriLivestock,EMEP_processed,AST,co_AST_sector=11,0,0
2022,co,eu,L_AgriOther,10,12,sec12,AgriOther,EMEP_processed,AST,co_AST_sector=12,1467998.6830686,1467.9986830686
2022,co,eu,M_Other,11,13,sec13,Other,EMEP_processed,AST,co_AST_sector=13,0,0
2022,co,eu,A_PublicPower,1,1,sec01,PublicPower,EMEP_processed,AT,co_AT_sector=1,4192.87944497274,4.19287944497274
2022,co,eu,B_Industry,3,2,sec02,Industry,EMEP_processed,AT,co_AT_sector=2,190189.342765438,190.189342765438
2022,co,eu,C_OtherStationaryComb,2,3,sec03,OtherStationaryComb,EMEP_processed,AT,co_AT_sector=3,208359.079881164,208.359079881164
2022,co,eu,D_Fugitive,5,4,sec04,Fugitive,EMEP_processed,AT,co_AT_sector=4,0,0
2022,co,eu,E_Solvents,6,5,sec05,Solvents,EMEP_processed,AT,co_AT_sector=5,725.7660927,0.7257660927
2022,co,eu,F_RoadTransport,7,6,sec06,RoadTransport,EMEP_processed,AT,co_AT_sector=6,45824.7978454069,45.8247978454069
2022,co,eu,G_Shipping,8,7,sec07,Shipping,EMEP_processed,AT,co_AT_sector=7,2357.67254514048,2.35767254514048
2022,co,eu,H_Aviation,8,8,sec08,Aviation,EMEP_processed,AT,co_AT_sector=8,3126.20321350868,3.12620321350868
