Year,Pollutant,Region,GNFR,SNAP,EMEP_Sector,sec_long,long_name,Data_source,ISO,layer_name,t1,ann_emis_kt
2022,sox,eu,A_PublicPower,1,1,sec01,PublicPower,EMEP_processed,AL,sox_AL_sector=1,0,0
2022,sox,eu,B_Industry,3,2,sec02,Industry,EMEP_processed,AL,sox_AL_sector=2,9953.05079603076,9.95305079603076
2022,sox,eu,C_OtherStationaryComb,2,3,sec03,OtherStationaryComb,EMEP_processed,AL,sox_AL_sector=3,489.414471904437,0.489414471904437
2022,sox,eu,D_Fugitive,5,4,sec04,Fugitive,EMEP_processed,AL,sox_AL_sector=4,0.697658088759928,0.000697658088759928
2022,sox,eu,E_Solvents,6,5,sec05,Solvents,EMEP_processed,AL,sox_AL_sector=5,0,0
2022,sox,eu,F_RoadTransport,7,6,sec06,RoadTransport,EMEP_processed,AL,sox_AL_sector=6,14.4145956035074,0.0144145956035074
2022,sox,eu,G_Shipping,8,7,sec07,Shipping,EMEP_processed,AL,sox_AL_sector=7,75.1306678576916,0.0751306678576916
2022,sox,eu,H_Aviation,8,8,sec08,Aviation,EMEP_processed,AL,sox_AL_sector=8,0.839539861259417,0.000839539861259417
2022,sox,eu,I_Offroad,8,9,sec09,Offroad,EMEP_processed,AL,sox_AL_sector=9,75.7101625137581,0.0757101625137581
2022,sox,eu,J_Waste,9,10,sec10,Waste,EMEP_processed,AL,sox_AL_sector=10,38.9739999824285,0.0389739999824285
2022,sox,eu,K_AgriLivestock,10,11,sec11,AgriLivestock,EMEP_processed,AL,sox_AL_sector=11,0,0
2022,sox,eu,L_AgriOther,10,12,sec12,AgriOther,EMEP_processed,AL,sox_AL_sector=12,17.3739999977386,0.0173739999977386
2022,sox,eu,M_Other,11,13,sec13,Other,EMEP_processed,AL,sox_AL_sector=13,0,0
2022,sox,eu,A_PublicPower,1,1,sec01,PublicPower,EMEP_processed,AM,sox_AM_sector=1,10.8755316517898,0.0108755316517898
2022,sox,eu,B_Industry,3,2,sec02,Industry,EMEP_processed,AM,sox_AM_sector=2,1579.22353898726,1.57922353898726
2022,sox,eu,C_OtherStationaryComb,2,3,sec03,OtherStationaryComb,EMEP_processed,AM,sox_AM_sector=3,4.94174574664835,0.00494174574664835
2022,sox,eu,D_Fugitive,5,4,sec04,Fugitive,EMEP_processed,AM,sox_AM_sector=4,0,0
2022,sox,eu,E_Solvents,6,5,sec05,Solvents,EMEP_processed,AM,sox_AM_sector=5,0,0
2022,sox,eu,F_RoadTransport,7,6,sec06,RoadTransport,EMEP_processed,AM,sox_AM_sector=6,1272.23115298285,1.27223115298285
2022,sox,eu,G_Shipping,8,7,sec07,Shipping,EMEP_processed,AM,sox_AM_sector=7,0,0
2022,sox,eu,H_Aviation,8,8,sec08,Aviation,EMEP_processed,AM,sox_AM_sector=8,12.082129728515,0.012082129728515
2022,sox,eu,I_Offroad,8,9,sec09,Offroad,EMEP_processed,AM,sox_AM_sector=9,18.643662690355,0.018643662690355
2022,sox,eu,J_Waste,9,10,sec10,Waste,EMEP_processed,AM,sox_AM_sector=10,16.0040000010297,0.0160040000010297
2022,sox,eu,K_AgriLivestock,10,11,sec11,AgriLivestock,EMEP_processed,AM,sox_AM_sector=11,0,0
2022,sox,eu,L_AgriOther,10,12,sec12,AgriOther,EMEP_processed,AM,sox_AM_sector=12,126.307999988741,0.126307999988741
2022,sox,eu,M_Other,11,13,sec13,Other,EMEP_processed,AM,sox_AM_sector=13,0,0
2022,sox,eu,A_PublicPower,1,1,sec01,PublicPower,EMEP_processed,AST,sox_AST_sector=1,2938735.91852393,2938.73591852393
2022,sox,eu,B_Industry,3,2,sec02,Industry,EMEP_processed,AST,sox_AST_sector=2,357061.009024289,357.061009024289
2022,sox,eu,C_OtherStationaryComb,2,3,sec03,OtherStationaryComb,EMEP_processed,AST,sox_AST_sector=3,1191027.9176755,1191.0279176755
2022,sox,eu,D_Fugitive,5,4,sec04,Fugitive,EMEP_processed,AST,sox_AST_sector=4,401.8519857367,0.4018519857367
2022,sox,eu,E_Solvents,6,5,sec05,Solvents,EMEP_processed,AST,sox_AST_sector=5,19799.4569383473,19.7994569383473
2022,sox,eu,F_RoadTransport,7,6,sec06,RoadTransport,EMEP_processed,AST,sox_AST_sector=6,1855.50447611281,1.85550447611281
2022,sox,eu,G_Shipping,8,7,sec07,Shipping,EMEP_processed,AST,sox_AST_sector=7,10248.079134175,10.248079134175
2022,sox,eu,H_Aviation,8,8,sec08,Aviation,EMEP_processed,AST,sox_AST_sector=8,952.719784557698,0.952719784557698
2022,sox,eu,I_Offroad,8,9,sec09,Offroad,EMEP_processed,AST,sox_AST_sector=9,2690.50626640978,2.69050626640978
2022,sox,eu,J_Waste,9,10,sec10,Waste,EMEP_processed,AST,sox_AST_sector=10,496.724348237932,0.496724348237932
2022,sox,eu,K_AgriLivestock,10,11,sec11,AgriLivestock,EMEP_processed,AST,sox_AST_sector=11,0,0
2022,sox,eu,L_AgriOther,10,12,sec12,AgriOther,EMEP_processed,AST,sox_AST_sector=12,8948.1869389323,8.9481869389323
2022,sox,eu,M_Other,11,13,sec13,Other,EMEP_processed,AST,sox_AST_sector=13,0,0
2022,sox,eu,A_PublicPower,1,1,sec01,PublicPower,EMEP_processed,AT,sox_AT_sector=1,704.051586577193,0.704051586577193
2022,sox,eu,B_Industry,3,2,sec02,Industry,EMEP_processed,AT,sox_AT_sector=2,8656.37102738979,8.65637102738979
2022,sox,eu,C_OtherStationaryComb,2,3,sec03,OtherStationaryComb,EMEP_processed,AT,sox_AT_sector=3,1109.94523396484,1.10994523396484
2022,sox,eu,D_Fugitive,5,4,sec04,Fugitive,EMEP_processed,AT,sox_AT_sector=4,32,0.032
2022,sox,eu,E_Solvents,6,5,sec05,Solvents,EMEP_processed,AT,sox_AT_sector=5,3.43971356,0.00343971356
2022,sox,eu,F_RoadTransport,7,6,sec06,RoadTransport,EMEP_processed,AT,sox_AT_sector=6,119.838641944512,0.119838641944512
2022,sox,eu,G_Shipping,8,7,sec07,Shipping,EMEP_processed,AT,sox_AT_sector=7,2.50781004071207,0.00250781004071207
2022,sox,eu,H_Aviation,8,8,sec08,Aviation,EMEP_processed,AT,sox_AT_sector=8,78.7840126622992,0.0787840126622992
2022,sox,eu,I_Offroad,8,9,sec09,Offroad,EMEP_processed,AT,sox_AT_sector=9,57.7815728643079,0.0577815728643079
2022,sox,eu,J_Waste,9,10,sec10,Waste,EMEP_processed,AT,sox_AT_sector=10,15.0037286530797,0.0150037286530797
2022,sox,eu,K_AgriLivestock,10,11,sec11,AgriLivestock,EMEP_processed,AT,sox_AT_sector=11,0,0
2022,sox,eu,L_AgriOther,10,12,sec12,AgriOther,EMEP_processed,AT,sox_AT_sector=12,0,0
2022,sox,eu,M_Other,11,13,sec13,Other,EMEP_processed,AT,sox_AT_sector=13,0,0
2022,sox,eu,A_PublicPower,1,1,sec01,PublicPower,EMEP_processed,ATL,sox_ATL_sector=1,0,0
2022,sox,eu,B_Industry,3,2,sec02,Industry,EMEP_processed,ATL,sox_ATL_sector=2,0,0
2022,sox,eu,C_OtherStationaryComb,2,3,sec03,OtherStationaryComb,EMEP_processed,ATL,sox_ATL_sector=3,0,0
2022,sox,eu,D_Fugitive,5,4,sec04,Fugitive,EMEP_processed,ATL,sox_ATL_sector=4,0,0
2022,sox,eu,E_Solvents,6,5,sec05,Solvents,EMEP_processed,ATL,sox_ATL_sector=5,0,0
2022,sox,eu,F_RoadTransport,7,6,sec06,RoadTransport,EMEP_processed,ATL,sox_ATL_sector=6,0,0
2022,sox,eu,G_Shipping,8,7,sec07,Shipping,EMEP_processed,ATL,sox_ATL_sector=7,105030.108480476,105.030108480476
2022,sox,eu,H_Aviation,8,8,sec08,Aviation,EMEP_processed,ATL,sox_ATL_sector=8,0,0
2022,sox,eu,I_Offroad,8,9,sec09,Offroad,EMEP_processed,ATL,sox_ATL_sector=9,0,0
2022,sox,eu,J_Waste,9,10,sec10,Waste,EMEP_processed,ATL,sox_ATL_sector=10,0,0
2022,sox,eu,K_AgriLivestock,10,11,sec11,AgriLivestock,EMEP_processed,ATL,sox_ATL_sector=11,0,0
2022,sox,eu,L_AgriOther,10,12,sec12,AgriOther,EMEP_processed,ATL,sox_ATL_sector=12,0,0
2022,sox,eu,M_Other,11,13,sec13,Other,EMEP_processed,ATL,sox_ATL_sector=13,0,0
2022,sox,eu,A_PublicPower,1,1,sec01,PublicPower,EMEP_processed,AZ,sox_AZ_sector=1,18360.4136222077,18.3604136222077
2022,sox,eu,B_Industry,3,2,sec02,Industry,EMEP_processed,AZ,sox_AZ_sector=2,34053.237874698,34.053237874698
2022,sox,eu,C_OtherStationaryComb,2,3,sec03,OtherStationaryComb,EMEP_processed,AZ,sox_AZ_sector=3,81.4423293353028,0.0814423293353028
2022,sox,eu,D_Fugitive,5,4,sec04,Fugitive,EMEP_processed,AZ,sox_AZ_sector=4,79.7502477142722,0.0797502477142722
2022,sox,eu,E_Solvents,6,5,sec05,Solvents,EMEP_processed,AZ,sox_AZ_sector=5,0,0
2022,sox,eu,F_RoadTransport,7,6,sec06,RoadTransport,EMEP_processed,AZ,sox_AZ_sector=6,8975.30419275202,8.97530419275202
2022,sox,eu,G_Shipping,8,7,sec07,Shipping,EMEP_processed,AZ,sox_AZ_sector=7,398.349134129005,0.398349134129005
2022,sox,eu,H_Aviation,8,8,sec08,Aviation,EMEP_processed,AZ,sox_AZ_sector=8,127.521737520435,0.127521737520435
2022,sox,eu,I_Offroad,8,9,sec09,Offroad,EMEP_processed,AZ,sox_AZ_sector=9,139.060675121345,0.139060675121345
2022,sox,eu,J_Waste,9,10,sec10,Waste,EMEP_processed,AZ,sox_AZ_sector=10,41.3880000026047,0.0413880000026047
2022,sox,eu,K_AgriLivestock,10,11,sec11,AgriLivestock,EMEP_processed,AZ,sox_AZ_sector=11,0,0
2022,sox,eu,L_AgriOther,10,12,sec12,AgriOther,EMEP_processed,AZ,sox_AZ_sector=12,86.0939999944834,0.0860939999944834
2022,sox,eu,M_Other,11,13,sec13,Other,EMEP_processed,AZ,sox_AZ_sector=13,0,0
2022,sox,eu,A_PublicPower,1,1,sec01,PublicPower,EMEP_processed,BA,sox_BA_sector=1,416897.386831659,416.897386831659
2022,sox,eu,B_Industry,3,2,sec02,Industry,EMEP_processed,BA,sox_BA_sector=2,24129.8211559804,24.1298211559804
2022,sox,eu,C_OtherStationaryComb,2,3,sec03,OtherStationaryComb,EMEP_processed,BA,sox_BA_sector=3,4249.57541739119,4.24957541739119
2022,sox,eu,D_Fugitive,5,4,sec04,Fugitive,EMEP_processed,BA,sox_BA_sector=4,0,0
2022,sox,eu,E_Solvents,6,5,sec05,Solvents,EMEP_processed,BA,sox_BA_sector=5,0,0
2022,sox,eu,F_RoadTransport,7,6,sec06,RoadTransport,EMEP_processed,BA,sox_BA_sector=6,21.826530730913,0.021826530730913
2022,sox,eu,G_Shipping,8,7,sec07,Shipping,EMEP_processed,BA,sox_BA_sector=7,0,0
2022,sox,eu,H_Aviation,8,8,sec08,Aviation,EMEP_processed,BA,sox_BA_sector=8,0.793804857405511,0.000793804857405511
2022,sox,eu,I_Offroad,8,9,sec09,Offroad,EMEP_processed,BA,sox_BA_sector=9,35.3659999992953,0.0353659999992953
2022,sox,eu,J_Waste,9,10,sec10,Waste,EMEP_processed,BA,sox_BA_sector=10,57.4299999973525,0.0574299999973525
2022,sox,eu,K_AgriLivestock,10,11,sec11,AgriLivestock,EMEP_processed,BA,sox_BA_sector=11,0,0
2022,sox,eu,L_AgriOther,10,12,sec12,AgriOther,EMEP_processed,BA,sox_BA_sector=12,49.4880000005734,0.0494880000005734
2022,sox,eu,M_Other,11,13,sec13,Other,EMEP_processed,BA,sox_BA_sector=13,0,0
