iso_char,iso_code,Pollutant,Data_source,emis_y,inv_y,agg,time_res,sec_num,sec_name,emis_t_tot_ncinput,emis_t_tot_array,t1,tsum,tot_tres_ratio
AL,1,voc,NetCDF_input,2022,2024,allISO,annual,sec01,A_PublicPower,0,0,0,0,
AL,1,voc,NetCDF_input,2022,2024,allISO,annual,sec02,B_Industry,1703.6375003507,1703.6375003507,1703.6375003507,1703.6375003507,1
AL,1,voc,NetCDF_input,2022,2024,allISO,annual,sec03,C_OtherStationaryComb,7456.10115611527,7456.10115611526,7456.10115611527,7456.10115611527,1
AL,1,voc,NetCDF_input,2022,2024,allISO,annual,sec04,D_Fugitive,503.061107615849,503.061107615849,503.061107615849,503.061107615849,1
AL,1,voc,NetCDF_input,2022,2024,allISO,annual,sec05,E_Solvents,9751.67098268182,9751.67098268182,9751.67098268182,9751.67098268182,1
AL,1,voc,NetCDF_input,2022,2024,allISO,annual,sec06,F_RoadTransport,1389.9125404102,1389.9125404102,1389.9125404102,1389.9125404102,1
AL,1,voc,NetCDF_input,2022,2024,allISO,annual,sec07,G_Shipping,468.378854833131,468.378854833131,468.378854833131,468.378854833131,1
AL,1,voc,NetCDF_input,2022,2024,allISO,annual,sec08,H_Aviation,15.1460293923368,15.1460293923368,15.1460293923368,15.1460293923368,1
AL,1,voc,NetCDF_input,2022,2024,allISO,annual,sec09,I_Offroad,407.833911087735,407.833911087735,407.833911087735,407.833911087735,1
AL,1,voc,NetCDF_input,2022,2024,allISO,annual,sec10,J_Waste,1465.57999987267,1465.57999987267,1465.57999987267,1465.57999987267,1
AL,1,voc,NetCDF_input,2022,2024,allISO,annual,sec11,K_AgriLivestock,5616.7499997594,5616.7499997594,5616.7499997594,5616.7499997594,1
AL,1,voc,NetCDF_input,2022,2024,allISO,annual,sec12,L_AgriOther,1196.35200013973,1196.35200013973,1196.35200013973,1196.35200013973,1
AL,1,voc,NetCDF_input,2022,2024,allISO,annual,sec13,M_Other,0,0,0,0,
AM,56,voc,NetCDF_input,2022,2024,allISO,annual,sec01,A_PublicPower,48.7982799455181,48.7982799455181,48.7982799455181,48.7982799455181,1
AM,56,voc,NetCDF_input,2022,2024,allISO,annual,sec02,B_Industry,12.3377006189831,12.3377006189831,12.3377006189831,12.3377006189831,1
AM,56,voc,NetCDF_input,2022,2024,allISO,annual,sec03,C_OtherStationaryComb,13808.7150001356,13808.7150001356,13808.7150001356,13808.7150001356,1
AM,56,voc,NetCDF_input,2022,2024,allISO,annual,sec04,D_Fugitive,445.173973558356,445.173973558356,445.173973558356,445.173973558356,1
AM,56,voc,NetCDF_input,2022,2024,allISO,annual,sec05,E_Solvents,11779.1639214582,11779.1639214582,11779.1639214582,11779.1639214582,1
AM,56,voc,NetCDF_input,2022,2024,allISO,annual,sec06,F_RoadTransport,3708.49496875488,3708.49496875488,3708.49496875488,3708.49496875488,1
AM,56,voc,NetCDF_input,2022,2024,allISO,annual,sec07,G_Shipping,0,0,0,0,
AM,56,voc,NetCDF_input,2022,2024,allISO,annual,sec08,H_Aviation,212.924833310922,212.924833310922,212.924833310922,212.924833310922,1
AM,56,voc,NetCDF_input,2022,2024,allISO,annual,sec09,I_Offroad,19.3139570145589,19.3139570145589,19.3139570145589,19.3139570145589,1
AM,56,voc,NetCDF_input,2022,2024,allISO,annual,sec10,J_Waste,601.558000032678,601.558000032678,601.558000032678,601.558000032678,1
AM,56,voc,NetCDF_input,2022,2024,allISO,annual,sec11,K_AgriLivestock,4854.77399986815,4854.77399986815,4854.77399986815,4854.77399986815,1
AM,56,voc,NetCDF_input,2022,2024,allISO,annual,sec12,L_AgriOther,2755.92000037138,2755.92000037138,2755.92000037138,2755.92000037138,1
AM,56,voc,NetCDF_input,2022,2024,allISO,annual,sec13,M_Other,0,0,0,0,
AST,96,voc,NetCDF_input,2022,2024,allISO,annual,sec01,A_PublicPower,47316.0022002748,47316.0022002749,47316.0022002748,47316.0022002748,1
AST,96,voc,NetCDF_input,2022,2024,allISO,annual,sec02,B_Industry,272572.497563487,272572.497563487,272572.497563487,272572.497563487,1
AST,96,voc,NetCDF_input,2022,2024,allISO,annual,sec03,C_OtherStationaryComb,1433562.79127766,1433562.79127763,1433562.79127766,1433562.79127766,1
AST,96,voc,NetCDF_input,2022,2024,allISO,annual,sec04,D_Fugitive,1721309.80415315,1721309.80415316,1721309.80415315,1721309.80415315,1
AST,96,voc,NetCDF_input,2022,2024,allISO,annual,sec05,E_Solvents,1379856.87887103,1379856.87887102,1379856.87887103,1379856.87887103,1
AST,96,voc,NetCDF_input,2022,2024,allISO,annual,sec06,F_RoadTransport,565293.631545066,565293.631545068,565293.631545066,565293.631545066,1
AST,96,voc,NetCDF_input,2022,2024,allISO,annual,sec07,G_Shipping,642.15402656162,642.154026561621,642.15402656162,642.15402656162,1
AST,96,voc,NetCDF_input,2022,2024,allISO,annual,sec08,H_Aviation,177.515511806054,177.515511806054,177.515511806054,177.515511806054,1
AST,96,voc,NetCDF_input,2022,2024,allISO,annual,sec09,I_Offroad,3843.73700534504,3843.73700534504,3843.73700534504,3843.73700534504,1
AST,96,voc,NetCDF_input,2022,2024,allISO,annual,sec10,J_Waste,78678.1518107194,78678.1518107196,78678.1518107194,78678.1518107194,1
AST,96,voc,NetCDF_input,2022,2024,allISO,annual,sec11,K_AgriLivestock,352863.768759375,352863.768759378,352863.768759375,352863.768759375,1
AST,96,voc,NetCDF_input,2022,2024,allISO,annual,sec12,L_AgriOther,273472.048031684,273472.048031684,273472.048031684,273472.048031684,1
AST,96,voc,NetCDF_input,2022,2024,allISO,annual,sec13,M_Other,0,0,0,0,
AT,2,voc,NetCDF_input,2022,2024,allISO,annual,sec01,A_PublicPower,306.687865732763,306.687865732763,306.687865732763,306.687865732763,1
AT,2,voc,NetCDF_input,2022,2024,allISO,annual,sec02,B_Industry,4783.747716707,4783.747716707,4783.747716707,4783.747716707,1
AT,2,voc,NetCDF_input,2022,2024,allISO,annual,sec03,C_OtherStationaryComb,22888.228286451,22888.228286451,22888.228286451,22888.228286451,1
AT,2,voc,NetCDF_input,2022,2024,allISO,annual,sec04,D_Fugitive,1864.30321279676,1864.30321279676,1864.30321279676,1864.30321279676,1
AT,2,voc,NetCDF_input,2022,2024,allISO,annual,sec05,E_Solvents,31325.3024164209,31325.3024164209,31325.3024164209,31325.3024164209,1
