ISO,Year,EMEP_data,GNFR,Pollutant,emis_t,SNAP,Region,EMEP_Sector,sec_long,long_name,Data_source
AL,2022,2022,B_Industry,pmco,783.224223625502,3,eu,2,sec02,Industry,EMEP_unprocessed
AL,2022,2022,C_OtherStationaryComb,pmco,136.523636856629,2,eu,3,sec03,OtherStationaryComb,EMEP_unprocessed
AL,2022,2022,D_Fugitive,pmco,30.4873279172098,5,eu,4,sec04,Fugitive,EMEP_unprocessed
AL,2022,2022,E_Solvents,pmco,0.00018760850623023,6,eu,5,sec05,Solvents,EMEP_unprocessed
AL,2022,2022,F_RoadTransport,pmco,169.200390830589,7,eu,6,sec06,RoadTransport,EMEP_unprocessed
AL,2022,2022,G_Shipping,pmco,10.1464112823393,8,eu,7,sec07,Shipping,EMEP_unprocessed
AL,2022,2022,H_Aviation,pmco,0.0265699805111094,8,eu,8,sec08,Aviation,EMEP_unprocessed
AL,2022,2022,I_Offroad,pmco,8.27802359967659,8,eu,9,sec09,Offroad,EMEP_unprocessed
AL,2022,2022,J_Waste,pmco,131.666000309829,9,eu,10,sec10,Waste,EMEP_unprocessed
AL,2022,2022,K_AgriLivestock,pmco,622.935999998649,10,eu,11,sec11,AgriLivestock,EMEP_unprocessed
AL,2022,2022,L_AgriOther,pmco,475.263999934098,10,eu,12,sec12,AgriOther,EMEP_unprocessed
AM,2022,2022,A_PublicPower,pmco,0.24512486216254,1,eu,1,sec01,PublicPower,EMEP_unprocessed
AM,2022,2022,B_Industry,pmco,925.653281582822,3,eu,2,sec02,Industry,EMEP_unprocessed
AM,2022,2022,C_OtherStationaryComb,pmco,233.620880072813,2,eu,3,sec03,OtherStationaryComb,EMEP_unprocessed
AM,2022,2022,D_Fugitive,pmco,0.715093189677696,5,eu,4,sec04,Fugitive,EMEP_unprocessed
AM,2022,2022,F_RoadTransport,pmco,57.4998309733229,7,eu,6,sec06,RoadTransport,EMEP_unprocessed
AM,2022,2022,H_Aviation,pmco,0.17937507057896,8,eu,8,sec08,Aviation,EMEP_unprocessed
AM,2022,2022,I_Offroad,pmco,0.587926979068532,8,eu,9,sec09,Offroad,EMEP_unprocessed
AM,2022,2022,J_Waste,pmco,54.0440248467597,9,eu,10,sec10,Waste,EMEP_unprocessed
AM,2022,2022,K_AgriLivestock,pmco,552.990000040924,10,eu,11,sec11,AgriLivestock,EMEP_unprocessed
AM,2022,2022,L_AgriOther,pmco,527.045999961032,10,eu,12,sec12,AgriOther,EMEP_unprocessed
AST,2022,2022,A_PublicPower,pmco,48648.64285336,1,eu,1,sec01,PublicPower,EMEP_unprocessed
AST,2022,2022,B_Industry,pmco,105330.643568658,3,eu,2,sec02,Industry,EMEP_unprocessed
AST,2022,2022,C_OtherStationaryComb,pmco,569069.37457495,2,eu,3,sec03,OtherStationaryComb,EMEP_unprocessed
AST,2022,2022,D_Fugitive,pmco,78.5333380421437,5,eu,4,sec04,Fugitive,EMEP_unprocessed
AST,2022,2022,F_RoadTransport,pmco,18089.7571145226,7,eu,6,sec06,RoadTransport,EMEP_unprocessed
AST,2022,2022,I_Offroad,pmco,2.15290501685672,8,eu,9,sec09,Offroad,EMEP_unprocessed
AST,2022,2022,J_Waste,pmco,1408.784332401,9,eu,10,sec10,Waste,EMEP_unprocessed
AST,2022,2022,K_AgriLivestock,pmco,90289.1967321971,10,eu,11,sec11,AgriLivestock,EMEP_unprocessed
AST,2022,2022,L_AgriOther,pmco,11572.5712491445,10,eu,12,sec12,AgriOther,EMEP_unprocessed
AT,2022,2022,A_PublicPower,pmco,171.00164848413,1,eu,1,sec01,PublicPower,EMEP_unprocessed
AT,2022,2022,B_Industry,pmco,7776.25711657262,3,eu,2,sec02,Industry,EMEP_unprocessed
AT,2022,2022,C_OtherStationaryComb,pmco,370.292384882941,2,eu,3,sec03,OtherStationaryComb,EMEP_unprocessed
AT,2022,2022,D_Fugitive,pmco,103.76961965,5,eu,4,sec04,Fugitive,EMEP_unprocessed
AT,2022,2022,E_Solvents,pmco,10.74980350433,6,eu,5,sec05,Solvents,EMEP_unprocessed
AT,2022,2022,F_RoadTransport,pmco,1416.52010738223,7,eu,6,sec06,RoadTransport,EMEP_unprocessed
AT,2022,2022,I_Offroad,pmco,349.917584649007,8,eu,9,sec09,Offroad,EMEP_unprocessed
AT,2022,2022,J_Waste,pmco,160.316158450177,9,eu,10,sec10,Waste,EMEP_unprocessed
AT,2022,2022,K_AgriLivestock,pmco,395.508325381818,10,eu,11,sec11,AgriLivestock,EMEP_unprocessed
AT,2022,2022,L_AgriOther,pmco,3166.72312857036,10,eu,12,sec12,AgriOther,EMEP_unprocessed
AZ,2022,2022,A_PublicPower,pmco,56.8933230844598,1,eu,1,sec01,PublicPower,EMEP_unprocessed
AZ,2022,2022,B_Industry,pmco,2344.36660813821,3,eu,2,sec02,Industry,EMEP_unprocessed
AZ,2022,2022,C_OtherStationaryComb,pmco,51.5468058316731,2,eu,3,sec03,OtherStationaryComb,EMEP_unprocessed
AZ,2022,2022,E_Solvents,pmco,0.000794379860780126,6,eu,5,sec05,Solvents,EMEP_unprocessed
AZ,2022,2022,F_RoadTransport,pmco,585.98673221043,7,eu,6,sec06,RoadTransport,EMEP_unprocessed
AZ,2022,2022,G_Shipping,pmco,8.22616426827335,8,eu,7,sec07,Shipping,EMEP_unprocessed
AZ,2022,2022,H_Aviation,pmco,1.99089682683025,8,eu,8,sec08,Aviation,EMEP_unprocessed
AZ,2022,2022,I_Offroad,pmco,3.54372438266076,8,eu,9,sec09,Offroad,EMEP_unprocessed
AZ,2022,2022,J_Waste,pmco,139.179985896238,9,eu,10,sec10,Waste,EMEP_unprocessed
AZ,2022,2022,K_AgriLivestock,pmco,1870.87199997207,10,eu,11,sec11,AgriLivestock,EMEP_unprocessed
AZ,2022,2022,L_AgriOther,pmco,1694.92600020278,10,eu,12,sec12,AgriOther,EMEP_unprocessed
BA,2022,2022,A_PublicPower,pmco,840.854999354379,1,eu,1,sec01,PublicPower,EMEP_unprocessed
BA,2022,2022,B_Industry,pmco,1467.72936089435,3,eu,2,sec02,Industry,EMEP_unprocessed
BA,2022,2022,C_OtherStationaryComb,pmco,1028.40548031271,2,eu,3,sec03,OtherStationaryComb,EMEP_unprocessed
BA,2022,2022,D_Fugitive,pmco,1234.66063272069,5,eu,4,sec04,Fugitive,EMEP_unprocessed
BA,2022,2022,E_Solvents,pmco,0.000216275332032279,6,eu,5,sec05,Solvents,EMEP_unprocessed
BA,2022,2022,F_RoadTransport,pmco,300.052183818629,7,eu,6,sec06,RoadTransport,EMEP_unprocessed
BA,2022,2022,I_Offroad,pmco,2.15199999612756,8,eu,9,sec09,Offroad,EMEP_unprocessed
BA,2022,2022,J_Waste,pmco,193.972000030175,9,eu,10,sec10,Waste,EMEP_unprocessed
BA,2022,2022,K_AgriLivestock,pmco,1483.70999997001,10,eu,11,sec11,AgriLivestock,EMEP_unprocessed
BA,2022,2022,L_AgriOther,pmco,532.736000173342,10,eu,12,sec12,AgriOther,EMEP_unprocessed
BE,2022,2022,A_PublicPower,pmco,26.4809933568,1,eu,1,sec01,PublicPower,EMEP_unprocessed
BE,2022,2022,B_Industry,pmco,6982.44527364863,3,eu,2,sec02,Industry,EMEP_unprocessed
BE,2022,2022,C_OtherStationaryComb,pmco,202.478866532481,2,eu,3,sec03,OtherStationaryComb,EMEP_unprocessed
BE,2022,2022,D_Fugitive,pmco,11.575962,5,eu,4,sec04,Fugitive,EMEP_unprocessed
BE,2022,2022,E_Solvents,pmco,20.410251983269,6,eu,5,sec05,Solvents,EMEP_unprocessed
BE,2022,2022,F_RoadTransport,pmco,1581.63406150304,7,eu,6,sec06,RoadTransport,EMEP_unprocessed
