iso_char,iso_code,Pollutant,Data_source,emis_y,inv_y,agg,time_res,sec_num,sec_name,emis_t_tot_ncinput,emis_t_tot_array,t1,tsum,tot_tres_ratio
AL,1,co,NetCDF_input,2022,2024,allISO,annual,sec01,A_PublicPower,0,0,0,0,
AL,1,co,NetCDF_input,2022,2024,allISO,annual,sec02,B_Industry,1786.56531865643,1786.56531865643,1786.56531865643,1786.56531865643,1
AL,1,co,NetCDF_input,2022,2024,allISO,annual,sec03,C_OtherStationaryComb,15612.0821730728,15612.0821730728,15612.0821730728,15612.0821730728,1
AL,1,co,NetCDF_input,2022,2024,allISO,annual,sec04,D_Fugitive,349.644346897593,349.644346897593,349.644346897593,349.644346897593,1
AL,1,co,NetCDF_input,2022,2024,allISO,annual,sec05,E_Solvents,1192.72219749108,1192.72219749108,1192.72219749108,1192.72219749108,1
AL,1,co,NetCDF_input,2022,2024,allISO,annual,sec06,F_RoadTransport,15096.487078603,15096.487078603,15096.487078603,15096.487078603,1
AL,1,co,NetCDF_input,2022,2024,allISO,annual,sec07,G_Shipping,4602.04814586861,4602.04814586861,4602.04814586861,4602.04814586861,1
AL,1,co,NetCDF_input,2022,2024,allISO,annual,sec08,H_Aviation,0,0,0,0,
AL,1,co,NetCDF_input,2022,2024,allISO,annual,sec09,I_Offroad,599.215391848557,599.215391848557,599.215391848557,599.215391848557,1
AL,1,co,NetCDF_input,2022,2024,allISO,annual,sec10,J_Waste,7275.91000149472,7275.91000149473,7275.91000149472,7275.91000149472,1
AL,1,co,NetCDF_input,2022,2024,allISO,annual,sec11,K_AgriLivestock,0,0,0,0,
AL,1,co,NetCDF_input,2022,2024,allISO,annual,sec12,L_AgriOther,4478.06399975334,4478.06399975334,4478.06399975334,4478.06399975334,1
AL,1,co,NetCDF_input,2022,2024,allISO,annual,sec13,M_Other,0,0,0,0,
AM,56,co,NetCDF_input,2022,2024,allISO,annual,sec01,A_PublicPower,373.809193154258,373.809193154258,373.809193154258,373.809193154258,1
AM,56,co,NetCDF_input,2022,2024,allISO,annual,sec02,B_Industry,1060.62055211343,1060.62055211343,1060.62055211343,1060.62055211343,1
AM,56,co,NetCDF_input,2022,2024,allISO,annual,sec03,C_OtherStationaryComb,36690.692966938,36690.692966938,36690.692966938,36690.692966938,1
AM,56,co,NetCDF_input,2022,2024,allISO,annual,sec04,D_Fugitive,0,0,0,0,
