ISO,Year,EMEP_data,GNFR,Pollutant,emis_t,SNAP,Region,EMEP_Sector,sec_long,long_name,Data_source
AL,2022,2022,B_Industry,nmvoc,1703.6375003507,3,eu,2,sec02,Industry,EMEP_unprocessed
AL,2022,2022,C_OtherStationaryComb,nmvoc,7456.10115611526,2,eu,3,sec03,OtherStationaryComb,EMEP_unprocessed
AL,2022,2022,D_Fugitive,nmvoc,503.061107615849,5,eu,4,sec04,Fugitive,EMEP_unprocessed
AL,2022,2022,E_Solvents,nmvoc,9751.67098268182,6,eu,5,sec05,Solvents,EMEP_unprocessed
AL,2022,2022,F_RoadTransport,nmvoc,1389.9125404102,7,eu,6,sec06,RoadTransport,EMEP_unprocessed
AL,2022,2022,G_Shipping,nmvoc,468.378854833131,8,eu,7,sec07,Shipping,EMEP_unprocessed
AL,2022,2022,H_Aviation,nmvoc,15.1460293923368,8,eu,8,sec08,Aviation,EMEP_unprocessed
AL,2022,2022,I_Offroad,nmvoc,407.833911087735,8,eu,9,sec09,Offroad,EMEP_unprocessed
AL,2022,2022,J_Waste,nmvoc,1465.57999987267,9,eu,10,sec10,Waste,EMEP_unprocessed
AL,2022,2022,K_AgriLivestock,nmvoc,5616.74999975941,10,eu,11,sec11,AgriLivestock,EMEP_unprocessed
AL,2022,2022,L_AgriOther,nmvoc,1196.35200013973,10,eu,12,sec12,AgriOther,EMEP_unprocessed
AM,2022,2022,A_PublicPower,nmvoc,48.7982799455181,1,eu,1,sec01,PublicPower,EMEP_unprocessed
AM,2022,2022,B_Industry,nmvoc,12.3377006189831,3,eu,2,sec02,Industry,EMEP_unprocessed
AM,2022,2022,C_OtherStationaryComb,nmvoc,13808.7150001356,2,eu,3,sec03,OtherStationaryComb,EMEP_unprocessed
AM,2022,2022,D_Fugitive,nmvoc,445.173973558356,5,eu,4,sec04,Fugitive,EMEP_unprocessed
AM,2022,2022,E_Solvents,nmvoc,11779.1639214582,6,eu,5,sec05,Solvents,EMEP_unprocessed
AM,2022,2022,F_RoadTransport,nmvoc,3708.49496875488,7,eu,6,sec06,RoadTransport,EMEP_unprocessed
AM,2022,2022,H_Aviation,nmvoc,212.924833310922,8,eu,8,sec08,Aviation,EMEP_unprocessed
AM,2022,2022,I_Offroad,nmvoc,19.3139570145589,8,eu,9,sec09,Offroad,EMEP_unprocessed
AM,2022,2022,J_Waste,nmvoc,601.558000032678,9,eu,10,sec10,Waste,EMEP_unprocessed
AM,2022,2022,K_AgriLivestock,nmvoc,4854.77399986815,10,eu,11,sec11,AgriLivestock,EMEP_unprocessed
AM,2022,2022,L_AgriOther,nmvoc,2755.92000037138,10,eu,12,sec12,AgriOther,EMEP_unprocessed
AST,2022,2022,A_PublicPower,nmvoc,47316.0022002749,1,eu,1,sec01,PublicPower,EMEP_unprocessed
AST,2022,2022,B_Industry,nmvoc,272572.497563486,3,eu,2,sec02,Industry,EMEP_unprocessed
AST,2022,2022,C_OtherStationaryComb,nmvoc,1433562.79127762,2,eu,3,sec03,OtherStationaryComb,EMEP_unprocessed
AST,2022,2022,D_Fugitive,nmvoc,1721309.80415315,5,eu,4,sec04,Fugitive,EMEP_unprocessed
AST,2022,2022,E_Solvents,nmvoc,1379856.87887105,6,eu,5,sec05,Solvents,EMEP_unprocessed
AST,2022,2022,F_RoadTransport,nmvoc,565293.631545068,7,eu,6,sec06,RoadTransport,EMEP_unprocessed
