EMEP_iso,EMEP_code,Name,layer,Month,Pollutant,Year,GNFR,Sector,emis_kt
AL,1,Albania,Emis_EUR_PublicPower_1,1,nh3,2021,A_PublicPower,PublicPower,0
AT,2,Austria,Emis_EUR_PublicPower_1,1,nh3,2021,A_PublicPower,PublicPower,0.0456106354505721
BE,3,Belgium,Emis_EUR_PublicPower_1,1,nh3,2021,A_PublicPower,PublicPower,0.0134959407958377
BG,4,Bulgaria,Emis_EUR_PublicPower_1,1,nh3,2021,A_PublicPower,PublicPower,0.00149633558094501
DK,6,Denmark,Emis_EUR_PublicPower_1,1,nh3,2021,A_PublicPower,PublicPower,0.00108691988090868
FI,7,Finland,Emis_EUR_PublicPower_1,1,nh3,2021,A_PublicPower,PublicPower,0.00151387812756002
FR,8,France,Emis_EUR_PublicPower_1,1,nh3,2021,A_PublicPower,PublicPower,0.0475447775514624
GR,11,Greece,Emis_EUR_PublicPower_1,1,nh3,2021,A_PublicPower,PublicPower,0
HU,12,Hungary,Emis_EUR_PublicPower_1,1,nh3,2021,A_PublicPower,PublicPower,0.00244496538565727
IS,13,Iceland,Emis_EUR_PublicPower_1,1,nh3,2021,A_PublicPower,PublicPower,0
IE,14,Ireland,Emis_EUR_PublicPower_1,1,nh3,2021,A_PublicPower,PublicPower,0
IT,15,Italy,Emis_EUR_PublicPower_1,1,nh3,2021,A_PublicPower,PublicPower,0.0023283649005954
LU,16,Luxembourg,Emis_EUR_PublicPower_1,1,nh3,2021,A_PublicPower,PublicPower,0.00021725499490276
NL,17,Netherlands,Emis_EUR_PublicPower_1,1,nh3,2021,A_PublicPower,PublicPower,0.00749285511684502
NO,18,Norway,Emis_EUR_PublicPower_1,1,nh3,2021,A_PublicPower,PublicPower,6.14832782768353e-05
PL,19,Poland,Emis_EUR_PublicPower_1,1,nh3,2021,A_PublicPower,PublicPower,0.000584788626234513
PT,20,Portugal,Emis_EUR_PublicPower_1,1,nh3,2021,A_PublicPower,PublicPower,0.00226847195499704
RO,21,Romania,Emis_EUR_PublicPower_1,1,nh3,2021,A_PublicPower,PublicPower,0
ES,22,Spain,Emis_EUR_PublicPower_1,1,nh3,2021,A_PublicPower,PublicPower,0.186315355760896
SE,23,Sweden,Emis_EUR_PublicPower_1,1,nh3,2021,A_PublicPower,PublicPower,0.0278423209549154
CH,24,Switzerland,Emis_EUR_PublicPower_1,1,nh3,2021,A_PublicPower,PublicPower,0.0043077160570233
TR,25,Turkey,Emis_EUR_PublicPower_1,1,nh3,2021,A_PublicPower,PublicPower,0.000839813719913764
GB,27,United Kingdom,Emis_EUR_PublicPower_1,1,nh3,2021,A_PublicPower,PublicPower,0
BAS,30,Baltic Sea,Emis_EUR_PublicPower_1,1,nh3,2021,A_PublicPower,PublicPower,0.021118941742935
NOS,31,North Sea,Emis_EUR_PublicPower_1,1,nh3,2021,A_PublicPower,PublicPower,0.00572313672379093
ATL,32,Remaining North-East Atlantic Ocean,Emis_EUR_PublicPower_1,1,nh3,2021,A_PublicPower,PublicPower,0.019788892870434
MED,33,Mediterranean Sea,Emis_EUR_PublicPower_1,1,nh3,2021,A_PublicPower,PublicPower,0.158501283268136
BLS,34,Black Sea,Emis_EUR_PublicPower_1,1,nh3,2021,A_PublicPower,PublicPower,0.00830652152746916
BY,39,Belarus,Emis_EUR_PublicPower_1,1,nh3,2021,A_PublicPower,PublicPower,0.0303847257336602
UA,40,Ukraine,Emis_EUR_PublicPower_1,1,nh3,2021,A_PublicPower,PublicPower,0.0697217524375301
MD,41,Republic of Moldova,Emis_EUR_PublicPower_1,1,nh3,2021,A_PublicPower,PublicPower,0
EE,43,Estonia,Emis_EUR_PublicPower_1,1,nh3,2021,A_PublicPower,PublicPower,0.00034725380504824
LV,44,Latvia,Emis_EUR_PublicPower_1,1,nh3,2021,A_PublicPower,PublicPower,1.35020399466157e-05
LT,45,Lithuania,Emis_EUR_PublicPower_1,1,nh3,2021,A_PublicPower,PublicPower,0.000899415850639343
CZ,46,Czech Republic,Emis_EUR_PublicPower_1,1,nh3,2021,A_PublicPower,PublicPower,0.00771219060033081
SK,47,Slovakia,Emis_EUR_PublicPower_1,1,nh3,2021,A_PublicPower,PublicPower,1.32363248158072e-05
SI,48,Slovenia,Emis_EUR_PublicPower_1,1,nh3,2021,A_PublicPower,PublicPower,0.000237291217785241
HR,49,Croatia,Emis_EUR_PublicPower_1,1,nh3,2021,A_PublicPower,PublicPower,0.000430429324042052
