EMEP_iso,EMEP_code,Name,layer,Month,Pollutant,Year,GNFR,Sector,emis_kt
AL,1,Albania,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0
AT,2,Austria,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0.108190499567911
BE,3,Belgium,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0.0190479743741295
BG,4,Bulgaria,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0.0224035512557957
DK,6,Denmark,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0.0228853381734086
FI,7,Finland,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0.0164359592250324
FR,8,France,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0.139858210497263
GR,11,Greece,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0.0278239106237888
HU,12,Hungary,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0.0216327272365134
IS,13,Iceland,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,2.1946408378426e-07
IE,14,Ireland,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0
IT,15,Italy,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0.0137871571132918
LU,16,Luxembourg,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0.00318631042995548
NL,17,Netherlands,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0.00688303941089725
NO,18,Norway,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0.18067267306958
PL,19,Poland,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0.312706934477694
PT,20,Portugal,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0.0365857627762248
RO,21,Romania,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0.12177063787132
ES,22,Spain,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0.22251062142119
SE,23,Sweden,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0.0565948777701746
CH,24,Switzerland,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0.00716031549517857
TR,25,Turkey,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,3.3255608963711
GB,27,United Kingdom,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0
BAS,30,Baltic Sea,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0.108953708304766
NOS,31,North Sea,Emis_EUR_PublicPower_1,1,pm25,2021,A_PublicPower,PublicPower,0.0916164833950693
