Area,mask,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,emis_t_tot_masked,t1,tsum,tot_tres_ratio
uk,terrestrial,pmco,masked,2010,2024,sec01,A_PublicPower,1,PublicPower,annual,2703.39931563268,2703.39931563268,2703.39931563268,1
uk,sea,pmco,masked,2010,2024,sec01,A_PublicPower,1,PublicPower,annual,0.000358044561428072,0.000358044561428072,0.000358044561428072,1
uk,outwith,pmco,masked,2010,2024,sec01,A_PublicPower,1,PublicPower,annual,45.1124746718767,45.1124746718767,45.1124746718767,1
ie,terrestrial,pmco,masked,2010,2024,sec01,A_PublicPower,1,PublicPower,annual,208.932942715576,208.932942715576,208.932942715576,1
ie,sea,pmco,masked,2010,2024,sec01,A_PublicPower,1,PublicPower,annual,0,0,0,
ie,outwith,pmco,masked,2010,2024,sec01,A_PublicPower,1,PublicPower,annual,0,0,0,
uk,terrestrial,pmco,masked,2010,2024,sec02,B_Industry,3,Industry,annual,42163.8642044875,42163.8642044875,42163.8642044875,1
uk,sea,pmco,masked,2010,2024,sec02,B_Industry,3,Industry,annual,10.4891257343944,10.4891257343944,10.4891257343944,1
uk,outwith,pmco,masked,2010,2024,sec02,B_Industry,3,Industry,annual,0,0,0,
ie,terrestrial,pmco,masked,2010,2024,sec02,B_Industry,3,Industry,annual,9771.1324174306,9771.1324174306,9771.1324174306,1
ie,sea,pmco,masked,2010,2024,sec02,B_Industry,3,Industry,annual,0.00479947467671503,0.00479947467671503,0.00479947467671503,1
ie,outwith,pmco,masked,2010,2024,sec02,B_Industry,3,Industry,annual,0.00287442516891682,0.00287442516891682,0.00287442516891682,1
uk,terrestrial,pmco,masked,2010,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,487.801576383812,487.801576383812,487.801576383812,1
uk,sea,pmco,masked,2010,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0.00106702228634621,0.00106702228634621,0.00106702228634621,1
uk,outwith,pmco,masked,2010,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0,0,0,
ie,terrestrial,pmco,masked,2010,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,51.1559693952095,51.1559693952095,51.1559693952095,1
ie,sea,pmco,masked,2010,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0.00411165497991772,0.00411165497991772,0.00411165497991772,1
ie,outwith,pmco,masked,2010,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0,0,0,
uk,terrestrial,pmco,masked,2010,2024,sec04,D_Fugitive,5,Fugitive,annual,703.526574936585,703.526574936585,703.526574936585,1
uk,sea,pmco,masked,2010,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
uk,outwith,pmco,masked,2010,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
ie,terrestrial,pmco,masked,2010,2024,sec04,D_Fugitive,5,Fugitive,annual,118.654792611475,118.654792611475,118.654792611475,1
ie,sea,pmco,masked,2010,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
ie,outwith,pmco,masked,2010,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
uk,terrestrial,pmco,masked,2010,2024,sec05,E_Solvents,6,Solvents,annual,888.988708833756,888.988708833756,888.988708833756,1
uk,sea,pmco,masked,2010,2024,sec05,E_Solvents,6,Solvents,annual,0.000520570991117831,0.000520570991117831,0.000520570991117831,1
uk,outwith,pmco,masked,2010,2024,sec05,E_Solvents,6,Solvents,annual,0,0,0,
ie,terrestrial,pmco,masked,2010,2024,sec05,E_Solvents,6,Solvents,annual,10.6189827037809,10.6189827037809,10.6189827037809,1
ie,sea,pmco,masked,2010,2024,sec05,E_Solvents,6,Solvents,annual,0,0,0,
ie,outwith,pmco,masked,2010,2024,sec05,E_Solvents,6,Solvents,annual,0,0,0,
