Area,mask,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,emis_t_tot_masked,t1,tsum,tot_tres_ratio
uk,terrestrial,nox,masked,2010,2024,sec01,A_PublicPower,1,PublicPower,annual,284887.924726025,284887.924726025,284887.924726025,1
uk,sea,nox,masked,2010,2024,sec01,A_PublicPower,1,PublicPower,annual,3.58510657027235e-05,3.58510657027235e-05,3.58510657027235e-05,1
uk,outwith,nox,masked,2010,2024,sec01,A_PublicPower,1,PublicPower,annual,51293.6561713956,51293.6561713956,51293.6561713956,1
ie,terrestrial,nox,masked,2010,2024,sec01,A_PublicPower,1,PublicPower,annual,11922.6226809694,11922.6226809694,11922.6226809694,1
ie,sea,nox,masked,2010,2024,sec01,A_PublicPower,1,PublicPower,annual,0,0,0,
ie,outwith,nox,masked,2010,2024,sec01,A_PublicPower,1,PublicPower,annual,0,0,0,
uk,terrestrial,nox,masked,2010,2024,sec02,B_Industry,3,Industry,annual,95797.4147571009,95797.4147571009,95797.4147571009,1
uk,sea,nox,masked,2010,2024,sec02,B_Industry,3,Industry,annual,0.595400806476778,0.595400806476778,0.595400806476778,1
uk,outwith,nox,masked,2010,2024,sec02,B_Industry,3,Industry,annual,0,0,0,
ie,terrestrial,nox,masked,2010,2024,sec02,B_Industry,3,Industry,annual,10142.8696674842,10142.8696674842,10142.8696674842,1
ie,sea,nox,masked,2010,2024,sec02,B_Industry,3,Industry,annual,0.0978383755175999,0.0978383755175999,0.0978383755175999,1
ie,outwith,nox,masked,2010,2024,sec02,B_Industry,3,Industry,annual,0,0,0,
uk,terrestrial,nox,masked,2010,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,92984.855111286,92984.855111286,92984.855111286,1
uk,sea,nox,masked,2010,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0.65986174674242,0.65986174674242,0.65986174674242,1
uk,outwith,nox,masked,2010,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0,0,0,
ie,terrestrial,nox,masked,2010,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,9767.15644584761,9767.15644584761,9767.15644584761,1
ie,sea,nox,masked,2010,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0.83920781737797,0.83920781737797,0.83920781737797,1
ie,outwith,nox,masked,2010,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0,0,0,
uk,terrestrial,nox,masked,2010,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
uk,sea,nox,masked,2010,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
uk,outwith,nox,masked,2010,2024,sec04,D_Fugitive,5,Fugitive,annual,125.095106,125.095106,125.095106,1
ie,terrestrial,nox,masked,2010,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
ie,sea,nox,masked,2010,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
