Area,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,emis_t_tot_grouped,t1,tsum,tot_tres_ratio
uk,pm25,grouped,2010,2024,sec01,A_PublicPower,1,PublicPower,annual,4585.39969417605,4585.39969417605,4585.39969417605,1
ie,pm25,grouped,2010,2024,sec01,A_PublicPower,1,PublicPower,annual,457.272801035573,457.272801035573,457.272801035573,1
sea,pm25,grouped,2010,2024,sec01,A_PublicPower,1,PublicPower,annual,0.00980381979440826,0.00980381979440826,0.00980381979440826,1
ow,pm25,grouped,2010,2024,sec01,A_PublicPower,1,PublicPower,annual,947.400557256708,947.400557256708,947.400557256708,1
uk,pm25,grouped,2010,2024,sec02,B_Industry,3,Industry,annual,17173.8538680049,17173.8538680049,17173.8538680049,1
ie,pm25,grouped,2010,2024,sec02,B_Industry,3,Industry,annual,2664.61066025053,2664.61066025053,2664.61066025053,1
sea,pm25,grouped,2010,2024,sec02,B_Industry,3,Industry,annual,1.70338509046803,1.70338509046803,1.70338509046803,1
ow,pm25,grouped,2010,2024,sec02,B_Industry,3,Industry,annual,0.00029639607507486,0.00029639607507486,0.00029639607507486,1
uk,pm25,grouped,2010,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,17885.0600677276,17885.0600677276,17885.0600677276,1
ie,pm25,grouped,2010,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,8729.26858315222,8729.26858315222,8729.26858315222,1
sea,pm25,grouped,2010,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0.208489891942095,0.208489891942095,0.208489891942095,1
ow,pm25,grouped,2010,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0,0,0,
uk,pm25,grouped,2010,2024,sec04,D_Fugitive,5,Fugitive,annual,115.148600063415,115.148600063415,115.148600063415,1
ie,pm25,grouped,2010,2024,sec04,D_Fugitive,5,Fugitive,annual,13.1838658457194,13.1838658457194,13.1838658457194,1
