Area,mask,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,emis_t_tot_masked,t1,tsum,tot_tres_ratio
uk,terrestrial,voc,masked,2010,2024,sec01,A_PublicPower,1,PublicPower,annual,7432.47601517336,7432.47601517336,7432.47601517336,1
uk,sea,voc,masked,2010,2024,sec01,A_PublicPower,1,PublicPower,annual,0.0129159954407926,0.0129159954407926,0.0129159954407926,1
uk,outwith,voc,masked,2010,2024,sec01,A_PublicPower,1,PublicPower,annual,0,0,0,
ie,terrestrial,voc,masked,2010,2024,sec01,A_PublicPower,1,PublicPower,annual,372.320293188279,372.320293188279,372.320293188279,1
ie,sea,voc,masked,2010,2024,sec01,A_PublicPower,1,PublicPower,annual,0,0,0,
ie,outwith,voc,masked,2010,2024,sec01,A_PublicPower,1,PublicPower,annual,0,0,0,
uk,terrestrial,voc,masked,2010,2024,sec02,B_Industry,3,Industry,annual,146892.622892268,146892.622892268,146892.622892268,1
uk,sea,voc,masked,2010,2024,sec02,B_Industry,3,Industry,annual,332.046500639876,332.046500639876,332.046500639876,1
uk,outwith,voc,masked,2010,2024,sec02,B_Industry,3,Industry,annual,766.55865860555,766.55865860555,766.55865860555,1
ie,terrestrial,voc,masked,2010,2024,sec02,B_Industry,3,Industry,annual,20727.2964851125,20727.2964851125,20727.2964851125,1
ie,sea,voc,masked,2010,2024,sec02,B_Industry,3,Industry,annual,0.107936163919813,0.107936163919813,0.107936163919813,1
ie,outwith,voc,masked,2010,2024,sec02,B_Industry,3,Industry,annual,0,0,0,
uk,terrestrial,voc,masked,2010,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,25194.9423171678,25194.9423171678,25194.9423171678,1
uk,sea,voc,masked,2010,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0.0516335772106476,0.0516335772106476,0.0516335772106476,1
uk,outwith,voc,masked,2010,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0,0,0,
ie,terrestrial,voc,masked,2010,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,13669.7351672549,13669.7351672549,13669.7351672549,1
ie,sea,voc,masked,2010,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0.421220924002901,0.421220924002901,0.421220924002901,1
ie,outwith,voc,masked,2010,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0,0,0,
uk,terrestrial,voc,masked,2010,2024,sec04,D_Fugitive,5,Fugitive,annual,76519.3279638836,76519.3279638836,76519.3279638836,1
