Area,mask,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,emis_t_diffmap,emis_t_pt,emis_t_inv_spatial,emis_t_inv_table,emis_t_spatial_scaled
uk,all,pmco,inventory,2010,2024,sec01,A_PublicPower,1,PublicPower,annual,16.7844890903492,2775.45418068515,2792.2386697755,2748.5121483492,2748.51214834909
ie,all,pmco,inventory,2010,2024,sec01,A_PublicPower,1,PublicPower,annual,122.317906602984,,122.317906602984,208.932942715576,208.932942715576
uk,all,pmco,inventory,2010,2024,sec02,B_Industry,3,Industry,annual,34650.438734111,3831.5699834007,38482.0087175115,42174.3533302212,42174.3533302219
ie,all,pmco,inventory,2010,2024,sec02,B_Industry,3,Industry,annual,6905.55459202893,,6905.55459202893,9771.14009133052,9771.14009133044
uk,all,pmco,inventory,2010,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,578.674782467697,301.657809486568,880.332591954265,487.802643406103,487.802643406099
ie,all,pmco,inventory,2010,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,146.369365970124,,146.369365970124,51.1600810501896,51.1600810501894
uk,all,pmco,inventory,2010,2024,sec04,D_Fugitive,5,Fugitive,annual,26.5822923369706,,26.5822923369706,703.526574936585,703.526574936585
ie,all,pmco,inventory,2010,2024,sec04,D_Fugitive,5,Fugitive,annual,115.749376773834,,115.749376773834,118.654792611475,118.654792611475
uk,all,pmco,inventory,2010,2024,sec05,E_Solvents,6,Solvents,annual,936.757731377156,,936.757731377156,888.98922940474,888.989229404747
ie,all,pmco,inventory,2010,2024,sec05,E_Solvents,6,Solvents,annual,13.3393741877499,,13.3393741877499,10.618982703781,10.6189827037809
uk,all,pmco,inventory,2010,2024,sec06,F_RoadTransport,7,RoadTransport,annual,8700.75655089092,,8700.75655089092,22770.302493694,22770.3024936939
ie,all,pmco,inventory,2010,2024,sec06,F_RoadTransport,7,RoadTransport,annual,740.229044531377,,740.229044531377,794.15591840925,794.15591840926
uk,all,pmco,inventory,2010,2024,sec07,G_Shipping,8,Shipping,annual,,,,0,0
ie,all,pmco,inventory,2010,2024,sec07,G_Shipping,8,Shipping,annual,8.63979818258935,,8.63979818258935,9.3672116799789,9.36721167997912
uk,all,pmco,inventory,2010,2024,sec08,H_Aviation,8,Aviation,annual,,,,0,0
ie,all,pmco,inventory,2010,2024,sec08,H_Aviation,8,Aviation,annual,,,,0,0
uk,all,pmco,inventory,2010,2024,sec09,I_Offroad,8,Offroad,annual,290.22847113769,,290.22847113769,864.901951720698,864.901951720705
ie,all,pmco,inventory,2010,2024,sec09,I_Offroad,8,Offroad,annual,3.62279275263977,,3.62279275263977,2.689191717428,2.68919171742789
uk,all,pmco,inventory,2010,2024,sec10,J_Waste,9,Waste,annual,393.460321198013,0.09,393.550321198013,401.39323455679,401.393234556801
ie,all,pmco,inventory,2010,2024,sec10,J_Waste,9,Waste,annual,0.10228126451193,,0.10228126451193,0.332885647709986,0.332885647709972
uk,all,pmco,inventory,2010,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,12835.8921931679,,12835.8921931679,12479.6241567475,12479.6241567473
ie,all,pmco,inventory,2010,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,999.425907509089,,999.425907509089,917.761255537033,917.761255537027
uk,all,pmco,inventory,2010,2024,sec12,L_AgriOther,10,AgriOther,annual,,,,0,0
ie,all,pmco,inventory,2010,2024,sec12,L_AgriOther,10,AgriOther,annual,6877.07000523955,,6877.07000523955,1054.9715,1054.97149999999
uk,all,pmco,inventory,2010,2024,sec13,M_Other,11,Other,annual,190.711090315535,,190.711090315535,300.55031926249,300.550319262493
ie,all,pmco,inventory,2010,2024,sec13,M_Other,11,Other,annual,,,,0,0
