Area,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,emis_t_tot_grouped,t1,tsum,tot_tres_ratio
uk,voc,grouped,2010,2024,sec01,A_PublicPower,1,PublicPower,annual,7432.47601517336,7432.47601517336,7432.47601517336,1
ie,voc,grouped,2010,2024,sec01,A_PublicPower,1,PublicPower,annual,372.320293188279,372.320293188279,372.320293188279,1
sea,voc,grouped,2010,2024,sec01,A_PublicPower,1,PublicPower,annual,0.0129159954407926,0.0129159954407926,0.0129159954407926,1
ow,voc,grouped,2010,2024,sec01,A_PublicPower,1,PublicPower,annual,0,0,0,
uk,voc,grouped,2010,2024,sec02,B_Industry,3,Industry,annual,146892.622892268,146892.622892268,146892.622892268,1
ie,voc,grouped,2010,2024,sec02,B_Industry,3,Industry,annual,20727.2964851125,20727.2964851125,20727.2964851125,1
sea,voc,grouped,2010,2024,sec02,B_Industry,3,Industry,annual,332.154436803796,332.154436803796,332.154436803796,1
ow,voc,grouped,2010,2024,sec02,B_Industry,3,Industry,annual,766.55865860555,766.55865860555,766.55865860555,1
uk,voc,grouped,2010,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,25194.9423171678,25194.9423171678,25194.9423171678,1
ie,voc,grouped,2010,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,13669.7351672549,13669.7351672549,13669.7351672549,1
sea,voc,grouped,2010,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0.472854501213548,0.472854501213548,0.472854501213548,1
ow,voc,grouped,2010,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0,0,0,
uk,voc,grouped,2010,2024,sec04,D_Fugitive,5,Fugitive,annual,76519.3279638836,76519.3279638836,76519.3279638836,1
ie,voc,grouped,2010,2024,sec04,D_Fugitive,5,Fugitive,annual,6223.04033660809,6223.04033660809,6223.04033660809,1
sea,voc,grouped,2010,2024,sec04,D_Fugitive,5,Fugitive,annual,0.00324686103411264,0.00324686103411264,0.00324686103411264,1
ow,voc,grouped,2010,2024,sec04,D_Fugitive,5,Fugitive,annual,50367.431855597,50367.431855597,50367.431855597,1
uk,voc,grouped,2010,2024,sec05,E_Solvents,6,Solvents,annual,337142.951934926,337142.951934926,337142.951934926,1
ie,voc,grouped,2010,2024,sec05,E_Solvents,6,Solvents,annual,19344.2848042668,19344.2848042668,19344.2848042668,1
sea,voc,grouped,2010,2024,sec05,E_Solvents,6,Solvents,annual,2.09470588823495,2.09470588823495,2.09470588823495,1
ow,voc,grouped,2010,2024,sec05,E_Solvents,6,Solvents,annual,0,0,0,
uk,voc,grouped,2010,2024,sec06,F_RoadTransport,7,RoadTransport,annual,98337.8665337496,98337.8665337496,98337.8665337496,1
ie,voc,grouped,2010,2024,sec06,F_RoadTransport,7,RoadTransport,annual,11583.6290065911,11583.6290065911,11583.6290065911,1
sea,voc,grouped,2010,2024,sec06,F_RoadTransport,7,RoadTransport,annual,0.11797714258126,0.11797714258126,0.11797714258126,1
ow,voc,grouped,2010,2024,sec06,F_RoadTransport,7,RoadTransport,annual,0,0,0,
uk,voc,grouped,2010,2024,sec07,G_Shipping,8,Shipping,annual,0,0,0,
ie,voc,grouped,2010,2024,sec07,G_Shipping,8,Shipping,annual,24.348909134094,24.348909134094,24.348909134094,1
sea,voc,grouped,2010,2024,sec07,G_Shipping,8,Shipping,annual,55.9459882544478,55.9459882544478,55.9459882544478,1
ow,voc,grouped,2010,2024,sec07,G_Shipping,8,Shipping,annual,28.8755651735654,28.8755651735654,28.8755651735654,1
uk,voc,grouped,2010,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
ie,voc,grouped,2010,2024,sec08,H_Aviation,8,Aviation,annual,128.579103724439,128.579103724439,128.579103724439,1
sea,voc,grouped,2010,2024,sec08,H_Aviation,8,Aviation,annual,0.000567576911545673,0.000567576911545673,0.000567576911545673,1
ow,voc,grouped,2010,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
uk,voc,grouped,2010,2024,sec09,I_Offroad,8,Offroad,annual,36980.5148084246,36980.5148084246,36980.5148084246,1
ie,voc,grouped,2010,2024,sec09,I_Offroad,8,Offroad,annual,708.518397146462,708.518397146462,708.518397146462,1
sea,voc,grouped,2010,2024,sec09,I_Offroad,8,Offroad,annual,1517.09440043652,1517.09440043652,1517.09440043652,1
ow,voc,grouped,2010,2024,sec09,I_Offroad,8,Offroad,annual,9328.945652805,9328.945652805,9328.945652805,1
uk,voc,grouped,2010,2024,sec10,J_Waste,9,Waste,annual,36226.4200450639,36226.4200450639,36226.4200450639,1
ie,voc,grouped,2010,2024,sec10,J_Waste,9,Waste,annual,330.731957194238,330.731957194238,330.731957194238,1
sea,voc,grouped,2010,2024,sec10,J_Waste,9,Waste,annual,0.571513163692499,0.571513163692499,0.571513163692499,1
ow,voc,grouped,2010,2024,sec10,J_Waste,9,Waste,annual,3.3049408192086e-05,3.3049408192086e-05,3.3049408192086e-05,1
uk,voc,grouped,2010,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,114081.113093312,114081.113093312,114081.113093312,1
ie,voc,grouped,2010,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,35770.417025366,35770.417025366,35770.417025366,1
sea,voc,grouped,2010,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,1.84895613754659,1.84895613754659,1.84895613754659,1
ow,voc,grouped,2010,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,0,0,0,
uk,voc,grouped,2010,2024,sec12,L_AgriOther,10,AgriOther,annual,0,0,0,
ie,voc,grouped,2010,2024,sec12,L_AgriOther,10,AgriOther,annual,4750.15858510549,4750.15858510549,4750.15858510549,1
sea,voc,grouped,2010,2024,sec12,L_AgriOther,10,AgriOther,annual,0,0,0,
ow,voc,grouped,2010,2024,sec12,L_AgriOther,10,AgriOther,annual,0,0,0,
uk,voc,grouped,2010,2024,sec13,M_Other,11,Other,annual,94696.4186454209,94696.4186454209,94696.4186454209,1
ie,voc,grouped,2010,2024,sec13,M_Other,11,Other,annual,0,0,0,
sea,voc,grouped,2010,2024,sec13,M_Other,11,Other,annual,2.37023619416174,2.37023619416174,2.37023619416174,1
ow,voc,grouped,2010,2024,sec13,M_Other,11,Other,annual,0,0,0,
