Area,mask,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,emis_t_diffmap,emis_t_pt,emis_t_inv_spatial,emis_t_inv_table,emis_t_spatial_scaled
uk,all,co,inventory,2010,2024,sec01,A_PublicPower,1,PublicPower,annual,1034.52585832974,113260.755357916,114295.281216246,97736.7676473364,97736.7676473488
ie,all,co,inventory,2010,2024,sec01,A_PublicPower,1,PublicPower,annual,6101.01103292778,,6101.01103292778,16350.7805238947,16350.7805238947
uk,all,co,inventory,2010,2024,sec02,B_Industry,3,Industry,annual,41578.7474326799,290880.216452041,332458.963884721,309415.158738304,309415.158738305
ie,all,co,inventory,2010,2024,sec02,B_Industry,3,Industry,annual,8889.1732665101,,8889.1732665101,9800.28689517131,9800.28689517132
uk,all,co,inventory,2010,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,248731.579432397,1378.63024,250110.209672397,249405.555834699,249405.555834698
ie,all,co,inventory,2010,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,21182.4585234937,,21182.4585234937,110714.365215382,110714.365215383
uk,all,co,inventory,2010,2024,sec04,D_Fugitive,5,Fugitive,annual,56.4546034695741,,56.4546034695741,635.6927,635.6927
ie,all,co,inventory,2010,2024,sec04,D_Fugitive,5,Fugitive,annual,,,,0,0
uk,all,co,inventory,2010,2024,sec05,E_Solvents,6,Solvents,annual,1769.75964347338,,1769.75964347338,2922.10449463875,2922.10449463872
ie,all,co,inventory,2010,2024,sec05,E_Solvents,6,Solvents,annual,196.512973799559,,196.512973799559,277.919857118223,277.919857118225
uk,all,co,inventory,2010,2024,sec06,F_RoadTransport,7,RoadTransport,annual,207842.097289476,,207842.097289476,820867.853923654,820867.85392367
ie,all,co,inventory,2010,2024,sec06,F_RoadTransport,7,RoadTransport,annual,28065.5556553321,,28065.5556553321,85313.3445814412,85313.3445814423
uk,all,co,inventory,2010,2024,sec07,G_Shipping,8,Shipping,annual,,,,0,0
ie,all,co,inventory,2010,2024,sec07,G_Shipping,8,Shipping,annual,639.345700192911,,639.345700192911,239.551186421994,239.55118642199
uk,all,co,inventory,2010,2024,sec08,H_Aviation,8,Aviation,annual,,,,0,0
ie,all,co,inventory,2010,2024,sec08,H_Aviation,8,Aviation,annual,1437.77815610332,,1437.77815610332,979.038647875739,979.03864787574
uk,all,co,inventory,2010,2024,sec09,I_Offroad,8,Offroad,annual,467402.135201224,,467402.135201224,453965.267299646,453965.267299631
ie,all,co,inventory,2010,2024,sec09,I_Offroad,8,Offroad,annual,1599.01747498554,,1599.01747498554,2380.95162605981,2380.95162605982
uk,all,co,inventory,2010,2024,sec10,J_Waste,9,Waste,annual,20009.6389960723,66.64658,20076.2855760723,30977.857090275,30977.8570902753
ie,all,co,inventory,2010,2024,sec10,J_Waste,9,Waste,annual,89.8401293364996,,89.8401293364996,161.0500383345,161.050038334506
uk,all,co,inventory,2010,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,,,,0,0
ie,all,co,inventory,2010,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,,,,0,0
uk,all,co,inventory,2010,2024,sec12,L_AgriOther,10,AgriOther,annual,,,,0,0
ie,all,co,inventory,2010,2024,sec12,L_AgriOther,10,AgriOther,annual,,,,0,0
uk,all,co,inventory,2010,2024,sec13,M_Other,11,Other,annual,55764.0620110881,,55764.0620110881,57510.5406798234,57510.5406798227
ie,all,co,inventory,2010,2024,sec13,M_Other,11,Other,annual,,,,0,0
