Area,mask,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,emis_t_diffmap,emis_t_pt,emis_t_inv_spatial,emis_t_inv_table,emis_t_spatial_scaled
uk,all,nh3,inventory,2010,2024,sec01,A_PublicPower,1,PublicPower,annual,,79.6651490196168,79.6651490196168,98.4810572979489,98.4810572979489
ie,all,nh3,inventory,2010,2024,sec01,A_PublicPower,1,PublicPower,annual,,,,0,0
uk,all,nh3,inventory,2010,2024,sec02,B_Industry,3,Industry,annual,80.3635297492882,4917.26473216327,4997.62826191259,4932.6029684401,4932.60296844022
ie,all,nh3,inventory,2010,2024,sec02,B_Industry,3,Industry,annual,132.329824419772,,132.329824419772,112.33478204307,112.33478204307
uk,all,nh3,inventory,2010,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,614.300203425393,1.92611963470227,616.226323060096,302.077047866743,302.077047866742
ie,all,nh3,inventory,2010,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,78.7056407286231,,78.7056407286231,125.786260539204,125.786260539204
uk,all,nh3,inventory,2010,2024,sec04,D_Fugitive,5,Fugitive,annual,,,,0,0
ie,all,nh3,inventory,2010,2024,sec04,D_Fugitive,5,Fugitive,annual,,,,0,0
uk,all,nh3,inventory,2010,2024,sec05,E_Solvents,6,Solvents,annual,1336.58933326283,,1336.58933326283,1419.33690471048,1419.33690471049
ie,all,nh3,inventory,2010,2024,sec05,E_Solvents,6,Solvents,annual,14.7804249483049,,14.7804249483049,20.9076890025,20.9076890025
uk,all,nh3,inventory,2010,2024,sec06,F_RoadTransport,7,RoadTransport,annual,4585.23889586327,,4585.23889586327,11046.1620651644,11046.1620651645
ie,all,nh3,inventory,2010,2024,sec06,F_RoadTransport,7,RoadTransport,annual,552.755764583273,,552.755764583273,1490.93210621351,1490.93210621351
uk,all,nh3,inventory,2010,2024,sec07,G_Shipping,8,Shipping,annual,,,,0,0
ie,all,nh3,inventory,2010,2024,sec07,G_Shipping,8,Shipping,annual,,,,0,0
uk,all,nh3,inventory,2010,2024,sec08,H_Aviation,8,Aviation,annual,,,,0,0
ie,all,nh3,inventory,2010,2024,sec08,H_Aviation,8,Aviation,annual,,,,0,0
uk,all,nh3,inventory,2010,2024,sec09,I_Offroad,8,Offroad,annual,78.6352513099634,,78.6352513099634,95.1373368769101,95.1373368769126
ie,all,nh3,inventory,2010,2024,sec09,I_Offroad,8,Offroad,annual,1.48848268609901,,1.48848268609901,1.78813620529287,1.78813620529287
uk,all,nh3,inventory,2010,2024,sec10,J_Waste,9,Waste,annual,6163.84203754938,,6163.84203754938,6271.6325463287,6271.63254632857
ie,all,nh3,inventory,2010,2024,sec10,J_Waste,9,Waste,annual,37.8007934235529,,37.8007934235529,68.915128,68.9151280000011
uk,all,nh3,inventory,2010,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,231119.43468951,14.45,231133.88468951,224210.281911185,224210.281911185
ie,all,nh3,inventory,2010,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,59333.2788829757,,59333.2788829757,51693.8990672284,51693.8990672277
uk,all,nh3,inventory,2010,2024,sec12,L_AgriOther,10,AgriOther,annual,,,,0,0
ie,all,nh3,inventory,2010,2024,sec12,L_AgriOther,10,AgriOther,annual,65176.4421701571,,65176.4421701571,67559.9582534989,67559.9582534998
uk,all,nh3,inventory,2010,2024,sec13,M_Other,11,Other,annual,21710.5093425846,,21710.5093425846,22025.8788122185,22025.8788122187
ie,all,nh3,inventory,2010,2024,sec13,M_Other,11,Other,annual,,,,0,0
